N	2gram	Potebnia_M_1	Myshleni
1	и в	39	25
2	в том	26	23
3	том что	16	20
4	что в	22	17
5	так же	5	17
6	таким образом	13	17
7	с тем	5	16
8	как и	9	15
9	то что	10	15
10	в его	5	15
11	в этом	15	14
12	вместе с	8	14
13	может быть	27	13
14	в целом	2	13
15	так как	21	12
16	могли бы	2	11
17	на основании	2	11
18	как бы	6	10
19	и не	18	10
20	и что	10	10
21	того что	8	10
22	было бы	12	10
23	что и	6	10
24	только в	25	10
25	заключается в	3	9
26	связи с	3	9
27	как в	10	9
28	мы не	10	9
29	показывает что	3	8
30	того чтобы	2	8
31	взаимного понимания	2	8
32	тем что	9	8
33	как мы	2	8
34	речи и	10	8
35	столь же	3	7
36	что мы	4	7
37	по себе	10	7
38	для того	3	7
39	мы можем	2	7
40	самого начала	3	6
41	не менее	6	6
42	с другой	7	6
43	понятий в	2	6
44	в собственном	2	6
45	с самого	3	6
46	не в	15	6
47	мы видели	4	6
48	в животном	2	6
49	не может	22	6
50	потому что	52	6
51	мы должны	3	6
52	но не	8	6
53	того же	3	6
54	не только	21	6
55	все же	6	6
56	точки зрения	8	6
57	слова и	4	6
58	так и	13	5
59	что это	3	5
60	к одному	2	5
61	тем не	6	5
62	и как	6	5
63	но это	5	5
64	для него	4	5
65	одной стороны	3	5
66	при этом	6	5
67	одним из	2	5
68	с одной	3	5
69	и по	6	5
70	с ее	2	5
71	если бы	14	5
72	в понятии	2	5
73	слов и	4	5
74	о том	2	5
75	связи между	2	5
76	могут быть	9	5
77	в этой	3	5
78	и другое	3	5
79	не могут	4	4
80	независимо от	6	4
81	никогда не	4	4
82	в своем	3	4
83	из этих	4	4
84	прежде всего	4	4
85	на то	2	4
86	в смысле	4	4
87	к тому	4	4
88	мог бы	2	4
89	предметов и	2	4
90	не мог	3	4
91	речь и	2	4
92	но и	20	4
93	от того	4	4
94	то и	7	4
95	друг друга	5	4
96	а в	5	4
97	сказать что	3	4
98	говорит он	4	4
99	в то	4	4
100	с ним	3	4
101	тогда когда	9	4
102	от нее	6	4
103	что слово	3	4
104	с этим	7	4
105	и все	3	4
106	что оно	2	4
107	и того	2	4
108	одного и	2	4
109	еще не	6	4
110	мы увидим	3	4
111	он не	3	4
112	что речь	2	4
113	связь между	2	4
114	тем же	2	4
115	что понятие	3	4
116	той же	3	4
117	которые не	2	4
118	во всяком	3	4
119	могло бы	3	4
120	и это	3	4
121	там где	4	4
122	но на	2	3
123	не создает	2	3
124	с этой	2	3
125	в свою	4	3
126	когда в	3	3
127	в самом	3	3
128	имеет место	2	3
129	не можем	2	3
130	и их	3	3
131	другой стороны	5	3
132	по отношению	13	3
133	понятия и	3	3
134	между тем	5	3
135	во всем	4	3
136	к которому	3	3
137	как она	3	3
138	и которые	2	3
139	пути развития	2	3
140	были бы	3	3
141	по этому	2	3
142	в жизни	3	3
143	с понятием	2	3
144	но как	3	3
145	его к	2	3
146	мы видим	4	3
147	то в	5	3
148	из основных	2	3
149	не есть	10	3
150	связь с	2	3
151	если мы	3	3
152	этот вопрос	2	3
153	ничего общего	2	3
154	не могли	2	3
155	на деле	4	3
156	того как	6	3
157	слова в	2	2
158	то же	6	2
159	мы будем	2	2
160	самый процесс	2	2
161	в этих	7	2
162	все они	2	2
163	тому что	3	2
164	и от	3	2
165	мы называем	2	2
166	одного из	2	2
167	одной и	3	2
168	и вместе	2	2
169	для нас	9	2
170	слова мы	3	2
171	в один	2	2
172	ни было	2	2
173	так что	16	2
174	но все	2	2
175	свою очередь	4	2
176	об отношении	3	2
177	все более	3	2
178	и той	3	2
179	к другим	2	2
180	хотя и	3	2
181	эти формы	2	2
182	в нем	20	2
183	заключает в	2	2
184	этих последних	3	2
185	для этого	2	2
186	и только	2	2
187	и других	4	2
188	должно быть	7	2
189	все остальные	4	2
190	как на	3	2
191	что как	3	2
192	в своих	4	2
193	в начале	2	2
194	бы быть	4	2
195	бы в	4	2
196	что по	3	2
197	само по	4	2
198	однако в	4	2
199	в них	3	2
200	только при	2	2
201	рода но	2	2
202	и во	3	2
203	в одном	8	2
204	образом что	2	2
205	с нею	4	2
206	этом смысле	4	2
207	таким же	2	2
208	же в	2	2
209	в другую	2	2
210	только потому	3	2
211	в таком	5	2
212	о котором	3	2
213	все что	2	2
214	но тем	3	2
215	и может	2	2
216	мы в	2	2
217	и потому	5	2
218	но всегда	2	2
219	оно не	3	2
220	вопрос об	3	2
221	отношению к	13	2
222	не будет	2	2
223	в мире	3	2
224	слова не	2	2
225	в своей	3	2
226	только что	2	2
227	вытекает из	2	2
228	связанное с	2	2
229	в течение	2	2
230	из того	2	2
231	уже не	2	2
232	тем самым	4	2
233	на этот	2	2
234	и для	5	2
235	и его	5	2
236	словом или	2	2
237	или в	2	2
238	тому как	4	2
239	и том	2	2
240	и то	3	2
241	в каком	6	2
242	в себе	13	2
243	этим последним	3	2
244	а как	2	2
