N	2gram	Bakhtin_Pr_1	Narrotol
1	не только	15	31
2	но и	14	27
3	и не	31	23
4	при этом	2	19
5	может быть	24	15
6	как и	12	13
7	а не	22	13
8	а в	7	13
9	только в	10	12
10	в этом	22	12
11	и в	29	11
12	в данном	2	11
13	и его	14	10
14	то что	15	9
15	во времени	3	9
16	то же	14	8
17	в том	8	8
18	данном случае	2	8
19	не может	12	8
20	уже не	13	8
21	если бы	9	7
22	у него	5	7
23	том что	7	7
24	но в	7	7
25	не в	7	6
26	в самом	10	6
27	как бы	19	6
28	один из	2	6
29	жизни и	2	6
30	как раз	6	6
31	в себе	7	6
32	в его	24	6
33	в этой	4	6
34	перед нами	5	5
35	точка зрения	12	5
36	в своей	8	5
37	так и	7	5
38	и на	7	5
39	потому что	8	5
40	точки зрения	19	5
41	с его	9	4
42	никогда не	3	4
43	к себе	2	4
44	в литературе	4	4
45	все же	9	4
46	для него	18	4
47	но не	9	4
48	же время	9	4
49	прежде всего	7	4
50	еще не	5	4
51	к нему	6	4
52	в ней	2	4
53	в нем	19	4
54	в мире	6	4
55	по себе	8	4
56	как в	6	4
57	на себя	2	4
58	в то	10	4
59	одна из	3	4
60	в одном	10	4
61	в сознании	2	4
62	мира в	5	4
63	тому как	3	3
64	он сам	3	3
65	но они	2	3
66	что в	8	3
67	однако в	2	3
68	в своем	8	3
69	это не	9	3
70	в пространстве	3	3
71	в жизни	2	3
72	что он	8	3
73	идет о	4	3
74	и как	7	3
75	в целом	6	3
76	самом деле	6	3
77	но как	3	3
78	но именно	3	3
79	жизни а	2	3
80	и о	5	3
81	он не	5	3
82	о нем	9	3
83	отношению к	8	3
84	начала и	2	3
85	по отношению	8	3
86	не было	4	3
87	этом отношении	3	3
88	именно в	5	3
89	героя в	4	3
90	их в	4	3
91	и с	4	3
92	подобно тому	3	3
93	и ее	2	3
94	как будто	3	3
95	между тем	5	3
96	в едином	4	2
97	тем или	2	2
98	в зависимости	5	2
99	нести в	2	2
100	его и	2	2
101	обращено к	2	2
102	в конце	6	2
103	в сущности	5	2
104	что может	2	2
105	по своим	2	2
106	как мы	4	2
107	же в	2	2
108	в романе	9	2
109	зависимости от	5	2
110	все что	3	2
111	между ними	2	2
112	до конца	8	2
113	до сих	2	2
114	в пределах	13	2
115	она не	7	2
116	а его	2	2
117	в первой	2	2
118	у тургенева	2	2
119	они могут	2	2
120	никак не	2	2
121	и самого	4	2
122	также не	2	2
123	всяком случае	3	2
124	точек зрения	3	2
125	оно не	3	2
126	значимость и	2	2
127	хотя бы	2	2
128	героя и	10	2
129	сих пор	2	2
130	в форме	7	2
131	другой стороны	3	2
132	входит в	7	2
133	человека в	4	2
134	в той	2	2
135	и даже	2	2
136	с другой	3	2
137	и для	4	2
138	друг друга	3	2
139	ничего не	5	2
140	сами по	3	2
141	в результате	4	2
142	героя но	2	2
143	сказать что	3	2
144	во всяком	5	2
145	не о	2	2
146	и от	2	2
147	он и	5	2
148	связи с	2	2
149	в произведении	4	2
150	так сказать	4	2
151	с ним	5	2
152	то они	2	2
