N	2gram	Propp_Isto_6	Myshleni
1	в том	12	28
2	и в	26	28
3	то что	6	28
4	в этом	12	27
5	того что	2	24
6	потому что	13	22
7	не может	6	19
8	том что	10	19
9	таким образом	12	18
10	что он	9	18
11	только в	5	18
12	что в	12	17
13	не только	10	16
14	так же	2	15
15	может быть	11	13
16	сказать что	3	13
17	и не	10	11
18	как бы	4	11
19	что мы	2	11
20	к тому	2	10
21	как мы	4	10
22	но и	9	10
23	от того	3	10
24	по отношению	2	10
25	так как	18	10
26	но не	2	10
27	отношению к	2	10
28	было бы	2	9
29	мы можем	7	9
30	никогда не	13	8
31	мы видели	11	8
32	еще не	9	8
33	тем самым	2	8
34	тем что	5	8
35	того же	2	7
36	показывает что	3	7
37	если бы	3	7
38	в нем	8	7
39	в своем	2	7
40	и других	3	7
41	что оно	4	7
42	мы видим	5	7
43	он не	2	7
44	вместе с	8	7
45	то же	5	7
46	можно было	2	7
47	там где	5	7
48	же как	3	6
49	так что	3	6
50	и как	2	6
51	и что	5	6
52	не имеет	2	6
53	в то	5	6
54	когда мы	2	6
55	его в	5	6
56	как и	5	6
57	то время	3	6
58	можно сказать	2	6
59	так и	5	6
60	мы не	6	6
61	вообще не	3	6
62	это не	4	5
63	вопрос о	3	5
64	и тем	4	5
65	на этой	2	5
66	время как	3	5
67	и на	12	5
68	но в	7	5
69	с тем	4	5
70	зависимости от	2	5
71	того как	3	5
72	могут быть	3	5
73	в этой	2	5
74	в частности	3	4
75	на то	2	4
76	мы знаем	2	4
77	не в	3	4
78	например в	7	4
79	нас к	5	4
80	целый ряд	2	4
81	с этим	2	4
82	они не	3	4
83	в одной	2	4
84	мы имеем	14	4
85	знаем что	2	4
86	в качестве	3	4
87	что при	2	4
88	установить что	2	4
89	относится к	2	4
90	что и	4	4
91	и то	3	4
92	в себе	3	4
93	которые в	2	4
94	за собой	5	3
95	зависит от	4	3
96	независимо от	3	3
97	из этих	4	3
98	это означает	2	3
99	это мы	2	3
100	все время	2	3
101	как это	5	3
102	отличается от	2	3
103	при этом	3	3
104	на его	4	3
105	в ином	6	3
106	но мы	2	3
107	как на	3	3
108	и только	3	3
109	и по	4	3
110	в своих	3	3
111	но как	4	3
112	только то	2	3
113	от этого	3	3
114	с его	4	3
115	видели что	3	3
116	в них	3	3
117	связано с	4	3
118	до сих	4	3
119	мы должны	2	3
120	один из	3	3
121	в его	5	3
122	сих пор	4	3
123	как в	6	3
124	а не	2	3
125	и его	7	3
126	представляет собой	2	3
127	ту же	2	3
128	как только	3	2
129	и другие	3	2
130	в этих	2	2
131	с другой	10	2
132	с этой	2	2
133	прежде всего	4	2
134	для нас	2	2
135	но это	4	2
136	и другое	2	2
137	и от	3	2
138	и др	2	2
139	другой стороны	8	2
140	он имеет	4	2
141	все эти	8	2
142	на том	8	2
143	и наконец	3	2
144	этим самым	2	2
145	об одном	2	2
146	в других	4	2
147	с ними	2	2
148	в которых	2	2
149	но он	2	2
150	известно что	2	2
151	приходит к	3	2
152	от него	3	2
153	что у	2	2
154	с ним	8	2
155	том как	3	2
156	и там	6	2
157	если он	3	2
158	у него	7	2
159	на котором	3	2
160	представления о	10	2
161	в одном	3	2
162	ступенях развития	2	2
163	этом случае	6	2
164	у нас	5	2
165	она не	3	2
166	мы уже	6	2
167	в своей	3	2
168	из этого	3	2
169	еще в	3	2
170	не могло	2	2
171	все же	8	2
172	когда он	3	2
173	ее в	6	2
174	а в	3	2
175	только что	2	2
176	вот почему	3	2
177	у них	4	2
178	в данном	3	2
179	что они	2	2
