N	2gram	Propp_Isto_4	slovoVRo
1	и в	26	39
2	может быть	14	37
3	и т	27	35
4	и его	10	33
5	не только	15	24
6	и не	9	22
7	но и	12	21
8	не может	6	20
9	в нем	2	19
10	все это	2	16
11	в этом	7	16
12	так и	10	15
13	а не	6	14
14	как в	7	13
15	в истории	2	11
16	вовсе не	4	10
17	к своему	3	9
18	не в	5	9
19	и с	5	9
20	себя в	2	8
21	таким образом	10	8
22	при этом	3	7
23	еще не	6	7
24	в его	5	7
25	как бы	3	7
26	никогда не	2	7
27	в этих	7	7
28	и даже	4	7
29	как мы	5	7
30	могут быть	6	7
31	этом случае	3	6
32	все же	9	6
33	как и	7	6
34	в своем	2	6
35	но не	5	6
36	она не	3	6
37	там где	3	6
38	все эти	3	6
39	но в	5	6
40	не могут	2	5
41	с другой	4	5
42	это не	5	5
43	и все	2	5
44	по себе	2	5
45	для нас	3	5
46	том что	3	5
47	но все	5	5
48	только в	3	5
49	в том	3	5
50	например в	3	5
51	и их	2	5
52	уже не	5	5
53	с ними	5	5
54	от него	2	5
55	конечно не	2	5
56	не менее	2	4
57	и др	5	4
58	ни в	2	4
59	одна из	2	4
60	связанные с	3	4
61	сливается с	2	4
62	то же	8	4
63	и других	3	4
64	с помощью	2	4
65	а в	8	4
66	и на	2	4
67	даже и	2	4
68	отношение к	2	4
69	его в	9	4
70	здесь не	4	4
71	во всем	3	4
72	так как	9	4
73	перед нами	3	3
74	и там	2	3
75	что в	14	3
76	хотя бы	2	3
77	должна быть	2	3
78	что и	9	3
79	но это	3	3
80	связи с	3	3
81	его от	2	3
82	на этом	2	3
83	у него	5	3
84	и как	5	3
85	к нему	6	3
86	в некоторых	5	3
87	в свете	3	3
88	лишь в	2	3
89	героя в	7	3
90	а также	3	3
91	связан с	3	3
92	сказать что	2	3
93	в особенности	2	3
94	как это	3	3
95	в данном	3	2
96	уже в	2	2
97	и более	3	2
98	и другие	3	2
99	хотя и	2	2
100	однако в	2	2
101	его и	2	2
102	на котором	3	2
103	но он	4	2
104	того как	4	2
105	не всегда	6	2
106	в себе	2	2
107	и здесь	5	2
108	что он	10	2
109	в дальнейшем	6	2
110	на нем	5	2
111	все что	4	2
112	мы увидим	3	2
113	этих случаях	8	2
114	мы уже	5	2
115	или на	2	2
116	даже в	4	2
117	но мы	3	2
118	сих пор	5	2
119	на его	3	2
120	мы видели	6	2
121	то что	16	2
122	в свой	2	2
123	его как	2	2
124	таков например	2	2
125	вместе с	6	2
126	те же	3	2
127	на него	3	2
128	входить в	3	2
129	а именно	3	2
130	в форме	2	2
131	так в	4	2
132	в языке	2	2
133	в связи	2	2
134	с этим	2	2
135	т д	24	2
136	в виде	2	2
137	это и	5	2
138	но эта	4	2
139	или в	3	2
140	действительность но	2	2
141	и при	3	2
142	он не	7	2
143	в другом	5	2
144	о том	4	2
145	как он	6	2
146	только с	2	2
147	в области	2	2
148	в одном	5	2
149	до сих	5	2
