N	2gram	Medvedev_F_1	Psycholo
1	то что	8	44
2	и в	24	33
3	в этом	15	28
4	как бы	6	25
5	и что	2	25
6	все время	2	24
7	может быть	14	22
8	что в	4	21
9	в том	6	21
10	что он	3	20
11	как это	6	14
12	таким образом	13	13
13	и не	20	13
14	так же	4	13
15	все это	9	13
16	к тому	3	12
17	в самом	5	12
18	и все	6	12
19	было бы	6	12
20	если мы	2	12
21	самом деле	6	12
22	он не	3	11
23	не может	16	10
24	в его	23	10
25	как она	3	10
26	если бы	4	10
27	в этой	6	9
28	и если	2	9
29	по себе	5	9
30	как раз	2	9
31	то же	10	9
32	для этого	4	8
33	вместе с	2	8
34	в своем	11	7
35	до конца	7	7
36	в нем	14	7
37	не только	7	7
38	когда он	3	7
39	это не	2	6
40	в самой	2	6
41	в ней	10	6
42	и т	12	6
43	все эти	6	6
44	и вот	2	6
45	точки зрения	16	6
46	как на	4	6
47	на самом	7	6
48	а не	10	6
49	в себе	3	6
50	никогда не	4	5
51	нисколько не	2	5
52	и как	3	5
53	в целом	6	5
54	целый ряд	3	5
55	мы не	3	5
56	и на	8	5
57	вовсе не	10	5
58	с ним	2	5
59	ясно что	3	5
60	с этим	2	5
61	это и	3	5
62	как и	11	5
63	и может	4	5
64	и его	10	5
65	все же	3	5
66	и это	2	5
67	художественной формы	2	4
68	в частности	4	4
69	так например	3	4
70	том чтобы	2	4
71	жизни и	7	4
72	а в	6	4
73	и других	3	4
74	того что	5	4
75	с этой	4	4
76	с тем	2	4
77	в жизни	3	4
78	у нас	5	4
79	одна из	2	4
80	в своей	11	4
81	на него	2	4
82	как мы	5	4
83	с точки	13	4
84	исследования и	2	4
85	жизнь и	3	4
86	могла бы	2	4
87	только в	2	4
88	в которой	4	4
89	сама по	2	3
90	же как	2	3
91	с одной	4	3
92	в мире	4	3
93	ни в	2	3
94	должно быть	11	3
95	не можем	2	3
96	в пределах	6	3
97	одной стороны	4	3
98	всяком случае	4	3
99	с ее	7	3
100	но и	7	3
101	и до	5	3
102	конечно не	4	3
103	материала в	3	3
104	не было	3	3
105	не для	3	3
106	в своих	2	3
107	и здесь	6	3
108	в то	9	3
109	его в	3	3
110	могло бы	2	3
111	в основе	3	3
112	всех этих	3	3
113	смысле этого	3	3
114	при таком	4	3
115	в одном	2	3
116	идет о	2	3
117	но не	3	3
118	от действительности	2	3
119	здесь в	2	3
120	до сих	6	3
121	она не	6	3
122	сами по	2	3
123	что и	2	3
124	сих пор	6	3
125	так и	18	3
126	как в	8	3
127	во всей	2	3
128	тем самым	3	3
129	к этой	4	3
130	из этой	2	3
131	во всяком	4	3
132	от этого	2	3
133	т п	4	3
134	этого слова	3	3
135	место в	7	2
136	материала и	3	2
137	его и	2	2
138	с другой	5	2
139	и от	7	2
140	была бы	2	2
141	на все	3	2
142	прежде всего	22	2
143	вопрос о	2	2
144	со всей	3	2
145	но все	2	2
146	и всякий	2	2
147	совершается в	2	2
148	же время	8	2
149	при этом	5	2
150	в действительности	2	2
151	и является	2	2
152	точка зрения	2	2
153	один из	3	2
154	она есть	2	2
155	в их	11	2
156	т д	8	2
157	именно в	8	2
158	и наконец	3	2
159	его не	2	2
160	в результате	2	2
161	и с	8	2
162	именно как	12	2
163	во всем	2	2
164	не в	8	2
165	в художественном	3	2
166	и потому	9	2
167	на нее	2	2
168	но в	5	2
169	а как	2	2
170	с его	4	2
171	только не	2	2
172	в них	3	2
173	если он	3	2
174	думать что	3	2
175	и к	4	2
176	в ее	8	2
177	в искусстве	5	2
178	по существу	2	2
179	и техника	2	2
180	чтобы он	2	2
181	литературы и	2	2
182	мы увидим	4	2
183	во всех	5	2
184	не по	3	2
185	однако не	2	2
186	бы то	3	2
187	со стороны	5	2
188	не на	2	2
189	прав когда	2	2
190	сводится к	3	2
191	перейти к	2	2
192	ни одного	2	2
193	хотя бы	5	2
194	ничем не	3	2
195	ни на	3	2
196	и ее	10	2
197	связи с	3	2
198	ничего не	2	2
