N	2gram	Potebnia_M_3	DiskursI
1	в себе	16	19
2	при этом	3	17
3	и в	30	16
4	может быть	28	16
5	как и	10	16
6	в этом	10	16
7	и не	15	15
8	а не	15	14
9	то есть	34	12
10	но и	19	11
11	тогда как	2	11
12	том что	18	10
13	не только	21	10
14	со стороны	3	10
15	так и	11	9
16	не может	6	9
17	в том	32	8
18	как в	10	8
19	не менее	5	7
20	прежде всего	3	7
21	в нем	9	7
22	ни в	2	7
23	но не	7	7
24	еще не	5	6
25	все же	2	6
26	в своей	2	6
27	то же	23	6
28	тем самым	7	6
29	а с	2	5
30	что в	17	5
31	в своем	5	5
32	с другой	7	5
33	же время	5	5
34	для него	9	5
35	то что	18	5
36	и на	3	5
37	в то	10	5
38	в одном	2	4
39	к этому	3	4
40	одной стороны	3	4
41	как бы	3	4
42	отношению к	5	4
43	по отношению	5	4
44	этом отношении	2	4
45	с одной	7	4
46	потому что	46	4
47	одно из	5	4
48	точки зрения	2	4
49	в этой	2	4
50	и то	8	4
51	о том	2	4
52	я и	3	4
53	перед нами	2	3
54	и может	3	3
55	могут быть	3	3
56	в них	5	3
57	столь же	4	3
58	не столько	2	3
59	из виду	2	3
60	из этих	9	3
61	и все	3	3
62	уже не	6	3
63	и как	5	3
64	не в	15	3
65	можно сказать	3	3
66	мысль о	5	3
67	например в	6	3
68	он не	4	3
69	в его	4	3
70	из двух	3	3
71	в котором	4	3
72	из них	6	3
73	жизни и	2	3
74	не было	4	3
75	и наконец	2	3
76	как на	5	3
77	и его	4	3
78	но это	6	3
79	не знает	3	3
80	только в	21	3
81	не следует	5	3
82	его в	3	3
83	место в	3	2
84	что ни	2	2
85	жизни не	3	2
86	не подлежит	2	2
87	в целом	3	2
88	это в	2	2
89	большей части	2	2
90	с таким	2	2
91	что он	6	2
92	а к	3	2
93	есть в	3	2
94	одно и	5	2
95	отношение к	2	2
96	в ряду	3	2
97	в ней	8	2
98	о любви	2	2
99	далеко не	4	2
100	в свое	2	2
101	для себя	3	2
102	что и	13	2
103	слова не	2	2
104	не к	4	2
105	время в	3	2
106	вместе с	12	2
107	заключает в	5	2
108	что же	2	2
109	человеческой жизни	3	2
110	в языке	7	2
111	входит в	2	2
112	значение не	3	2
113	я как	5	2
114	именно в	3	2
115	там же	6	2
116	к своему	2	2
117	все это	4	2
118	другой стороны	4	2
119	должно быть	5	2
120	как субъект	2	2
121	а в	12	2
122	той же	2	2
123	что как	2	2
124	тому как	5	2
125	тут же	2	2
126	их в	2	2
127	и с	2	2
128	подобно тому	2	2
129	говорить о	3	2
130	и это	4	2
131	в области	2	2
132	между тем	9	2
