N	2gram	Voloshinov_1	FransuaR
1	и в	38	41
2	то есть	4	20
3	таким образом	7	19
4	в этом	10	15
5	и все	4	14
6	как и	10	14
7	в этой	6	13
8	то же	14	13
9	все эти	2	13
10	мы уже	10	12
11	в его	6	12
12	прежде всего	21	11
13	в том	2	11
14	как мы	9	11
15	в себе	9	11
16	так и	6	10
17	все это	4	10
18	в то	9	10
19	в качестве	4	9
20	и его	7	9
21	не в	6	9
22	же время	7	9
23	но и	13	9
24	и т.п	21	9
25	в конце	6	8
26	и от	7	8
27	то что	8	8
28	но в	5	8
29	вовсе не	2	7
30	как бы	28	7
31	в нем	4	7
32	и не	14	7
33	это не	3	6
34	мы видим	3	6
35	для него	3	6
36	с помощью	6	6
37	только в	6	6
38	о том	4	6
39	уже в	5	5
40	к этому	2	5
41	не только	27	5
42	и к	4	5
43	в ней	8	5
44	вместе с	5	5
45	что и	3	5
46	мы видели	5	5
47	всего в	3	5
48	как в	2	5
49	а в	5	5
50	к нему	2	5
51	и для	3	5
52	так же	4	5
53	точки зрения	10	5
54	и это	7	5
55	потому что	5	5
56	место в	2	4
57	что это	4	4
58	хотя и	3	4
59	и здесь	3	4
60	том что	3	4
61	но все	4	4
62	слов и	7	4
63	было бы	7	4
64	может быть	13	4
65	он не	2	4
66	в виду	3	4
67	целый ряд	3	4
68	влияние на	4	4
69	и наконец	5	4
70	должно быть	2	4
71	и на	6	4
72	та же	3	4
73	и с	5	4
74	конце концов	3	4
75	ничего не	8	4
76	связанных с	3	3
77	в отношении	2	3
78	что у	3	3
79	в одном	3	3
80	и потому	2	3
81	не должно	2	3
82	в мире	2	3
83	но это	2	3
84	свою очередь	4	3
85	в своей	2	3
86	в свою	6	3
87	кроме того	2	3
88	при этом	9	3
89	из них	3	3
90	несмотря на	2	3
91	все то	2	3
92	и их	5	3
93	и эта	3	3
94	выражение в	3	3
95	что он	2	3
96	жизни и	3	3
97	во всех	6	3
98	в форме	6	3
99	не может	12	3
100	не было	2	3
101	мы найдем	2	3
102	в той	5	3
103	тем самым	7	3
104	с точки	5	3
105	той же	5	3
106	можно было	4	3
107	тем что	2	3
108	не знает	3	3
109	связанные с	2	3
110	его в	4	3
111	так сказать	4	3
112	так как	7	3
113	перед нами	3	2
114	с его	7	2
115	все время	5	2
116	находит свое	2	2
117	а на	2	2
118	никогда не	7	2
119	связаны с	4	2
120	в этих	2	2
121	себе все	2	2
122	другими словами	7	2
123	и так	6	2
124	с этим	2	2
125	на самом	3	2
126	человека в	2	2
127	есть не	2	2
128	к тому	4	2
129	связано с	2	2
130	нас не	2	2
131	слово это	2	2
132	и как	9	2
133	по своему	3	2
134	одно и	4	2
135	отношение к	2	2
136	тот же	2	2
137	еще не	3	2
138	того что	4	2
139	мы в	3	2
140	значительной степени	2	2
141	одной из	2	2
142	должен быть	2	2
143	не знаем	4	2
144	во второй	3	2
145	в первой	2	2
146	в процессе	6	2
147	как нечто	2	2
148	в связи	2	2
149	со всех	2	2
150	в разных	3	2
151	этом отношении	2	2
152	какую роль	3	2
153	уже видели	2	2
154	еще более	2	2
155	не просто	2	2
156	и вот	3	2
157	только на	3	2
158	не мог	3	2
159	для всех	2	2
160	в значительной	2	2
161	а не	6	2
162	с самого	4	2
163	из которых	3	2
164	уже не	4	2
165	роль в	3	2
166	мы не	9	2
167	у них	2	2
168	или в	2	2
169	роль играет	2	2
170	и то	3	2
171	их в	3	2
172	в словах	3	2
173	в которых	2	2
174	возникновения и	2	2
175	может стать	2	2
176	и т.д	21	2
177	также и	2	2
178	бы в	5	2
179	в которой	7	2
180	с ним	2	2
181	в области	5	2
182	мы имеем	2	2
