N	2gram	Bakhtin_sl_2	KulturaY
1	и т	35	39
2	т п	33	24
3	и в	39	23
4	не только	24	20
5	в том	5	19
6	в этом	16	18
7	и не	22	16
8	ни к	2	15
9	так как	4	15
10	может быть	37	15
11	т д	2	14
12	точки зрения	8	14
13	все эти	6	12
14	том что	5	11
15	того чтобы	2	11
16	в области	2	11
17	но в	6	11
18	что в	3	10
19	по себе	5	10
20	в языке	2	10
21	а не	14	10
22	вовсе не	10	9
23	в сущности	6	9
24	то что	2	9
25	для того	2	9
26	хотя бы	3	9
27	не может	20	9
28	с другой	5	8
29	прежде всего	8	8
30	не в	9	8
31	уже не	5	8
32	с точки	3	8
33	языка и	9	8
34	не менее	4	7
35	в нашем	2	7
36	все же	6	7
37	но и	21	7
38	с помощью	4	7
39	и с	9	7
40	слова в	13	6
41	это не	5	6
42	но не	6	6
43	то же	4	6
44	между тем	3	6
45	и на	4	6
46	ту же	3	6
47	не могут	5	5
48	должна быть	3	5
49	что он	2	5
50	еще не	7	5
51	в его	7	5
52	всяком случае	2	5
53	один из	5	5
54	должен быть	2	5
55	слова и	8	5
56	вместе с	2	5
57	все это	16	5
58	таким образом	8	5
59	там где	6	5
60	лишь в	3	5
61	как это	3	5
62	речи и	3	5
63	во всяком	3	5
64	и здесь	2	5
65	только в	5	5
66	зависимости от	4	5
67	также и	2	5
68	в узком	4	4
69	в зависимости	4	4
70	в них	6	4
71	перед нами	3	4
72	бы и	3	4
73	для нас	5	4
74	ни в	4	4
75	но все	5	4
76	в пределах	13	4
77	или в	2	4
78	хотя и	2	4
79	как бы	7	4
80	в нем	19	4
81	в связи	2	4
82	не было	2	4
83	в данном	2	4
84	в результате	2	4
85	сказать что	3	4
86	могут быть	7	4
87	говорить о	3	4
88	в то	4	4
89	в особенности	3	4
90	так и	15	4
91	чем в	2	3
92	на этом	3	3
93	уже в	2	3
94	у него	3	3
95	всех этих	4	3
96	для этого	4	3
97	речи не	2	3
98	на фоне	4	3
99	же время	4	3
100	что оно	4	3
101	а также	3	3
102	п в	2	3
103	это и	2	3
104	но это	3	3
105	до конца	17	3
106	связи с	3	3
107	в ней	3	3
108	он не	2	3
109	в сфере	2	3
110	что и	3	3
111	не все	2	3
112	в процессе	13	3
113	как в	13	3
114	отличается от	2	3
115	так в	2	3
116	смысл и	2	3
117	языке как	3	3
118	в форме	2	3
119	с этим	2	3
120	этом отношении	3	3
121	не знает	2	3
122	именно в	2	3
123	те же	2	3
124	как мы	7	3
125	а в	4	3
126	и его	33	3
127	слов в	2	3
128	языка но	4	3
129	слова не	4	3
130	слова как	2	3
131	языка в	6	3
132	здесь не	4	3
133	смысла и	3	2
134	в отношении	4	2
135	и более	2	2
136	никогда не	7	2
137	оно не	8	2
138	и от	3	2
139	п но	2	2
140	и все	5	2
141	но здесь	4	2
142	связанные с	4	2
143	не всегда	2	2
144	язык не	4	2
145	языка как	7	2
146	этом случае	6	2
147	узком смысле	4	2
148	в другом	2	2
149	и потому	7	2
150	только о	2	2
151	с одной	5	2
152	свою очередь	2	2
153	литературный язык	3	2
154	в свою	3	2
155	язык и	7	2
156	она не	6	2
157	при этом	7	2
158	язык в	6	2
159	меньше чем	2	2
160	конечно не	5	2
161	же и	2	2
162	и даже	7	2
163	к нему	3	2
164	мы видели	2	2
165	все они	2	2
166	а именно	2	2
167	в их	2	2
168	в своем	6	2
169	в отличие	12	2
170	того как	2	2
171	и для	5	2
172	которых мы	2	2
173	как и	6	2
174	в той	4	2
175	но оно	2	2
176	можно говорить	2	2
177	той же	3	2
178	рядом с	3	2
179	роль в	2	2
180	материал для	2	2
181	с ними	5	2
182	конечно и	2	2
183	языка не	4	2
184	даже и	4	2
185	нуждается в	2	2
186	установка на	2	2
187	большинстве случаев	5	2
188	отличие от	13	2
189	отношения к	4	2
190	слов и	3	2
