N	2gram	Bakhtin_Fr_1	Morfolog
1	может быть	6	52
2	и пр	5	40
3	не может	3	17
4	в этих	2	16
5	могут быть	2	15
6	и в	65	13
7	в этом	15	13
8	и др	24	12
9	так как	6	12
10	мы видим	2	11
11	связи с	4	11
12	прежде всего	11	9
13	так и	10	9
14	и не	22	9
15	с другой	3	8
16	а затем	2	8
17	в тех	3	7
18	и этим	2	7
19	все же	6	7
20	это не	3	6
21	не могут	3	6
22	и здесь	3	6
23	в том	16	6
24	но не	2	6
25	в форме	3	6
26	во время	4	6
27	и другие	8	5
28	наряду с	2	5
29	во всех	9	5
30	далеко не	3	5
31	как бы	22	5
32	то что	3	5
33	или в	2	5
34	потому что	5	5
35	что в	3	4
36	на котором	3	4
37	вовсе не	18	4
38	на его	2	4
39	несмотря на	2	4
40	не только	10	4
41	в некоторых	2	4
42	как в	5	4
43	как мы	6	4
44	как и	5	4
45	хотя и	2	4
46	точки зрения	7	4
47	с точки	3	4
48	его в	7	4
49	ничего не	3	4
50	в других	3	4
51	связана с	5	3
52	это уже	4	3
53	же в	2	3
54	том что	6	3
55	но все	3	3
56	но это	3	3
57	в целом	2	3
58	кроме того	2	3
59	в сущности	16	3
60	он не	2	3
61	не является	3	3
62	но и	10	3
63	на него	2	3
64	от того	2	3
65	входит в	4	3
66	на самом	6	3
67	самом деле	3	3
68	и по	2	3
69	к нему	3	3
70	и для	2	3
71	друг друга	3	3
72	из них	4	3
73	но в	14	3
74	ни к	2	2
75	он требует	2	2
76	в частности	5	2
77	что он	3	2
78	можно сказать	2	2
79	так например	2	2
80	и к	4	2
81	только в	7	2
82	от него	2	2
83	в большинстве	2	2
84	для него	5	2
85	одной стороны	2	2
86	мы уже	12	2
87	но для	3	2
88	в таких	2	2
89	эти формы	3	2
90	с одной	2	2
91	все эти	10	2
92	к себе	2	2
93	того что	2	2
94	уже не	3	2
95	и его	10	2
96	этот вопрос	2	2
97	не знает	6	2
98	что мы	2	2
99	о том	2	2
100	в свое	2	2
101	большинстве случаев	2	2
102	сказать что	6	2
103	нашей работы	6	2
104	это было	2	2
