N	2gram	Losev_Dial_2	FransuaR
1	и в	19	56
2	таким образом	4	17
3	все эти	2	15
4	в этом	8	14
5	в том	14	13
6	так и	10	13
7	и его	5	12
8	в то	6	12
9	вещей и	3	11
10	в этих	3	11
11	как бы	14	11
12	то же	12	11
13	же время	5	10
14	еще не	4	10
15	мы уже	8	10
16	только в	5	9
17	в самом	5	9
18	но и	12	9
19	и не	30	9
20	том что	10	8
21	по своему	5	8
22	в сущности	2	8
23	не только	19	8
24	в нем	10	8
25	во всех	2	8
26	сих пор	2	8
27	и их	3	8
28	все это	4	8
29	и даже	14	8
30	до сих	2	8
31	и с	5	8
32	в частности	2	7
33	как мы	3	7
34	прежде всего	8	6
35	вовсе не	13	6
36	в ее	4	6
37	мы видим	2	6
38	в этой	3	6
39	в той	3	6
40	потому что	14	6
41	на его	2	6
42	точки зрения	12	6
43	связи с	4	6
44	и все	12	6
45	но в	2	6
46	но не	6	5
47	никогда не	9	5
48	ни с	4	5
49	с ее	2	5
50	как и	10	5
51	есть и	6	5
52	он не	4	5
53	что в	7	5
54	не было	3	5
55	в результате	2	5
56	во время	2	5
57	они не	3	5
58	в области	2	5
59	времени и	9	4
60	и более	3	4
61	что это	10	4
62	в себе	15	4
63	например в	2	4
64	и к	7	4
65	конечно не	6	4
66	за пределы	4	4
67	в ней	2	4
68	и потому	5	4
69	даже в	3	4
70	с одной	2	4
71	при этом	4	4
72	форм и	2	4
73	в изображении	2	4
74	в своих	2	4
75	их в	2	4
76	вещи и	3	4
77	о том	5	4
78	по своей	4	4
79	так как	14	4
80	в которой	2	4
81	перед нами	2	3
82	всех этих	3	3
83	в своем	4	3
84	сливаются в	2	3
85	так что	7	3
86	кроме того	3	3
87	может быть	20	3
88	в некоторых	2	3
89	что и	5	3
90	то что	14	3
91	в их	2	3
92	не на	2	3
93	в связи	4	3
94	не просто	12	3
95	мы находим	3	3
96	уже не	3	3
97	времени в	2	3
98	не в	8	3
99	и почти	3	3
100	сказать что	10	3
101	между тем	2	3
102	но он	4	3
103	в другом	4	3
104	во все	2	3
105	все его	3	3
106	только не	2	2
107	в виде	2	2
108	с другой	5	2
109	это не	10	2
110	уже в	4	2
111	не как	2	2
112	в одном	4	2
113	человека и	2	2
114	на самом	2	2
115	что он	6	2
116	бы и	2	2
117	можно сказать	5	2
118	ни в	10	2
119	и как	10	2
120	но это	7	2
121	в узком	2	2
122	то время	4	2
123	момент в	2	2
124	было бы	3	2
125	из них	3	2
126	несмотря на	2	2
127	себе и	3	2
128	нем и	2	2
129	ни о	2	2
130	а в	4	2
131	что на	2	2
132	вопрос об	4	2
133	все же	4	2
134	в своей	8	2
135	в мире	2	2
136	вместе с	2	2
137	самом деле	4	2
138	дело не	2	2
139	был в	2	2
140	данном случае	2	2
141	что она	14	2
142	или менее	2	2
143	которые были	2	2
144	другой стороны	4	2
145	так же	2	2
146	как раз	5	2
147	не может	9	2
148	в каком	4	2
149	того как	2	2
150	культуры и	2	2
151	а не	16	2
152	к нему	4	2
153	с точки	8	2
154	его в	3	2
155	между собою	3	2
156	в данном	3	2
157	и то	7	2
158	и совершенно	2	2
159	также и	2	2
160	и при	2	2
161	на мир	2	2
162	той или	4	2
163	что они	6	2
164	что эти	2	2
165	с тем	2	2
166	с ним	4	2
167	не потому	6	2
168	более или	2	2
169	грань между	3	2
170	нет ни	3	2
