N	2gram	Voloshinov_1	Mirosoze
1	может быть	17	30
2	не только	7	29
3	и в	16	28
4	не может	8	28
5	но и	4	25
6	он не	2	24
7	в этом	9	20
8	у него	2	17
9	в своей	2	15
10	и есть	3	14
11	никогда не	2	14
12	в нем	4	13
13	и это	6	12
14	для него	6	11
15	в самом	2	11
16	и не	4	11
17	что в	3	10
18	прежде всего	9	10
19	и все	4	10
20	что он	2	10
21	было бы	2	10
22	и потому	3	10
23	в его	4	9
24	не есть	2	9
25	и его	8	9
26	быть может	2	7
27	но в	4	7
28	в том	3	6
29	в этой	4	6
30	все это	4	6
31	и на	4	6
32	вместе с	3	6
33	только в	4	6
34	не могут	2	5
35	мира и	3	5
36	как и	2	5
37	то что	3	5
38	нет и	2	5
39	в глубину	2	5
40	в этих	3	4
41	с этой	2	4
42	не знает	2	4
43	всю жизнь	2	4
44	отношение к	5	4
45	отношения к	3	4
46	и по	2	4
47	а в	3	4
48	точки зрения	8	4
49	и этот	2	4
50	в них	2	4
51	один из	2	4
52	за пределы	2	4
53	что и	2	4
54	и ницше	2	4
55	себя и	2	3
56	и вот	3	3
57	для нас	2	3
58	в него	5	3
59	влечет к	2	3
60	и их	4	3
61	только и	2	3
62	с этим	2	3
63	его в	4	3
64	так как	4	3
65	в мир	2	3
66	и с	8	3
67	на этом	3	3
68	с его	7	3
69	в жизни	2	3
70	том что	3	3
71	учение о	3	3
72	есть и	2	3
73	конечно не	6	3
74	хотя бы	4	3
75	по своему	2	2
76	вообще не	2	2
77	момент в	2	2
78	с их	3	2
79	и мы	2	2
80	жизни и	3	2
81	могут быть	3	2
82	все эти	5	2
83	сказать что	7	2
84	в начале	2	2
85	как бы	5	2
86	о том	2	2
87	с ним	2	2
88	не существует	2	2
89	в основе	3	2
90	к этому	2	2
91	нет никаких	2	2
92	мы видим	2	2
93	все что	4	2
94	до сих	3	2
95	и к	6	2
96	так называемый	2	2
97	в этот	2	2
98	по сравнению	3	2
99	сих пор	3	2
100	мысли и	4	2
101	и она	3	2
102	и как	3	2
103	и для	2	2
104	в каком	2	2
105	на протяжении	2	2
