N	2gram	Potebnia_M_4	KulturaY
1	и т	7	54
2	т п	4	41
3	и в	23	23
4	точки зрения	4	23
5	в том	23	22
6	не только	10	17
7	было бы	8	16
8	в этом	23	16
9	с точки	3	16
10	в области	2	14
11	может быть	26	14
12	самом деле	3	14
13	что в	17	13
14	в самом	3	13
15	не менее	5	12
16	для того	6	12
17	потому что	33	12
18	вопрос о	2	11
19	том что	12	11
20	а не	12	11
21	того что	14	11
22	в его	5	11
23	того чтобы	4	11
24	можно было	2	11
25	у нас	2	10
26	и не	18	10
27	тем не	4	9
28	еще не	3	9
29	хотя бы	4	9
30	таким образом	24	9
31	так как	14	9
32	если бы	13	8
33	лишь в	3	8
34	до сих	4	8
35	между прочим	3	8
36	сих пор	4	8
37	т д	3	8
38	уже не	3	8
39	в виду	3	8
40	в нашем	2	7
41	с другой	2	7
42	если мы	2	7
43	слова и	5	7
44	в языке	16	7
45	те же	3	7
46	и что	7	7
47	должно быть	5	7
48	в данном	4	7
49	сказать что	8	7
50	все эти	3	7
51	того как	6	7
52	с тем	7	6
53	языка в	2	6
54	по себе	11	6
55	что и	7	6
56	что он	4	6
57	в силу	7	6
58	после того	2	6
59	тот же	2	6
60	при этом	15	6
61	и тем	4	6
62	так и	6	6
63	не может	11	6
64	то же	14	6
65	о языке	2	6
66	могут быть	7	6
67	говорить о	5	6
68	связи с	3	6
69	только в	15	6
70	о том	8	6
71	что же	5	5
72	я не	2	5
73	не могут	2	5
74	независимо от	6	5
75	и есть	3	5
76	вовсе не	7	5
77	как и	14	5
78	не в	11	5
79	хотя и	5	5
80	что она	2	5
81	как бы	5	5
82	не значит	2	5
83	от того	4	5
84	как мы	2	5
85	а в	5	5
86	но это	3	5
87	тем более	5	5
88	тем что	10	5
89	из этих	2	5
90	в поэзии	3	5
91	в первом	3	5
92	слова в	3	4
93	же мы	2	4
94	том случае	3	4
95	тому что	2	4
96	один из	2	4
97	этого слова	7	4
98	этом случае	5	4
99	для нас	14	4
100	только тогда	5	4
101	тех пор	6	4
102	только как	4	4
103	столь же	2	4
104	в сущности	2	4
105	и о	4	4
106	в ее	2	4
107	язык есть	7	4
108	пор пока	2	4
109	то что	29	4
110	до тех	6	4
111	данном случае	2	4
112	что значит	2	4
113	как в	7	4
114	в своем	8	4
115	не было	12	4
116	в той	4	4
117	тем самым	4	4
118	что не	6	4
119	что такое	7	4
120	в таком	4	4
121	в слове	22	4
122	между тем	9	4
123	отношения между	2	4
124	мы говорим	7	4
125	тогда когда	8	4
126	на вопрос	4	3
127	уже в	5	3
128	и более	4	3
129	что это	7	3
130	то мы	3	3
131	что слово	10	3
132	это не	7	3
133	на самом	3	3
134	именно в	3	3
135	есть не	4	3
136	к тому	3	3
137	и к	6	3
138	что на	2	3
139	как же	4	3
140	то в	3	3
141	очевидно что	7	3
142	перед собою	2	3
143	внутренняя форма	2	3
144	по поводу	4	3
145	он не	2	3
146	случае когда	2	3
147	поэзия и	5	3
148	то это	8	3
149	не есть	9	3
150	отношение к	2	3
151	в процессе	3	3
152	но и	11	3
153	а именно	4	3
154	вообще и	3	3
155	по отношению	10	3
156	связь между	3	3
157	мы не	8	3
158	в ней	2	3
159	в ряду	6	3
160	не имеет	5	3
161	не так	2	3
162	и с	4	3
163	бы и	5	3
164	той же	3	3
165	что как	4	3
166	в которых	3	3
167	нас в	2	3
168	этот вопрос	3	3
169	сам по	4	3
170	может иметь	2	3
171	слово в	4	3
172	то он	2	3
173	в каком	4	3
174	в то	4	3
175	я в	2	3
176	и только	3	3
177	она не	2	3
178	мы должны	2	3
179	слово есть	5	3
180	бы не	3	3
181	там где	3	3
182	когда мы	6	3
183	так сказать	5	2
184	только для	2	2
185	все это	5	2
186	а что	2	2
187	понимается как	2	2
188	на том	2	2
189	не как	2	2
190	пока мы	2	2
191	в одном	4	2
192	что все	4	2
193	и я	2	2
194	язык не	5	2
195	есть слово	2	2
196	можно сказать	4	2
197	к его	2	2
198	и здесь	2	2
199	состоит в	2	2
200	и как	2	2
201	чтобы понять	2	2
202	ответить на	3	2
203	и при	2	2
204	в различных	2	2
205	чем в	2	2
206	по своему	2	2
207	и говорить	2	2
208	равно как	2	2
209	кроме того	3	2
210	и тот	3	2
211	и если	3	2
212	конечно не	2	2
213	нашего языка	3	2
214	в значении	3	2
215	что если	6	2
216	в таких	2	2
217	в котором	4	2
218	его в	4	2
219	но мы	2	2
220	не с	2	2
221	отношению к	8	2
222	вместе с	6	2
223	дело не	2	2
224	мысли и	7	2
225	отношений между	2	2
226	и без	2	2
227	внимание на	5	2
228	языка и	3	2
229	так в	3	2
230	то и	4	2
231	что есть	3	2
232	со значением	3	2
233	быть не	2	2
234	только что	3	2
235	еще более	2	2
236	в двух	2	2
237	именно на	2	2
238	более чем	3	2
239	на этот	2	2
240	так же	4	2
241	с другими	4	2
242	во всяком	5	2
243	которое в	3	2
244	можно видеть	2	2
245	только о	2	2
246	внутренней формы	10	2
247	по тому	2	2
248	так то	3	2
249	что мы	10	2
250	один и	5	2
251	тому как	2	2
252	если же	4	2
253	что эти	3	2
254	в этих	3	2
255	таком случае	2	2
256	не то	5	2
257	мы имеем	4	2
258	но в	8	2
259	если и	2	2
260	для меня	10	2
261	имеет в	2	2
