N	2gram	Vygotskiy__7	Tragedij
1	и в	26	18
2	в этом	29	9
3	не только	24	8
4	и не	18	7
5	и с	5	7
6	может быть	7	7
7	как бы	6	7
8	что он	8	6
9	и его	12	6
10	но в	4	6
11	все же	6	5
12	что это	6	5
13	так и	3	5
14	это не	3	5
15	не может	11	5
16	то же	8	5
17	как и	15	5
18	в то	3	5
19	несмотря на	2	5
20	но и	11	4
21	то что	24	4
22	в целом	5	4
23	что в	12	4
24	все это	3	4
25	я не	3	4
26	прежде всего	7	4
27	в нем	2	4
28	так же	14	4
29	том что	17	4
30	но это	3	4
31	в этой	3	4
32	и что	6	4
33	в себе	9	4
34	еще не	4	4
35	об этом	3	4
36	уже в	2	3
37	один из	2	3
38	с ее	2	3
39	о чем	4	3
40	никто не	2	3
41	в конце	4	3
42	как в	4	3
43	все эти	6	3
44	тем самым	8	3
45	и он	2	3
46	к нему	3	3
47	в основном	3	3
48	должно быть	2	3
49	в его	4	3
50	что с	5	3
51	для него	3	3
52	мог бы	3	3
53	как это	5	3
54	с ним	3	3
55	не имеет	2	2
56	перед нами	2	2
57	и до	2	2
58	не могут	4	2
59	что и	3	2
60	на всем	5	2
61	только к	2	2
62	как говорит	5	2
63	она должна	2	2
64	в отличие	2	2
65	данном случае	5	2
66	то и	4	2
67	даже если	2	2
68	что все	2	2
69	вопрос о	6	2
70	но эта	2	2
71	отношение к	2	2
72	говорит что	2	2
73	к тому	7	2
74	столь же	2	2
75	о его	3	2
76	и здесь	2	2
77	в ходе	12	2
78	ни в	2	2
79	в ее	6	2
80	ребенка и	8	2
81	в том	18	2
82	до конца	5	2
83	друг друга	4	2
84	отличие от	2	2
85	так что	4	2
86	не в	4	2
87	что этот	5	2
88	точно так	2	2
89	в данном	5	2
90	и то	7	2
91	потому что	16	2
92	в первом	3	2
93	с тем	5	2
94	тем что	9	2
95	только о	2	2
96	и ее	2	2
97	она все	3	2
98	о том	4	2
99	его в	2	2
100	что эти	3	2
101	в самом	9	2
102	не мог	2	2
103	ничего не	2	2
104	он не	3	2
105	что она	8	2
106	никогда не	4	2
107	имеет в	3	2
