N	2gram	Propp_Russ_1	Vvedenie
1	и т	10	42
2	т д	9	36
3	т е	17	35
4	и в	36	32
5	в том	17	31
6	в этом	12	30
7	может быть	8	26
8	том что	19	26
9	не только	22	22
10	таким образом	6	19
11	то что	6	16
12	потому что	10	15
13	так как	15	15
14	не может	4	14
15	в нем	2	13
16	о том	8	13
17	того что	4	12
18	в их	4	12
19	и не	6	12
20	представляет собой	4	12
21	в его	2	12
22	xix в	13	12
23	только в	4	12
24	как мы	10	11
25	что в	19	10
26	но в	2	9
27	и как	2	9
28	между тем	7	9
29	то же	3	9
30	не менее	3	8
31	это не	10	8
32	тем не	3	8
33	выводу что	2	7
34	точки зрения	3	7
35	но не	2	7
36	все же	5	7
37	к выводу	2	7
38	из этих	4	6
39	один из	8	6
40	но и	16	6
41	все это	6	6
42	как он	2	6
43	с тем	8	6
44	как и	10	6
45	в качестве	3	6
46	этот вопрос	2	6
47	тем что	4	6
48	в какой	2	5
49	иное как	2	5
50	так что	2	5
51	так например	6	5
52	на этот	3	5
53	как бы	5	5
54	в целом	2	5
55	в которых	5	5
56	в них	6	5
57	как например	3	5
58	об этом	9	5
59	в г	4	5
60	вместе с	10	5
61	в течение	5	5
62	а не	2	5
63	могут быть	2	5
64	представляют собой	7	5
65	независимо от	2	4
66	в каждом	2	4
67	как уже	4	4
68	этом случае	5	4
69	о чем	3	4
70	в особенности	2	4
71	не просто	2	4
72	и что	4	4
73	в и	17	4
74	не имеет	6	4
75	а в	9	4
76	одно из	5	4
77	что иное	2	4
78	как это	8	4
79	мы имеем	4	4
80	е в	8	4
81	в разных	3	4
82	не что	2	4
83	еще не	4	4
84	в виде	6	4
85	уже не	6	4
86	и для	2	4
87	в изучении	2	3
88	что это	3	3
89	в частности	2	3
90	в этих	3	3
91	к тому	4	3
92	только по	2	3
93	но все	3	3
94	на этом	3	3
95	но что	2	3
96	до конца	2	3
97	при этом	6	3
98	хотя и	2	3
99	в ней	2	3
100	на этой	2	3
101	из них	8	3
102	что она	2	3
103	в своем	3	3
104	все эти	2	3
105	и других	7	3
106	так же	3	3
107	и на	10	3
108	так называемой	3	3
109	к этому	4	3
110	в различных	2	3
111	и к	3	3
112	связи с	4	3
113	чем в	2	3
114	в одном	3	3
115	относящиеся к	2	3
116	а также	3	3
117	что и	7	3
118	своего рода	3	3
119	xx в	2	3
120	этой работы	2	3
121	в в	2	3
122	как будто	5	3
123	в области	3	3
124	нет надобности	2	3
125	до того	2	2
126	и другие	13	2
127	тому что	4	2
128	для этого	2	2
129	в дальнейшем	2	2
130	но это	4	2
131	несмотря на	3	2
132	и др	4	2
133	после этого	4	2
134	природы и	2	2
135	в связи	4	2
136	не было	2	2
137	стоит в	2	2
138	к таким	3	2
139	и те	3	2
140	в более	2	2
141	и с	2	2
142	с этим	2	2
143	и здесь	2	2
144	так и	7	2
145	по содержанию	3	2
146	для них	3	2
147	по этому	3	2
148	состоит в	8	2
149	значение и	2	2
150	не с	3	2
151	половине xix	2	2
152	у нас	8	2
153	по существу	4	2
154	его к	2	2
155	должна была	2	2
156	во всех	4	2
157	в прошлом	2	2
158	мы должны	2	2
159	том же	2	2
160	этого слова	3	2
161	в этот	10	2
162	и до	2	2
163	с ней	2	2
164	быть и	2	2
165	только на	3	2
166	связь между	2	2
167	входит в	4	2
168	этому поводу	2	2
169	сомнений в	2	2
170	тогда как	2	2
171	того как	5	2
172	с точки	3	2
173	ко времени	3	2
174	мы не	6	2
175	в силу	2	2
176	мы можем	2	2
177	будто бы	6	2
178	одна из	4	2
179	ничего не	3	2
