N	2gram	Ircho_Kome_3	Hudozhes
1	том что	13	16
2	и в	22	14
3	так и	4	13
4	а не	4	12
5	в том	12	12
6	не только	5	12
7	при этом	7	12
8	о том	8	12
9	прежде всего	5	11
10	и т	4	11
11	в этом	8	11
12	в себе	4	11
13	в своей	5	10
14	у него	4	9
15	что он	8	9
16	как и	3	9
17	в качестве	2	9
18	то же	7	9
19	как в	2	8
20	то что	4	8
21	же время	5	8
22	отношению к	3	8
23	по отношению	5	8
24	т п	4	8
25	между тем	2	8
26	в этой	3	8
27	в то	6	8
28	в его	8	8
29	ничего не	3	8
30	это не	2	7
31	к тому	6	7
32	не в	4	7
33	еще не	6	7
34	как бы	3	7
35	не может	3	7
36	а в	7	7
37	никогда не	3	6
38	что в	5	6
39	было бы	3	6
40	человека в	2	6
41	в глазах	8	6
42	не менее	5	5
43	с его	3	5
44	в частности	3	5
45	к себе	5	5
46	об этом	7	5
47	может быть	6	5
48	и он	2	5
49	но и	4	5
50	по мнению	2	5
51	самом деле	6	5
52	друг друга	4	5
53	и его	6	5
54	можно было	2	5
55	потому что	10	5
56	ни в	10	5
57	точки зрения	4	5
58	но в	5	5
59	связи с	5	4
60	тому что	2	4
61	в своем	8	4
62	т е	16	4
63	столь же	3	4
64	и все	2	4
65	на то	3	4
66	и к	3	4
67	тем не	3	4
68	она не	2	4
69	несмотря на	4	4
70	в самом	9	4
71	и о	2	4
72	в ней	4	4
73	один из	3	4
74	что она	4	4
75	из них	5	4
76	этой связи	2	4
77	как раз	6	4
78	не было	2	4
79	только что	7	4
80	он не	5	4
81	в конце	7	4
82	и это	2	4
83	всего лишь	2	4
84	с ним	5	4
85	и с	4	4
86	если бы	8	3
87	отнюдь не	4	3
88	с этим	3	3
89	это в	2	3
90	идет о	3	3
91	в мире	2	3
92	как мы	2	3
93	в ее	3	3
94	видит себя	2	3
95	говорить о	3	3
96	по своему	3	3
97	в пределах	2	3
98	речь идет	5	3
99	в нем	3	3
100	все же	4	3
101	в т	3	3
102	со стороны	11	3
103	приводит к	3	3
104	в связи	4	3
105	и для	4	3
106	этом отношении	2	3
107	того чтобы	6	3
108	и даже	3	3
109	к этой	2	3
110	с точки	3	3
111	в таком	2	3
112	в своих	2	3
113	ничем не	4	3
114	тем что	5	3
115	и на	2	3
116	его в	8	3
117	а также	2	3
118	едва ли	7	3
119	том как	3	3
120	все еще	2	2
121	себя и	2	2
122	так или	2	2
123	однако в	4	2
124	конечном счете	2	2
125	на вопрос	2	2
126	ясно что	6	2
127	в конечном	2	2
128	к своему	2	2
129	мы знаем	2	2
130	состоит в	2	2
131	так что	6	2
132	ему не	3	2
133	в другом	2	2
134	и что	6	2
135	в целом	3	2
136	до конца	4	2
137	ближе к	2	2
138	одной из	3	2
139	раз в	2	2
140	на его	2	2
141	в начале	3	2
142	в произведениях	2	2
143	хотя и	5	2
144	и ты	2	2
145	только для	2	2
146	как он	3	2
147	человека не	2	2
148	сих пор	9	2
149	на него	4	2
150	в их	2	2
151	все это	5	2
152	не знает	3	2
153	все равно	3	2
154	и не	21	2
155	при всей	2	2
156	что не	3	2
157	не имеет	3	2
158	или иначе	2	2
159	в изображении	2	2
160	с этой	3	2
161	в результате	2	2
162	не о	3	2
163	за ним	2	2
164	видно что	2	2
165	представляют собой	2	2
166	нет ничего	2	2
167	здесь не	2	2
168	и поэтому	4	2
169	мы не	2	2
170	до сих	9	2
