N	2gram	Bakhtin_Pr_1	Problema
1	и не	31	28
2	не только	15	24
3	только в	10	23
4	вовсе не	7	21
5	в том	8	20
6	и в	29	20
7	ни в	3	17
8	все эти	9	16
9	то что	15	15
10	потому что	8	15
11	было бы	5	14
12	но и	14	14
13	точки зрения	19	14
14	перед нами	5	13
15	не в	7	13
16	не есть	2	12
17	в себе	7	12
18	том что	7	12
19	прежде всего	7	11
20	по себе	8	11
21	с точки	13	11
22	как будто	3	11
23	так и	7	10
24	и его	14	10
25	может быть	24	9
26	все это	6	9
27	и даже	2	9
28	в этом	22	9
29	если бы	9	8
30	что он	8	8
31	таким образом	12	8
32	в той	2	8
33	в результате	4	8
34	во всяком	5	8
35	но в	7	8
36	с другой	3	7
37	это не	9	7
38	еще не	5	7
39	и потому	6	7
40	то же	14	7
41	именно в	5	7
42	а не	22	7
43	сказать что	3	7
44	и с	4	7
45	в ней	2	7
46	хотя бы	2	7
47	всех этих	2	6
48	и от	2	6
49	так что	2	6
50	художественный образ	2	6
51	как и	12	6
52	но это	4	6
53	при этом	2	6
54	другой стороны	3	6
55	в данном	2	6
56	но не	9	5
57	на самом	5	5
58	в нем	19	5
59	в смысле	2	5
60	и о	5	5
61	жизни и	2	5
62	данном случае	2	5
63	как в	6	5
64	так же	6	5
65	то и	2	5
66	не может	12	5
67	в них	3	5
68	так как	6	5
69	уже не	13	5
70	и вполне	2	5
71	уже в	3	4
72	данте и	2	4
73	и есть	2	4
74	у достоевского	16	4
75	в отношении	2	4
76	или даже	2	4
77	и для	4	4
78	и во	2	4
79	в одном	10	4
80	и ее	2	4
81	в самой	6	4
82	это и	5	4
83	в этой	4	4
84	кроме того	3	4
85	несмотря на	6	4
86	в своей	8	4
87	никак не	2	4
88	что она	6	4
89	как бы	19	4
90	всяком случае	3	4
91	однако не	2	4
92	и т	4	4
93	же в	2	4
94	отличается от	3	4
95	тут и	2	4
96	с этим	2	4
97	а в	7	4
98	и наконец	4	4
99	можно было	2	4
100	как раз	6	4
101	в то	10	4
102	в художественном	3	4
103	с ним	5	4
104	нет ни	2	4
105	человека в	4	3
106	уже и	2	3
107	были бы	4	3
108	о себе	12	3
109	в жизни	2	3
110	этом смысле	10	3
111	в условиях	2	3
112	и к	2	3
113	слова но	2	3
114	является для	2	3
115	как мы	4	3
116	все в	3	3
117	для него	18	3
118	здесь мы	2	3
119	и как	7	3
120	но все	5	3
121	связи с	2	3
122	в истории	2	3
123	сознания и	5	3
124	себе и	3	3
125	на себе	2	3
126	конечно не	2	3
127	же и	2	3
128	в его	24	3
129	что и	4	3
130	в зависимости	5	3
131	что в	8	3
132	второго порядка	2	3
133	бы и	4	3
134	в своем	8	3
135	не было	4	3
136	самом деле	6	3
137	из которых	2	3
138	к нему	6	3
139	с другими	7	3
140	и на	7	3
141	тем что	4	3
142	правда в	2	3
143	но как	3	3
144	в сознании	2	3
145	мы должны	3	3
146	зависимости от	5	3
147	но они	2	2
148	все время	2	2
149	для его	3	2
150	однако в	2	2
151	основная особенность	2	2
152	она является	2	2
153	то он	2	2
154	в конце	6	2
155	разобраться в	2	2
156	была бы	3	2
157	поэтому не	2	2
158	в литературе	4	2
159	для себя	2	2
160	с его	9	2
161	как же	4	2
162	является не	2	2
163	так чтобы	4	2
164	а его	2	2
165	в пределах	13	2
166	тот же	2	2
167	но именно	3	2
168	кажется что	2	2
169	весь этот	2	2
170	на его	2	2
171	в самом	10	2
172	за пределы	7	2
173	как предмет	4	2
174	по преимуществу	2	2
175	они могут	2	2
176	он не	5	2
177	перестает быть	4	2
178	здесь конечно	2	2
179	в котором	2	2
180	сами по	3	2
181	нам кажется	2	2
182	все же	9	2
183	то перед	2	2
184	или к	2	2
185	но эта	4	2
186	и что	2	2
187	ни было	2	2
188	друг друга	3	2
189	за ним	3	2
190	во все	2	2
191	мы его	2	2
192	далеко не	3	2
193	его в	6	2
194	и это	5	2
195	в которой	2	2
196	в романах	7	2
