N	2gram	Nazirov_Tv_1	Istorich
1	и в	21	26
2	так как	3	18
3	никогда не	3	13
4	потому что	5	13
5	что в	12	12
6	таким образом	5	12
7	в том	7	12
8	и на	7	12
9	в этом	6	12
10	может быть	5	11
11	с другой	3	10
12	том что	11	10
13	и т	3	10
14	и не	7	10
15	не только	7	10
16	представление о	3	9
17	что он	6	9
18	но и	3	9
19	в нем	3	8
20	все же	5	8
21	на том	2	8
22	вместе с	2	8
23	с ним	3	8
24	уже не	3	7
25	и его	6	7
26	представлений о	2	7
27	у него	7	7
28	о том	6	7
29	но в	7	7
30	то что	8	6
31	ее в	3	6
32	как в	8	6
33	не может	4	6
34	в виде	3	6
35	связан с	3	6
36	и с	3	6
37	в русской	5	6
38	как и	12	5
39	в ней	2	5
40	в его	13	5
41	не будет	2	5
42	так и	2	5
43	то же	13	5
44	в то	15	5
45	только в	5	5
46	это не	4	4
47	прежде всего	4	4
48	зависит от	2	4
49	с его	11	4
50	здесь мы	2	4
51	но это	5	4
52	на его	3	4
53	в книге	3	4
54	как бы	17	4
55	и тем	2	4
56	что и	2	4
57	на земле	3	4
58	и он	2	4
59	и по	3	4
60	при помощи	2	3
61	и другие	3	3
62	в частности	2	3
63	могут быть	2	3
64	и от	4	3
65	к этому	2	3
66	так что	2	3
67	не в	2	3
68	такой же	2	3
69	в качестве	2	3
70	в него	2	3
71	еще в	2	3
72	один из	4	3
73	когда он	2	3
74	в своей	4	3
75	на берегу	3	3
76	данном случае	2	3
77	что она	2	3
78	а в	6	3
79	при этом	7	3
80	и других	3	3
81	там же	3	3
82	и наконец	2	3
83	вот почему	3	3
84	или в	2	3
85	в своих	5	3
86	в данном	2	3
87	та же	4	3
88	сказать что	2	3
89	приходит к	3	3
90	в себе	2	3
91	как будто	5	3
92	далеко не	3	3
93	перед нами	2	2
94	и как	4	2
95	однако в	2	2
96	в этих	2	2
97	в своем	4	2
98	не означает	2	2
99	но он	2	2
100	того же	2	2
101	в одной	2	2
102	вовсе не	5	2
103	можно сказать	2	2
104	к тому	2	2
105	живет в	2	2
106	самое время	2	2
107	одна из	2	2
108	отсюда же	2	2
109	но не	3	2
110	так же	3	2
111	не так	3	2
112	на эти	2	2
113	даже в	3	2
114	здесь нет	2	2
115	жизни и	3	2
116	своего рода	4	2
117	точно так	2	2
118	он не	8	2
119	только что	2	2
120	человека в	6	2
121	мы находим	2	2
122	в одно	2	2
123	в лице	2	2
124	тем самым	7	2
125	а не	5	2
126	того что	3	2
127	что не	2	2
128	известно что	2	2
129	где он	2	2
130	людей и	2	2
131	и далее	2	2
132	представляет собой	3	2
133	о котором	2	2
134	ту же	3	2
135	в этой	5	2
136	нет ни	2	2
137	значит что	2	2
