N	2gram	Ircho_Kome_2	Formalny
1	и в	26	38
2	в этом	10	27
3	может быть	11	23
4	и его	12	21
5	таким образом	6	20
6	и не	14	20
7	в самом	4	16
8	прежде всего	4	15
9	не в	2	15
10	и т	2	14
11	не может	3	14
12	в нем	6	13
13	но и	10	13
14	связи с	3	13
15	с его	5	11
16	с тем	5	11
17	в том	11	11
18	вовсе не	2	11
19	в его	4	10
20	в связи	3	10
21	и с	5	9
22	как и	4	9
23	не только	7	9
24	т п	2	9
25	отнюдь не	2	8
26	что и	7	8
27	все же	4	8
28	так и	12	8
29	тем что	3	8
30	точки зрения	4	8
31	что в	9	7
32	в своей	3	7
33	в других	2	7
34	как мы	4	7
35	в первом	2	7
36	не было	3	6
37	все время	2	6
38	то что	6	6
39	в истории	5	6
40	и ее	2	6
41	в ней	3	6
42	в этой	3	6
43	было бы	8	6
44	вместе с	9	6
45	в их	3	6
46	то же	3	6
47	он не	2	6
48	только в	4	6
49	а в	3	6
50	хотя бы	2	6
51	если бы	9	5
52	что он	5	5
53	же время	3	5
54	во всех	3	5
55	с этим	5	5
56	и для	4	5
57	еще более	2	5
58	говорить о	2	5
59	в то	6	5
60	бы в	2	5
61	во всяком	2	5
62	всяком случае	2	5
63	независимо от	5	4
64	к этому	5	4
65	к тому	12	4
66	как бы	2	4
67	и к	2	4
68	из них	7	4
69	как в	3	4
70	не следует	2	4
71	так как	4	4
72	но в	3	4
73	если в	2	3
74	место в	4	3
75	в какой	2	3
76	с другой	2	3
77	из этих	4	3
78	мы знаем	3	3
79	и здесь	6	3
80	но все	3	3
81	например в	3	3
82	не является	2	3
83	то это	2	3
84	в целом	4	3
85	жизни и	3	3
86	и их	3	3
87	все это	3	3
88	так в	2	3
89	к нему	3	3
90	того чтобы	6	3
91	для того	5	3
92	роль в	2	3
93	мы не	2	3
94	или в	3	3
95	и на	7	3
96	хотя и	4	3
97	и все	2	3
98	его в	4	3
99	что это	4	3
100	это было	4	3
101	от этого	2	3
102	содержанию и	2	2
103	уже в	4	2
104	и другие	2	2
105	в этих	4	2
106	в качестве	5	2
107	тому что	4	2
108	столь же	9	2
109	это не	2	2
110	в одной	2	2
111	в конце	2	2
112	представление о	2	2
113	что именно	2	2
114	это время	3	2
115	в тех	3	2
116	в ее	2	2
117	с самого	2	2
118	том что	9	2
119	идет о	2	2
120	должна была	2	2
121	является не	2	2
122	но не	3	2
123	со своей	3	2
124	что на	3	2
125	ни одна	2	2
126	едва ли	14	2
127	в котором	3	2
128	даже в	2	2
129	он был	2	2
130	один из	5	2
131	в развитии	2	2
132	этом смысле	2	2
133	от всех	2	2
134	отношение к	2	2
135	ни в	5	2
136	не по	4	2
137	всего в	2	2
138	со стороны	2	2
139	даже не	3	2
140	на этом	2	2
141	то ни	2	2
142	в в	4	2
143	в той	2	2
144	не имеет	3	2
145	что для	4	2
146	отличие от	2	2
147	становится в	3	2
148	с ними	2	2
149	между тем	4	2
150	и от	4	2
151	в отличие	2	2
152	к его	2	2
153	и это	2	2
154	из этого	2	2
155	потому что	6	2
156	как это	4	2
157	в которой	5	2
158	в виду	2	2
