N	2gram	Vygotskiy__1	Myshleni
1	в том	30	33
2	том что	16	27
3	точки зрения	15	26
4	то что	32	20
5	в этом	12	19
6	с точки	2	18
7	того что	10	17
8	мышления и	3	16
9	и в	31	15
10	не только	13	15
11	что в	23	14
12	таким образом	20	14
13	что он	7	12
14	того чтобы	7	12
15	в самом	11	11
16	в процессе	5	11
17	в целом	5	10
18	но и	2	10
19	было бы	6	10
20	для того	6	10
21	мы не	12	10
22	мы можем	4	10
23	в своем	3	9
24	может быть	22	9
25	не является	5	9
26	не может	17	9
27	что мы	8	9
28	о том	7	9
29	в сущности	10	9
30	так и	3	8
31	казалось бы	2	8
32	никогда не	8	8
33	не в	11	8
34	заключается в	7	8
35	и что	8	8
36	если бы	6	8
37	к тому	4	7
38	мы знаем	3	7
39	одной стороны	6	7
40	с одной	5	7
41	и не	16	7
42	на основе	2	7
43	потому что	10	7
44	как бы	5	7
45	по себе	9	7
46	тот же	2	7
47	он не	3	7
48	во всяком	8	7
49	что это	6	6
50	в частности	3	6
51	точку зрения	3	6
52	как мы	2	6
53	в этой	3	6
54	в виду	4	6
55	на то	10	6
56	мы видели	2	6
57	в связи	2	6
58	с другой	5	6
59	сказать что	7	6
60	как он	2	6
61	как это	4	6
62	но в	3	6
63	по этому	2	6
64	в зависимости	5	6
65	вовсе не	6	6
66	и к	3	6
67	как и	16	6
68	зависимости от	6	6
69	вместе с	8	6
70	с таким	11	6
71	мысль что	3	6
72	если мы	12	6
73	самом деле	9	6
74	всяком случае	6	6
75	что эта	3	6
76	там где	4	6
77	уже в	3	5
78	представление о	3	5
79	вопрос о	3	5
80	смысле слова	3	5
81	что с	2	5
82	и их	2	5
83	и даже	6	5
84	речь и	2	5
85	последнее время	2	5
86	видели что	2	5
87	тогда когда	5	5
88	по существу	4	5
89	все что	3	5
90	приводит к	2	5
91	показать что	8	5
92	то же	5	5
93	говорит что	5	5
94	на деле	3	5
95	на вопрос	2	4
96	независимо от	2	4
97	прежде всего	4	4
98	из этих	6	4
99	что все	3	4
100	для нас	5	4
101	по поводу	2	4
102	несмотря на	5	4
103	том чтобы	7	4
104	все это	8	4
105	который в	3	4
106	в них	2	4
107	в совершенно	4	4
108	что оно	3	4
109	так же	12	4
110	а в	6	4
111	их в	2	4
112	и с	2	4
113	с и	5	4
114	в конечном	3	4
115	при помощи	20	4
116	так как	18	4
117	к которым	3	4
118	для всех	4	4
119	конечном счете	3	4
120	к этому	4	4
121	все же	5	4
122	мы видим	5	4
123	в качестве	2	4
124	в последнее	4	4
125	в своей	3	4
126	даже в	2	4
127	как в	9	4
128	как раз	2	4
129	и его	7	4
130	с в	3	4
131	только в	14	4
132	в которой	4	4
133	все время	4	3
134	что у	3	3
135	человека и	2	3
136	в собственном	3	3
137	что они	2	3
138	очевидно что	6	3
139	не можем	3	3
140	при этом	19	3
141	смысле этого	2	3
142	как совершенно	3	3
143	точка зрения	4	3
144	но мы	3	3
145	из них	2	3
146	со стороны	4	3
147	и только	3	3
148	что для	2	3
149	этом отношении	2	3
150	те же	4	3
151	и по	3	3
152	действия и	2	3
153	этой теории	6	3
154	в которых	3	3
155	в результате	4	3
156	в основе	2	3
157	к этой	2	3
158	рассматриваться как	3	3
159	с ним	2	3
160	мы имеем	4	3
161	и все	5	3
162	не существует	2	3
163	с этим	3	3
164	состоит в	3	3
165	идет о	2	3
166	но не	3	3
167	утверждает что	2	3
168	того же	2	3
169	что при	3	3
170	когда он	2	3
171	собственном смысле	3	3
172	бы и	2	3
173	что она	6	3
174	только что	2	3
175	этому поводу	2	3
176	на самом	2	3
177	тем самым	2	3
178	а не	13	3
179	из которых	3	3
180	в отличие	3	3
181	этого слова	4	3
182	и это	3	3
183	отличие от	4	3
184	ничего не	2	3
185	не могут	3	2
186	сама по	2	2
187	же как	4	2
188	в другой	2	2
189	и есть	5	2
190	в этих	4	2
191	столь же	4	2
192	эта теория	5	2
193	с этой	4	2
194	в полном	2	2
195	как например	2	2
196	в такой	2	2
197	на место	2	2
198	что на	3	2
199	бы что	2	2
200	ни в	9	2
201	и как	2	2
202	всякий раз	8	2
203	это есть	5	2
204	но что	2	2
205	не дает	2	2
206	только тогда	7	2
207	случае не	2	2
208	и той	3	2
209	в котором	4	2
210	и тем	2	2
211	могут быть	11	2
212	от того	3	2
213	есть нечто	2	2
214	целый ряд	6	2
215	и других	3	2
216	увидим что	2	2
217	и самым	2	2
218	из виду	2	2
219	в применении	2	2
220	что здесь	2	2
221	же самое	2	2
222	во всем	3	2
223	психологического исследования	2	2
224	в одном	2	2
225	или как	2	2
226	в известном	2	2
227	и теперь	2	2
228	в книге	2	2
229	и составляет	2	2
230	уже и	2	2
231	у него	4	2
232	отнюдь не	6	2
233	бы мы	2	2
234	думается что	3	2
235	этих двух	2	2
236	этом смысле	2	2
237	бы ни	2	2
238	самому себе	2	2
239	стороны и	3	2
240	из всех	2	2
241	представляет собой	2	2
242	имеем все	2	2
243	указывает на	4	2
244	и другой	3	2
245	когда она	2	2
246	мы увидим	4	2
247	иначе говоря	5	2
248	том же	2	2
249	в его	6	2
250	речь идет	3	2
251	должны будем	2	2
252	что и	13	2
253	что речь	2	2
254	как говорит	2	2
255	или менее	2	2
256	без всякого	2	2
257	и тогда	2	2
258	что же	2	2
259	так точно	3	2
260	социальной психологии	11	2
261	и для	5	2
262	в себя	2	2
263	есть ли	2	2
264	в мышлении	2	2
265	это обстоятельство	3	2
266	к чему	2	2
267	в силу	3	2
268	тому чтобы	3	2
269	той же	3	2
270	существу дела	2	2
271	тому как	7	2
272	нас в	2	2
273	само по	5	2
274	подобно тому	5	2
275	в себе	4	2
276	ту же	2	2
277	психологии в	2	2
278	это все	3	2
279	более или	2	2
280	не то	2	2
281	стало быть	2	2
