N	2gram	Losev_Prob_1	Mirosoze
1	и в	32	46
2	в нем	13	22
3	может быть	14	21
4	в этом	19	20
5	никогда не	7	18
6	для него	2	18
7	и не	31	18
8	не только	17	18
9	но и	9	15
10	не может	8	15
11	как и	3	13
12	не есть	29	13
13	а не	15	13
14	прежде всего	10	12
15	потому что	16	12
16	не было	4	11
17	но он	3	11
18	у нас	14	11
19	но в	14	10
20	он не	3	10
21	в себе	15	10
22	не в	4	9
23	и есть	6	8
24	но это	8	8
25	как бы	14	8
26	в своем	5	8
27	так как	11	8
28	она не	2	8
29	в этой	10	7
30	что он	7	7
31	и потому	2	7
32	как в	4	7
33	хотя бы	3	7
34	и для	4	7
35	он сам	2	6
36	что это	3	6
37	так же	9	6
38	того что	7	6
39	и здесь	6	6
40	то же	10	5
41	в отношении	3	5
42	что все	3	5
43	совсем не	4	5
44	в самом	6	5
45	один из	4	5
46	что она	5	5
47	это не	6	5
48	в конце	6	5
49	тот кто	2	5
50	и все	7	5
51	есть не	6	5
52	к тому	3	5
53	по преимуществу	2	5
54	то что	42	5
55	в своей	8	5
56	для того	8	5
57	и его	3	5
58	в его	6	5
59	и это	9	5
60	что в	12	4
61	тому что	4	4
62	для этого	3	4
63	только и	3	4
64	не имеет	2	4
65	также и	11	4
66	с его	2	4
67	в жизни	3	4
68	том что	12	4
69	так и	12	4
70	уже не	3	4
71	того чтобы	9	4
72	вопроса о	2	4
73	же как	2	3
74	можно ли	5	3
75	не знал	5	3
76	ни в	7	3
77	в том	9	3
78	что они	3	3
79	смысле слова	7	3
80	не стоит	2	3
81	момент в	2	3
82	что всякий	4	3
83	для чего	2	3
84	и всегда	2	3
85	не для	2	3
86	и на	8	3
87	сказать что	13	3
88	и с	2	3
89	что иное	2	3
90	о том	11	3
91	его в	6	3
92	как он	4	3
93	нет ничего	10	3
94	с ним	3	3
95	и должно	2	3
96	иное как	2	3
97	не существует	6	3
98	если бы	4	3
99	в них	7	3
100	и во	3	3
101	не что	2	3
102	есть и	3	3
103	до сих	3	3
104	не будет	2	3
105	сих пор	3	3
106	ничего подобного	2	3
107	того как	3	3
108	все равно	5	3
109	идея и	2	3
110	тем что	7	3
111	он в	2	3
112	только в	7	3
113	есть в	5	3
114	в чем	3	3
115	что нет	2	3
116	уже в	3	2
117	науки и	2	2
118	в этих	3	2
119	всегда есть	6	2
120	есть выражение	2	2
121	или иной	5	2
122	все время	2	2
123	я и	2	2
124	да и	3	2
125	нас не	2	2
126	так что	6	2
127	это есть	9	2
128	в действительности	3	2
129	и если	6	2
130	из подполья	2	2
131	на его	2	2
132	такого рода	7	2
133	есть также	3	2
134	она есть	5	2
135	но для	3	2
136	хотя и	6	2
137	же и	3	2
138	к нему	3	2
139	но она	3	2
140	не имеют	5	2
141	должно быть	2	2
142	а в	4	2
143	не о	2	2
144	точки зрения	3	2
145	между тем	2	2
146	есть по	4	2
147	совсем иное	2	2
148	есть еще	3	2
149	с собой	2	2
150	но когда	2	2
151	то он	2	2
152	по себе	15	2
153	мы видим	2	2
154	то в	5	2
155	связи с	5	2
156	и что	9	2
157	мы увидим	3	2
158	в сущности	2	2
159	во всех	7	2
160	оно не	3	2
161	вместе с	2	2
162	быть и	3	2
163	ее в	2	2
164	что же	9	2
165	что не	3	2
166	можно было	3	2
167	тому как	2	2
168	нас в	2	2
169	сам по	7	2
170	подобно тому	2	2
171	сознания и	2	2
172	как будто	3	2
173	которые в	2	2
174	в которой	2	2
175	ничего не	10	2
