N	2gram	Losev_Vlad_2	Problema
1	и в	30	30
2	в своей	5	22
3	то есть	7	21
4	то что	20	18
5	не только	12	18
6	том что	12	17
7	в этом	20	17
8	в стихотворении	2	14
9	и даже	10	14
10	но и	8	13
11	таким образом	3	13
12	потому что	9	13
13	в том	18	12
14	в его	11	12
15	и не	18	12
16	а именно	6	12
17	также и	6	12
18	о том	4	12
19	в своем	8	11
20	у него	19	11
21	так что	5	11
22	в виде	3	10
23	для нас	7	10
24	точки зрения	7	10
25	в этой	4	10
26	на земле	2	9
27	все же	9	9
28	сказать что	11	9
29	но в	8	9
30	и вообще	10	9
31	только в	6	9
32	и все	7	9
33	в конце	13	8
34	вовсе не	4	8
35	никак не	3	8
36	хотя и	6	8
37	с точки	3	8
38	никогда не	7	7
39	что он	13	7
40	у нас	6	7
41	как и	5	7
42	в дальнейшем	5	7
43	связи с	8	7
44	но не	3	7
45	может быть	7	7
46	вместе с	8	7
47	так и	5	7
48	в связи	8	7
49	мы находим	2	7
50	не в	9	7
51	здесь не	4	7
52	в результате	5	7
53	прежде всего	6	6
54	можно сказать	4	6
55	уже не	3	6
56	и как	3	6
57	несмотря на	4	6
58	и для	3	6
59	как бы	5	6
60	конце концов	3	6
61	в нем	4	6
62	что и	3	6
63	тут же	2	6
64	и что	5	6
65	а в	11	6
66	и его	6	6
67	и на	4	6
68	мы читаем	4	6
69	его в	4	6
70	так как	5	6
71	не менее	7	5
72	нисколько не	2	5
73	с тем	2	5
74	что в	12	5
75	в которой	4	5
76	будто бы	2	5
77	тем не	6	5
78	людей в	2	5
79	так же	4	5
80	в самом	2	5
81	и о	4	5
82	еще в	2	5
83	для себя	5	5
84	не может	9	5
85	в году	24	5
86	а не	7	5
87	и притом	2	5
88	и то	5	5
89	но он	3	5
90	он и	3	5
91	того как	2	5
92	и с	14	5
93	если не	2	4
94	еще и	6	4
95	в частности	2	4
96	жизни в	2	4
97	некоторой степени	2	4
98	по крайней	4	4
99	тогда когда	2	4
100	ни в	7	4
101	об этом	6	4
102	но все	2	4
103	говорится о	2	4
104	при этом	5	4
105	того же	5	4
106	было бы	9	4
107	и сам	2	4
108	некоторого рода	2	4
109	до некоторой	2	4
110	крайней мере	4	4
111	разного рода	4	4
112	гораздо более	2	4
113	и к	6	4
114	не мог	8	4
115	и он	4	4
116	и вполне	3	4
117	необходимо сказать	5	4
118	нас в	2	4
119	даже и	3	4
120	под названием	3	4
121	в себе	6	4
122	в то	9	4
123	из этого	5	4
124	едва ли	3	4
125	учение о	3	3
126	он сам	2	3
127	именно в	4	3
128	однако в	2	3
129	еще более	3	3
130	в отношении	3	3
131	точно так	3	3
132	же в	2	3
133	что его	4	3
134	в начале	4	3
135	в сравнении	2	3
136	тот же	5	3
137	совсем не	4	3
138	то время	6	3
139	как будто	2	3
140	после того	2	3
141	только тогда	2	3
142	для того	2	3
143	он не	4	3
144	а также	10	3
145	в настоящее	2	3
146	поскольку в	3	3
147	только и	3	3
148	на первом	2	3
149	того что	5	3
150	к нему	2	3
151	время как	2	3
152	в ней	4	3
153	что касается	3	3
154	настоящее время	2	3
155	с ним	5	3
156	в виду	2	3
157	гёте и	2	2
158	я не	4	2
159	мы будем	3	2
160	уже и	2	2
161	но тем	2	2
162	в них	3	2
163	хотя бы	3	2
164	как в	3	2
165	это не	2	2
166	с этой	4	2
167	уже в	3	2
168	раз и	2	2
169	к этому	6	2
170	по себе	5	2
171	здесь в	2	2
172	на то	2	2
173	к тому	2	2
174	то же	4	2
175	как мы	11	2
176	он был	6	2
177	без всякого	2	2
178	да и	3	2
179	по существу	3	2
180	в свою	3	2
181	кроме того	9	2
182	по поводу	4	2
183	в это	4	2
184	жизни и	6	2
185	бы с	2	2
186	в данном	3	2
187	что не	2	2
188	на его	4	2
189	такого рода	2	2
190	о своем	2	2
191	конечно не	4	2
192	иной раз	2	2
193	всяком случае	6	2
194	в котором	5	2
195	но уже	2	2
196	ли он	2	2
197	он все	2	2
198	наряду с	2	2
199	и до	2	2
200	данном случае	2	2
201	он пишет	2	2
202	отношение к	4	2
203	все эти	5	2
204	в трех	2	2
205	мы не	2	2
206	всякого рода	6	2
207	эта идея	2	2
208	того чтобы	2	2
209	в те	4	2
210	в таком	3	2
211	его не	2	2
212	можно было	2	2
213	у которого	2	2
214	во всяком	6	2
215	это время	4	2
216	его на	3	2
217	дело в	3	2
218	те времена	3	2
219	в чем	2	2
220	в области	3	2
221	ничего не	2	2
222	не то	3	2
