N	2gram	Losev_Prob_4	RusskieA
1	и в	20	29
2	что в	3	22
3	том что	12	22
4	в том	20	22
5	как бы	4	18
6	в других	2	15
7	может быть	9	13
8	так как	5	13
9	там же	2	12
10	как и	6	11
11	в этом	9	11
12	все это	9	10
13	и с	7	10
14	не только	24	10
15	о том	5	9
16	а в	4	9
17	но и	14	8
18	его в	2	8
19	данном случае	5	7
20	как в	5	7
21	или в	5	7
22	с тем	4	6
23	мы не	7	6
24	же в	4	6
25	еще не	7	6
26	для того	3	6
27	для нас	6	6
28	вместе с	5	6
29	таким образом	8	6
30	при этом	6	6
31	того чтобы	2	6
32	и на	3	6
33	в данном	6	6
34	мы имеем	6	6
35	на земле	2	5
36	потому что	15	5
37	это не	7	5
38	то что	15	5
39	и что	2	5
40	но не	5	5
41	с ней	2	5
42	для этого	2	5
43	и т	4	5
44	не может	5	5
45	т д	3	5
46	будто бы	2	5
47	но в	8	5
48	именно в	7	4
49	в них	5	4
50	и все	8	4
51	уже не	5	4
52	так что	6	4
53	не в	13	4
54	из них	3	4
55	к нему	3	4
56	а также	6	4
57	так же	5	4
58	то и	5	4
59	то же	7	4
60	у нас	14	4
61	а не	7	4
62	в таком	6	4
63	в виде	22	4
64	далеко не	2	4
65	как это	3	4
66	тем что	3	3
67	в этих	5	3
68	в качестве	10	3
69	и от	6	3
70	а наоборот	2	3
71	в ее	5	3
72	за ним	2	3
73	что здесь	6	3
74	было бы	14	3
75	и о	5	3
76	что она	4	3
77	но если	6	3
78	в котором	2	3
79	с другими	3	3
80	не имеет	4	3
81	во всех	4	3
82	не будем	2	3
83	а именно	2	3
84	все эти	16	3
85	и по	2	3
86	друг друга	2	3
87	или даже	4	3
88	как мы	3	3
89	в этой	4	3
90	что это	2	3
91	не менее	10	2
92	связи с	3	2
93	об этом	6	2
94	по этому	2	2
95	между собой	2	2
96	жизни в	2	2
97	с другой	7	2
98	если он	2	2
99	прежде всего	11	2
100	дерева в	2	2
101	не что	2	2
102	что и	3	2
103	в целях	5	2
104	к ней	2	2
105	говорит о	2	2
106	это и	4	2
107	кроме того	4	2
108	и как	3	2
109	в ряд	3	2
110	самом же	2	2
111	то время	2	2
112	здесь в	5	2
113	для них	2	2
114	же деле	2	2
115	совершенно не	3	2
116	тем не	10	2
117	из этого	3	2
118	в виду	6	2
119	но она	3	2
120	все же	2	2
121	в своей	4	2
122	все в	3	2
123	вся эта	2	2
124	не к	2	2
125	том чтобы	2	2
126	дело не	3	2
127	будем здесь	2	2
128	не было	3	2
129	на самом	5	2
130	здесь мы	3	2
131	мы здесь	2	2
132	из которых	3	2
133	дерева и	2	2
134	и для	4	2
135	этого дерева	2	2
136	можно было	4	2
137	жизнь и	4	2
138	и то	2	2
139	которое в	2	2
140	с этим	4	2
141	и ее	4	2
142	что иное	2	2
143	во всем	2	2
144	в то	4	2
145	так чтобы	2	2
146	когда мы	5	2
147	в которой	2	2
148	есть в	7	2
149	иное как	2	2
