N	2gram	Trubetskoy_1	formyVre
1	и в	14	46
2	в этом	17	22
3	прежде всего	8	14
4	и т	3	14
5	только в	5	11
6	не только	9	11
7	во всех	5	11
8	во время	2	10
9	в том	17	10
10	как бы	4	10
11	точки зрения	11	10
12	но в	2	10
13	у него	2	9
14	не в	4	9
15	мы уже	2	9
16	вместе с	4	9
17	но и	10	9
18	и не	19	9
19	и для	6	9
20	связи с	3	8
21	как и	4	8
22	в его	4	8
23	жизни и	4	8
24	то же	11	8
25	того чтобы	8	8
26	для того	6	8
27	с точки	9	8
28	потому что	5	8
29	из них	3	8
30	всех этих	3	7
31	может быть	9	7
32	то что	13	7
33	и на	5	7
34	никогда не	5	6
35	и во	3	6
36	при этом	5	6
37	еще не	3	6
38	его в	4	6
39	все же	4	6
40	все это	6	6
41	и наконец	2	6
42	так как	4	6
43	и с	7	6
44	в частности	2	5
45	в своем	6	5
46	с этим	2	5
47	по существу	5	5
48	в то	10	5
49	но не	4	5
50	он не	5	5
51	в нем	5	5
52	что в	4	5
53	все эти	2	5
54	должно быть	3	5
55	место в	2	4
56	отнюдь не	7	4
57	жизни в	5	4
58	из этих	3	4
59	же время	10	4
60	с ним	2	4
61	том что	9	4
62	так что	2	4
63	что они	3	4
64	есть и	2	4
65	с другом	14	4
66	вопросу о	3	4
67	друг с	14	4
68	том же	2	4
69	в котором	2	4
70	в мире	4	4
71	конечно не	5	4
72	отношения к	2	4
73	а не	2	4
74	их в	2	4
75	к себе	2	4
76	в себе	9	4
77	о том	7	4
78	не было	3	3
79	себя и	5	3
80	все они	3	3
81	а следовательно	3	3
82	к тому	7	3
83	что он	6	3
84	следовательно и	2	3
85	и как	3	3
86	в борьбе	2	3
87	к вопросу	4	3
88	в качестве	3	3
89	в большинстве	3	3
90	для него	6	3
91	что и	3	3
92	ее в	2	3
93	целый ряд	2	3
94	таким образом	11	3
95	в совершенно	4	3
96	в их	4	3
97	уже не	2	3
98	того что	3	3
99	и даже	2	3
100	и по	3	3
101	а в	5	3
102	тем что	3	3
103	в другом	3	3
104	в этих	2	3
105	большинстве случаев	2	3
106	всю эту	2	2
107	только для	2	2
108	и более	2	2
109	и есть	2	2
110	друг другу	2	2
111	друг от	2	2
112	говорить о	3	2
113	что все	3	2
114	их не	2	2
115	по себе	2	2
116	или иной	5	2
117	именно в	3	2
118	в этой	4	2
119	с тем	6	2
120	все что	4	2
121	она не	2	2
122	было бы	5	2
123	и к	6	2
124	от друга	2	2
125	и о	2	2
126	и потому	3	2
127	если в	6	2
128	сих пор	5	2
129	этом случае	3	2
130	в некоторых	2	2
131	в корне	4	2
132	быть и	2	2
133	борьбе с	3	2
134	не может	22	2
135	и только	5	2
136	на земле	4	2
137	если не	2	2
138	и вот	2	2
139	лишь в	3	2
140	бы нас	2	2
141	так же	2	2
142	как на	8	2
143	в данном	7	2
144	но это	2	2
145	людей и	2	2
146	то в	3	2
147	и от	2	2
148	которой он	4	2
149	в конце	3	2
150	и должно	2	2
151	во всяком	9	2
152	до сих	5	2
