N	2gram	Medvedev_V_1	StatiiOP
1	и в	26	44
2	в том	15	36
3	и т	23	30
4	что в	10	30
5	том что	8	29
6	т д	14	21
7	в этом	26	21
8	вовсе не	3	19
9	то что	6	18
10	не только	25	18
11	было бы	7	17
12	а в	3	17
13	о том	10	17
14	и не	19	16
15	а не	7	16
16	т е	18	15
17	может быть	22	15
18	в области	2	14
19	можно было	2	13
20	не в	6	12
21	у нас	2	11
22	в этой	4	11
23	того чтобы	3	11
24	точки зрения	3	11
25	для того	3	10
26	что он	4	10
27	но и	10	10
28	но в	2	10
29	только в	7	10
30	с другой	11	9
31	если бы	3	9
32	в то	6	9
33	как и	7	9
34	того что	3	9
35	т п	9	9
36	также и	2	9
37	так и	5	9
38	в его	14	9
39	у пушкина	2	8
40	например в	3	8
41	во всех	6	8
42	все же	5	8
43	из них	9	8
44	не может	17	8
45	и его	6	8
46	это не	7	8
47	прежде всего	13	7
48	так например	2	7
49	по поводу	2	7
50	в самом	4	7
51	в статье	4	7
52	на эти	2	7
53	другой стороны	8	7
54	таким образом	31	7
55	этом отношении	13	7
56	сказать что	5	7
57	что они	3	7
58	из этих	7	6
59	для него	8	6
60	что и	3	6
61	в своей	4	6
62	именно в	2	6
63	хотя бы	19	6
64	не менее	2	5
65	никогда не	4	5
66	так же	3	5
67	вплоть до	2	5
68	что мы	2	5
69	в котором	3	5
70	в нем	6	5
71	в целом	4	5
72	жизни и	3	5
73	все это	10	5
74	то же	10	5
75	этой области	3	5
76	и даже	2	5
77	и по	3	5
78	в слове	3	5
79	в которых	3	5
80	могут быть	5	5
81	все эти	6	5
82	на вопрос	2	4
83	по словам	8	4
84	в частности	11	4
85	можно ли	2	4
86	что она	2	4
87	бы и	6	4
88	в ее	4	4
89	это и	6	4
90	же время	5	4
91	является не	4	4
92	том отношении	2	4
93	в качестве	11	4
94	того или	2	4
95	же и	2	4
96	как раз	3	4
97	как бы	5	4
98	даже не	2	4
99	не было	7	4
100	что у	2	4
101	заключается в	2	4
102	этот вопрос	3	4
103	как это	12	4
104	в которой	2	4
105	том как	3	4
106	эти вопросы	2	3
107	во время	3	3
108	по этому	9	3
109	тому что	6	3
110	не является	5	3
111	в конце	3	3
112	в каждом	2	3
113	об этом	9	3
114	же как	2	3
115	но не	2	3
116	еще не	2	3
117	п в	3	3
118	что не	3	3
119	и для	2	3
120	не по	2	3
121	в ней	2	3
122	даже в	5	3
123	должен быть	4	3
124	то это	2	3
125	отношению к	7	3
126	говорит о	7	3
127	по отношению	7	3
128	что для	3	3
129	с одной	2	3
130	что оно	3	3
131	но с	2	3
132	лишь в	2	3
133	должны быть	2	3
134	значит что	2	3
135	в чем	2	3
136	в результате	5	3
137	к сожалению	2	3
138	в другом	2	3
139	будто бы	2	3
140	между тем	5	3
141	с этим	3	3
142	произведения в	7	2
143	в представлении	2	2
144	может не	2	2
145	том числе	2	2
146	что все	3	2
147	что ни	2	2
148	бы не	2	2
149	а как	2	2
150	всех этих	2	2
151	пушкину и	2	2
152	даже и	3	2
153	в своем	8	2
154	как о	2	2
155	по крайней	2	2
156	представляет собою	11	2
157	нет никаких	2	2
158	крайней мере	2	2
159	ли не	2	2
160	по существу	3	2
161	чуть ли	2	2
162	говорит в	3	2
163	что при	2	2
164	ни один	7	2
165	она не	3	2
166	одной стороны	2	2
167	отношении что	2	2
168	между прочим	2	2
169	но для	2	2
170	и потому	2	2
171	если в	2	2
172	целого ряда	2	2
173	что нет	2	2
174	только у	2	2
175	я бы	2	2
176	никаких оснований	2	2
177	которые в	2	2
178	подчеркнуть что	2	2
179	и их	3	2
180	начиная с	2	2
181	еще и	2	2
182	в пользу	2	2
183	и у	2	2
184	ни одного	2	2
185	по его	2	2
186	другом месте	2	2
187	числе и	2	2
188	в своих	2	2
189	их в	6	2
190	у него	6	2
191	он не	2	2
192	в себе	6	2
193	нет ни	2	2
194	в сознании	4	2
195	говорить о	2	2
196	этому поводу	7	2
197	стороны в	2	2
198	его в	3	2
199	при помощи	3	2
200	только с	2	2
201	отметить что	2	2
202	говорит об	2	2
203	могло бы	2	2
204	мы имеем	3	2
205	е в	2	2
