N	2gram	Medvedev_F_1	Problema
1	и в	24	30
2	в своей	11	22
3	то что	8	18
4	не только	7	18
5	в этом	15	17
6	и даже	3	14
7	но и	7	13
8	таким образом	13	13
9	в том	6	12
10	в его	23	12
11	и не	20	12
12	в своем	11	11
13	точки зрения	16	10
14	в этой	6	10
15	все же	3	9
16	но в	5	9
17	только в	2	9
18	и все	6	9
19	вовсе не	10	8
20	с точки	13	8
21	никогда не	4	7
22	что он	3	7
23	у нас	5	7
24	как и	11	7
25	связи с	3	7
26	но не	3	7
27	может быть	14	7
28	вместе с	2	7
29	так и	18	7
30	в связи	4	7
31	не в	8	7
32	здесь не	3	7
33	в результате	2	7
34	с другой	5	6
35	прежде всего	22	6
36	уже не	2	6
37	и как	3	6
38	как бы	6	6
39	в нем	14	6
40	что и	2	6
41	и что	2	6
42	а в	6	6
43	и его	10	6
44	и на	8	6
45	его в	3	6
46	не менее	11	5
47	нисколько не	2	5
48	с тем	2	5
49	что в	4	5
50	в которой	4	5
51	так же	4	5
52	в самом	5	5
53	и их	10	5
54	еще в	2	5
55	не может	16	5
56	в году	2	5
57	а не	10	5
58	как раз	2	5
59	и с	8	5
60	в частности	4	4
61	отнюдь не	6	4
62	жизни в	2	4
63	как о	4	4
64	ни в	2	4
65	ясно что	3	4
66	но все	2	4
67	при этом	5	4
68	было бы	6	4
69	не так	2	4
70	и к	4	4
71	даже и	2	4
72	в себе	3	4
73	в то	9	4
74	учение о	4	3
75	в самой	2	3
76	всю свою	2	3
77	все время	2	3
78	именно в	8	3
79	в отношении	3	3
80	перейти к	2	3
81	все в	2	3
82	же в	3	3
83	в ее	8	3
84	нас не	2	3
85	еще не	6	3
86	одной стороны	4	3
87	он не	3	3
88	в новое	2	3
89	в настоящее	10	3
90	с одной	4	3
91	только и	4	3
92	того что	5	3
93	жизнь и	3	3
94	от этого	2	3
95	в ней	10	3
96	он в	2	3
97	настоящее время	10	3
98	с ним	2	3
99	в одном	2	3
100	мира в	2	3
101	прежде чем	2	2
102	и более	2	2
103	в них	3	2
104	хотя бы	5	2
105	как в	8	2
106	это не	2	2
107	с этой	4	2
108	раз и	2	2
109	один из	3	2
110	если он	3	2
111	была бы	2	2
112	значение и	3	2
113	по себе	5	2
114	со всей	3	2
115	здесь в	2	2
116	к тому	3	2
117	то же	10	2
118	как мы	5	2
119	по существу	2	2
120	в свою	8	2
121	до сих	6	2
122	со всеми	3	2
123	жизни и	7	2
124	на его	2	2
125	конечно не	4	2
126	но для	3	2
127	и является	2	2
128	всяком случае	4	2
129	отношению к	4	2
130	бы то	3	2
131	когда он	3	2
132	на него	2	2
133	и до	5	2
134	отношение к	3	2
135	по отношению	4	2
136	этот образ	2	2
137	или же	3	2
138	то ни	3	2
139	все эти	6	2
140	с помощью	3	2
141	мы не	3	2
142	они не	3	2
143	самом деле	6	2
144	в науке	2	2
145	его не	2	2
146	во всяком	4	2
147	между тем	2	2
148	как с	2	2
149	в области	3	2
150	ничего не	2	2
151	сих пор	6	2
