N	2gram	Vinokur_Vv_1	FransuaR
1	и в	27	56
2	в его	10	18
3	таким образом	19	17
4	все эти	3	15
5	в этом	34	14
6	в том	31	13
7	и его	5	12
8	в то	5	12
9	в этих	3	11
10	до конца	3	11
11	как бы	5	11
12	в них	4	11
13	то же	8	11
14	же время	5	10
15	еще не	4	10
16	и до	2	10
17	только в	13	9
18	в самом	12	9
19	но и	5	9
20	и не	13	9
21	том что	26	8
22	по своему	5	8
23	в сущности	3	8
24	не только	21	8
25	и др	2	8
26	в нем	13	8
27	во всех	2	8
28	сих пор	5	8
29	все это	6	8
30	и даже	5	8
31	до сих	5	8
32	и с	2	8
33	в частности	3	7
34	как мы	9	7
35	и на	3	7
36	прежде всего	8	6
37	вовсе не	6	6
38	в ее	11	6
39	в этой	3	6
40	языка и	12	6
41	в той	7	6
42	той же	4	6
43	потому что	14	6
44	точки зрения	7	6
45	связи с	3	6
46	но в	10	6
47	но не	7	5
48	никогда не	3	5
49	в отношении	2	5
50	ни с	2	5
51	как и	5	5
52	есть и	4	5
53	одним из	5	5
54	один из	6	5
55	мы видели	2	5
56	своего рода	3	5
57	что в	11	5
58	в результате	3	5
59	в области	4	5
60	времени и	4	4
61	что это	3	4
62	и ее	4	4
63	в себе	4	4
64	в качестве	7	4
65	например в	2	4
66	в ней	3	4
67	с одной	4	4
68	при этом	3	4
69	и других	3	4
70	того чтобы	21	4
71	в своих	2	4
72	во всем	2	4
73	о том	15	4
74	в особенности	4	4
75	так как	13	4
76	одна из	2	4
77	на рубеже	2	3
78	казалось бы	2	3
79	в своем	3	3
80	или меньшей	2	3
81	и был	2	3
82	как например	5	3
83	так что	5	3
84	большей или	2	3
85	в большей	7	3
86	языков и	2	3
87	может быть	24	3
88	не мог	2	3
89	одной из	3	3
90	а также	3	3
91	здесь нет	4	3
92	что и	3	3
93	то что	17	3
94	время в	2	3
95	в форме	2	3
96	в их	11	3
97	в связи	2	3
98	еще и	3	3
99	не просто	4	3
100	уже не	5	3
101	времени в	3	3
102	не в	8	3
103	другом месте	2	3
104	рядом с	2	3
105	сказать что	5	3
106	между тем	8	3
107	в другом	3	3
108	и т.д	4	3
109	его к	2	3
110	в известном	3	2
111	знания и	3	2
112	взгляде на	2	2
113	если бы	2	2
114	в виде	4	2
115	на котором	2	2
116	о них	2	2
117	с другой	8	2
118	это не	8	2
119	на языке	2	2
120	уже в	5	2
121	не как	3	2
122	как целое	3	2
123	в одном	4	2
124	языка а	2	2
125	это в	2	2
126	к этому	3	2
127	значение и	2	2
128	что он	4	2
129	бы и	2	2
130	можно сказать	3	2
131	так например	6	2
132	говорит о	3	2
133	и как	9	2
134	совсем не	3	2
135	две части	2	2
136	с их	5	2
137	одной стороны	4	2
138	было бы	5	2
139	и сам	2	2
140	из них	3	2
141	несмотря на	2	2
142	себе и	2	2
143	а в	5	2
144	в центре	4	2
145	хотя и	3	2
146	между ними	2	2
147	в котором	4	2
148	все же	8	2
149	в своей	4	2
150	вместе с	6	2
151	самом деле	6	2
152	дело не	3	2
153	был в	2	2
154	данном случае	5	2
155	что она	3	2
156	которые были	2	2
157	только на	3	2
158	но дело	3	2
159	другой стороны	5	2
160	так же	3	2
161	как раз	4	2
162	не может	13	2
163	них и	2	2
164	язык и	3	2
165	того как	3	2
166	в значительной	2	2
167	а не	3	2
168	для того	21	2
169	из которых	2	2
170	к нему	2	2
171	и для	4	2
172	с точки	2	2
173	его в	6	2
174	и те	2	2
175	мы не	2	2
176	в данном	11	2
177	и то	5	2
178	с этой	4	2
179	и совершенно	2	2
180	также и	16	2
181	в которых	6	2
182	и при	2	2
183	но с	4	2
184	культуры в	5	2
185	языка в	4	2
186	он и	2	2
187	дело в	3	2
188	с тем	6	2
189	не могли	2	2
190	языков в	3	2
