N	2gram	Tiupa_Lite_3	Hudozhes
1	и в	16	28
2	том что	8	19
3	в ее	5	18
4	и не	22	18
5	своего рода	10	16
6	в том	12	15
7	а не	12	14
8	не в	10	13
9	в этом	14	13
10	о том	6	12
11	как и	5	11
12	при этом	15	11
13	в его	6	11
14	не только	14	11
15	уже не	3	10
16	не случайно	3	10
17	но и	14	9
18	в себе	6	9
19	о чем	3	8
20	в жизни	8	8
21	что он	5	8
22	может быть	12	8
23	себя в	7	8
24	так и	9	8
25	между тем	3	8
26	я не	2	7
27	жизни в	4	7
28	к тому	6	7
29	в мире	16	7
30	в частности	11	7
31	отношению к	4	7
32	по отношению	4	7
33	тогда как	17	7
34	состоит в	6	7
35	как это	3	7
36	это не	5	6
37	можно сказать	2	6
38	то что	12	6
39	жизни и	3	6
40	в своей	7	6
41	если бы	2	6
42	то же	9	6
43	а в	5	6
44	в глазах	3	6
45	и с	2	6
46	тем что	2	6
47	для себя	2	6
48	в то	9	6
49	я и	10	6
50	с его	6	5
51	не менее	2	5
52	как бы	8	5
53	как в	5	5
54	с ее	3	5
55	в этой	8	5
56	что в	2	5
57	и сам	2	5
58	в самом	3	5
59	никогда не	4	5
60	в тексте	4	5
61	и его	6	5
62	жизни как	2	5
63	одно из	4	5
64	для него	2	5
65	бы и	3	4
66	своей жизни	2	4
67	то в	3	4
68	но не	4	4
69	в качестве	5	4
70	же время	7	4
71	для того	2	4
72	вслед за	3	4
73	что и	2	4
74	как раз	2	4
75	не может	8	4
76	человека в	2	4
77	того чтобы	2	4
78	подобно тому	2	4
79	как будто	4	4
80	только в	7	4
81	тому как	3	4
82	все время	3	3
83	с другой	6	3
84	в одном	4	3
85	к себе	8	3
86	личности в	3	3
87	прежде всего	3	3
88	в нем	2	3
89	и ее	2	3
90	в соответствии	3	3
91	всякий раз	2	3
92	самом деле	3	3
93	как о	2	3
94	еще не	6	3
95	одной стороны	4	3
96	было бы	2	3
97	несмотря на	2	3
98	раз в	2	3
99	все они	2	3
100	со стороны	7	3
101	всю ночь	2	3
102	не могу	2	3
103	с одной	4	3
104	едва ли	3	3
105	внимание на	2	3
106	так же	2	3
107	с ними	2	3
108	и на	2	3
109	соответствии с	5	3
110	на себя	2	3
111	что у	2	3
112	же самое	2	3
113	всего лишь	5	3
114	мы с	2	3
115	в основе	5	2
116	жизни не	2	2
117	место в	4	2
118	автора и	2	2
119	только для	3	2
120	себя и	2	2
121	отнюдь не	3	2
122	однако в	4	2
123	именно в	5	2
124	мире не	2	2
125	не как	2	2
126	автором и	2	2
127	со всей	2	2
128	или иной	2	2
129	не с	2	2
130	как мы	2	2
131	а по	2	2
132	в г	3	2
133	личности с	3	2
134	тому же	5	2
135	что я	5	2
136	художественного мышления	6	2
137	как у	4	2
138	перед жизнью	3	2
139	без другого	2	2
140	что не	2	2
141	и к	3	2
142	и а	3	2
143	я это	2	2
144	о нем	2	2
145	а также	4	2
146	я с	3	2
147	один из	2	2
148	оно не	2	2
149	все же	2	2
150	в первом	2	2
151	отношение к	2	2
152	во второй	2	2
153	из них	4	2
154	ни с	2	2
155	вместе с	5	2
156	данном случае	4	2
157	но еще	2	2
158	и тогда	2	2
159	как на	3	2
160	здесь не	2	2
161	еще и	2	2
162	о которой	2	2
163	лишь в	5	2
164	во втором	2	2
165	тем самым	7	2
166	в принципе	2	2
167	и для	4	2
168	с точки	3	2
169	той же	3	2
170	в данном	4	2
171	потому что	3	2
172	и об	2	2
173	точки зрения	7	2
174	в другом	6	2
175	и только	2	2
176	его в	2	2
177	ответственности перед	2	2
178	но в	3	2
