N	2gram	Vinokur_St_3	Marksizm
1	может быть	19	28
2	и пр	13	25
3	и в	25	19
4	как бы	6	19
5	и не	10	19
6	не может	7	18
7	точки зрения	7	17
8	то же	5	16
9	и его	3	16
10	как мы	2	15
11	в этом	24	15
12	таким образом	10	14
13	лишь в	4	14
14	в сущности	2	14
15	так сказать	2	14
16	не только	12	13
17	с точки	4	13
18	связи с	3	13
19	если бы	4	11
20	вовсе не	2	11
21	не в	6	10
22	но и	9	10
23	том что	15	10
24	так и	5	10
25	для него	3	9
26	как и	4	9
27	на почве	5	9
28	самом деле	2	9
29	а не	5	9
30	же время	3	8
31	не является	3	8
32	в то	7	8
33	с его	3	8
34	только в	6	8
35	никогда не	2	7
36	в связи	3	7
37	в том	20	7
38	но в	5	7
39	и более	3	7
40	прежде всего	10	7
41	одна из	2	7
42	в языке	8	7
43	и для	4	7
44	в смысле	4	6
45	к тому	2	6
46	ни в	5	6
47	в свою	2	6
48	в самом	2	6
49	между тем	6	6
50	во всех	2	6
51	для того	2	6
52	самого начала	2	5
53	или иной	2	5
54	к нему	4	5
55	в форме	2	5
56	в их	3	5
57	и на	6	5
58	и здесь	3	5
59	к этому	3	5
60	того же	2	5
61	в его	12	5
62	этого слова	2	5
63	все же	4	5
64	с самого	2	5
65	тем более	3	5
66	тому что	3	4
67	в отношении	2	4
68	это не	7	4
69	на то	5	4
70	то что	12	4
71	и тем	4	4
72	того что	5	4
73	сказать что	4	4
74	в русском	2	4
75	а как	4	4
76	как раз	3	4
77	что он	19	4
78	было бы	7	4
79	связь с	4	4
80	и ее	2	4
81	ничего не	4	4
82	каждый раз	2	3
83	в этих	11	3
84	в какой	3	3
85	с другой	5	3
86	в этой	14	3
87	одной стороны	3	3
88	в ней	4	3
89	в котором	5	3
90	в каком	4	3
91	а в	6	3
92	с этим	7	3
93	с одной	2	3
94	все эти	3	3
95	в другом	3	3
96	не имеет	2	3
97	не было	4	3
98	о том	8	3
99	так как	3	3
100	в устах	4	3
101	слово в	2	3
102	для его	2	3
103	не как	2	3
104	у нас	4	3
105	в качестве	4	3
106	связано с	5	3
107	до сих	2	3
108	еще не	2	3
109	одной из	2	3
110	он не	5	3
111	относится к	4	3
112	в своей	4	3
113	только что	2	3
114	на основе	2	3
115	той же	2	3
116	во всяком	4	3
117	могут быть	2	3
118	и это	5	3
119	сих пор	2	3
120	место в	6	2
121	связана с	4	2
122	уже в	3	2
123	все время	2	2
124	темы и	2	2
125	независимо от	5	2
126	что в	19	2
127	что это	16	2
128	все более	2	2
129	точку зрения	2	2
130	в одной	2	2
131	является как	2	2
132	его к	2	2
133	он был	3	2
134	нас не	2	2
135	что они	2	2
136	как о	2	2
137	до конца	3	2
138	не так	3	2
139	и у	2	2
140	всяком случае	4	2
141	в особенности	4	2
142	в системе	3	2
143	как на	6	2
144	и с	4	2
145	по крайней	4	2
146	он и	2	2
147	xix века	4	2
148	но как	2	2
149	в начале	4	2
150	то есть	2	2
151	но они	2	2
152	у него	9	2
153	в жизни	4	2
154	но не	2	2
155	этот тип	2	2
156	должен быть	2	2
157	крайней мере	4	2
158	и тогда	2	2
159	не на	2	2
160	а с	2	2
161	выражения как	2	2
162	что не	2	2
163	в речи	4	2
164	мы не	2	2
165	или в	2	2
166	слова как	2	2
167	тем что	19	2
168	в виде	3	2
169	более и	2	2
170	на протяжении	4	2
171	ответ на	5	2
172	это было	8	2
173	вместе с	2	2
