N	2gram	Tiupa_Lite_3	Myshleni
1	в том	12	28
2	и в	16	28
3	то что	12	28
4	в этом	14	27
5	того что	9	24
6	потому что	3	22
7	не может	8	19
8	том что	8	19
9	что он	5	18
10	только в	7	18
11	что в	2	17
12	не только	14	16
13	так же	2	15
14	может быть	12	13
15	точки зрения	7	13
16	и не	22	11
17	как бы	8	11
18	к тому	6	10
19	как мы	2	10
20	но и	14	10
21	по отношению	4	10
22	но не	4	10
23	отношению к	4	10
24	того чтобы	2	10
25	с точки	3	10
26	могли бы	2	9
27	было бы	2	9
28	никогда не	4	8
29	в самом	3	8
30	еще не	6	8
31	тем самым	7	8
32	для того	2	8
33	тем что	2	8
34	того же	2	7
35	если бы	2	7
36	в нем	2	7
37	отношение к	2	7
38	вместе с	5	7
39	то же	9	7
40	там где	3	7
41	и к	3	6
42	и как	3	6
43	для него	2	6
44	в то	9	6
45	же самое	2	6
46	его в	2	6
47	как и	5	6
48	можно сказать	2	6
49	к предмету	2	6
50	так и	9	6
51	как раз	2	6
52	в области	3	6
53	это не	5	5
54	вопрос о	2	5
55	и тем	3	5
56	и на	2	5
57	но в	3	5
58	то в	3	5
59	из того	2	5
60	в этой	8	5
61	я не	2	4
62	именно в	5	4
63	в частности	11	4
64	на то	2	4
65	не в	10	4
66	мы и	2	4
67	например в	3	4
68	нас к	2	4
69	к жизни	2	4
70	в первом	2	4
71	в качестве	5	4
72	оно не	2	4
73	что и	2	4
74	во всех	2	4
75	той же	3	4
76	в себе	6	4
77	в каждой	2	4
78	все время	3	3
79	а по	2	3
80	как это	3	3
81	всякий раз	2	3
82	до конца	4	3
83	при этом	15	3
84	на его	3	3
85	хотя и	4	3
86	в целом	5	3
87	как на	3	3
88	и только	2	3
89	этом отношении	5	3
90	во втором	2	3
91	в своих	2	3
92	в основе	5	3
93	по своей	3	3
94	с его	6	3
95	в случае	2	3
96	по себе	2	3
97	раз в	2	3
98	связи с	2	3
99	один из	2	3
100	в его	6	3
101	с ней	2	3
102	как в	5	3
103	а не	12	3
104	и его	6	3
105	представляет собой	2	3
106	не знает	2	3
107	отношения к	3	3
108	не менее	2	2
109	все более	2	2
110	с другой	6	2
111	с этой	2	2
112	в конце	2	2
113	прежде всего	3	2
114	самом деле	3	2
115	несмотря на	2	2
116	одним из	4	2
117	во второй	2	2
118	из них	4	2
119	другой стороны	2	2
120	о природе	2	2
121	и наконец	3	2
122	с ними	2	2
123	что у	2	2
124	состоит в	6	2
125	в одном	4	2
126	не с	2	2
127	у нас	2	2
128	по существу	4	2
129	более того	3	2
130	этот путь	2	2
131	как таковое	2	2
132	в своей	7	2
133	еще в	3	2
134	все же	2	2
135	когда он	2	2
136	ее в	2	2
137	внимание на	2	2
138	а и	2	2
139	а в	5	2
140	но с	2	2
141	в данном	4	2
142	оказывается не	2	2
143	что я	5	2
144	в другом	6	2
145	за ним	2	2
146	в совершенно	2	2
