N	2gram	Bakhtin_Fr_8	VerxiiNi
1	и в	56	26
2	таким образом	17	22
3	с тем	2	18
4	вместе с	2	15
5	в этом	14	15
6	точки зрения	6	13
7	как бы	11	12
8	в том	13	11
9	может быть	3	10
10	не только	8	10
11	и с	8	10
12	связи с	6	9
13	что в	5	9
14	но и	9	9
15	в области	5	9
16	так как	4	9
17	с другой	2	8
18	главным образом	3	8
19	но не	5	8
20	и не	9	8
21	том что	8	7
22	одной стороны	2	7
23	из них	2	7
24	к нему	2	7
25	то что	3	7
26	в эпоху	10	7
27	с одной	4	7
28	потому что	6	7
29	но в	6	7
30	и потому	4	6
31	несмотря на	2	6
32	что и	3	6
33	все же	2	6
34	так и	13	6
35	все это	8	6
36	в отношении	5	6
37	все эти	15	6
38	с точки	2	6
39	в себе	4	6
40	и т.д	3	6
41	о том	4	6
42	том числе	3	5
43	образом в	2	5
44	и к	4	5
45	до сих	8	5
46	одной из	3	5
47	в его	18	5
48	никогда не	5	5
49	сих пор	8	5
50	или менее	2	5
51	так же	2	5
52	а не	2	5
53	того чтобы	4	5
54	для того	2	5
55	и для	2	5
56	в мире	2	5
57	более или	2	5
58	в этих	11	4
59	что все	4	4
60	что он	2	4
61	в нем	8	4
62	числе и	2	4
63	из которых	2	4
64	в самом	9	4
65	в котором	2	4
66	целый ряд	2	4
67	не может	2	4
68	а в	2	4
69	то же	11	4
70	в которых	2	4
71	во время	5	4
72	в виде	2	4
73	он не	5	4
74	в то	12	4
75	только в	9	4
76	то есть	24	4
77	в этой	6	4
78	далеко не	2	4
79	и другие	5	3
80	что это	4	3
81	если бы	2	3
82	но по	4	3
83	к этому	2	3
84	можно сказать	2	3
85	для него	2	3
86	так что	3	3
87	и как	2	3
88	из всех	2	3
89	и при	2	3
90	в своем	3	3
91	в качестве	4	3
92	и о	3	3
93	к ним	2	3
94	душ и	2	3
95	к концу	2	3
96	когда он	2	3
97	в связи	3	3
98	при этом	4	3
99	но с	2	3
100	культуры и	2	3
101	уже не	3	3
102	в значительной	2	3
103	и даже	8	3
104	в которой	4	3
105	и те	2	3
106	с этой	2	3
107	в результате	5	3
108	что эти	2	3
109	в других	2	3
110	в одном	2	3
111	уже в	2	2
112	начиная с	2	2
113	с его	5	2
114	ни было	2	2
115	только не	2	2
116	пор еще	4	2
117	в них	11	2
118	не как	2	2
119	связанный с	2	2
120	в образе	3	2
121	прежде всего	6	2
122	а также	3	2
123	к его	3	2
124	и здесь	3	2
125	то ни	2	2
126	мы видели	5	2
127	для эпохи	2	2
128	по своему	8	2
129	же время	10	2
130	так например	2	2
131	похож на	2	2
132	еще не	10	2
133	конечно не	4	2
134	той или	2	2
135	один из	5	2
136	бы то	2	2
137	благодаря этому	2	2
138	во всех	8	2
139	в процессе	5	2
140	характер носят	3	2
141	связь с	3	2
142	грань между	2	2
143	не было	5	2
144	у всех	2	2
145	одним из	5	2
146	наконец в	4	2
147	с одним	2	2
148	и на	7	2
149	людей и	2	2
150	связан с	2	2
151	сказать что	3	2
152	не в	3	2
153	и наконец	3	2
154	народная культура	2	2
155	по своей	4	2
156	и все	6	2
157	очень много	2	2
158	не потому	2	2
159	в эту	2	2
160	к которому	3	2
161	между тем	3	2
