N	2gram	Voloshinov_1	Myshleni
1	в этом	9	29
2	точки зрения	8	28
3	и в	16	26
4	не только	7	24
5	то что	3	24
6	таким образом	9	23
7	с точки	6	21
8	в том	3	18
9	и не	4	18
10	том что	3	17
11	как и	2	15
12	так же	2	14
13	так как	4	14
14	как мы	4	14
15	с помощью	2	13
16	что в	3	12
17	вместе с	3	12
18	и его	8	12
19	но и	4	11
20	мысли и	4	11
21	не может	8	11
22	в развитии	2	10
23	по своему	2	9
24	в самом	2	9
25	по сравнению	3	9
26	что мы	2	9
27	же как	2	8
28	то же	2	8
29	ребенка и	3	8
30	сказать что	7	8
31	сравнению с	3	8
32	что он	2	8
33	ее в	2	8
34	только в	4	8
35	самого начала	4	7
36	прежде всего	9	7
37	с самого	4	7
38	может быть	17	7
39	и к	6	7
40	мы не	2	7
41	как бы	5	6
42	между собой	2	6
43	все что	4	6
44	было бы	2	6
45	во всех	3	6
46	все эти	5	6
47	самом деле	6	6
48	что это	2	6
49	с этой	2	5
50	можно сказать	4	5
51	и значение	3	5
52	и их	4	5
53	и с	8	5
54	в начале	2	5
55	как это	3	5
56	если мы	2	5
57	и для	2	5
58	не менее	2	4
59	не могут	2	4
60	никогда не	2	4
61	не можем	2	4
62	и наконец	4	4
63	в его	4	4
64	о том	2	4
65	но в	4	4
66	еще не	5	4
67	не есть	2	4
68	что оно	2	4
69	и только	9	4
70	едва ли	3	4
71	в области	3	4
72	учение о	3	3
73	для этого	2	3
74	все это	4	3
75	из этих	2	3
76	но это	2	3
77	есть в	2	3
78	момент в	2	3
79	для него	6	3
80	в основе	3	3
81	между ними	3	3
82	но мы	4	3
83	только и	2	3
84	и по	2	3
85	он не	2	3
86	нуждается в	5	3
87	мы уже	2	3
88	с ним	2	3
89	до сих	3	3
90	и о	2	3
91	в основном	3	3
92	и потому	3	3
93	в этот	2	3
94	нет и	2	3
95	что и	2	3
96	в своей	2	3
97	сих пор	3	3
98	так и	4	3
99	только на	3	3
100	на самом	4	3
101	мы видим	2	3
102	с другими	3	3
103	мы можем	9	3
104	в этой	4	3
105	в чем	5	3
106	себя и	2	2
107	в этих	3	2
108	что на	2	2
109	мы знаем	3	2
110	для нас	2	2
111	ни в	5	2
112	в большинстве	3	2
113	в конечном	3	2
114	один из	2	2
115	в нем	4	2
116	с ее	4	2
117	отношение к	5	2
118	за счет	2	2
119	отношения к	3	2
120	и других	2	2
121	а в	3	2
122	и есть	3	2
123	его в	4	2
124	большинстве случаев	3	2
125	во время	3	2
126	конечном счете	2	2
127	с этим	2	2
128	к этому	2	2
129	на этих	2	2
130	со всеми	2	2
131	совершенно не	8	2
132	находится в	2	2
133	во всей	2	2
134	и она	3	2
135	что не	2	2
136	во всяком	3	2
137	могут быть	3	2
138	и ее	4	2
139	ту же	2	2
