N	2gram	Potebnia_M_2	Myshleni
1	в том	18	28
2	и в	24	28
3	то что	20	28
4	в этом	8	27
5	того что	7	24
6	потому что	49	22
7	не может	12	19
8	том что	8	19
9	таким образом	11	18
10	что он	4	18
11	только в	11	18
12	что в	16	17
13	не только	15	16
14	так же	2	15
15	может быть	23	13
16	сказать что	2	13
17	тому что	2	11
18	и не	19	11
19	к другим	3	11
20	как бы	9	11
21	что мы	11	11
22	но и	9	10
23	от того	5	10
24	отношений между	3	10
25	по отношению	2	10
26	так как	10	10
27	но не	12	10
28	того чтобы	2	10
29	перехода от	2	9
30	могли бы	2	9
31	было бы	13	9
32	мы можем	12	9
33	никогда не	4	8
34	в самом	4	8
35	еще не	4	8
36	тем самым	4	8
37	для того	5	8
38	тем что	7	8
39	самого начала	2	7
40	того же	14	7
41	с самого	2	7
42	если бы	11	7
43	в нем	9	7
44	и других	2	7
45	что оно	4	7
46	мы видим	2	7
47	вместе с	11	7
48	то же	12	7
49	между ними	2	7
50	там где	4	7
51	в которой	5	7
52	так что	10	6
53	и как	6	6
54	и что	4	6
55	для него	10	6
56	к другой	2	6
57	не имеет	6	6
58	в то	6	6
59	когда мы	2	6
60	тогда когда	10	6
61	его в	3	6
62	как и	7	6
63	то время	4	6
64	так и	5	6
65	мы не	11	6
66	в чем	7	6
67	не могут	7	5
68	это не	3	5
69	вопрос о	2	5
70	и тем	3	5
71	языка и	3	5
72	время как	4	5
73	и на	8	5
74	и все	3	5
75	но в	4	5
76	что все	2	5
77	с тем	4	5
78	того как	7	5
79	могут быть	8	5
80	в нашем	2	4
81	на то	5	4
82	что на	3	4
83	мы знаем	2	4
84	не в	13	4
85	отношения между	2	4
86	на этом	2	4
87	но что	2	4
88	например в	3	4
89	но если	2	4
90	с этим	7	4
91	в состоянии	6	4
92	они не	4	4
93	друг друга	2	4
94	в мысли	5	4
95	и следовательно	2	4
96	мысли в	3	4
97	в сознании	23	4
98	заключить что	2	4
99	к другому	4	4
100	только тогда	3	4
101	одного и	6	4
102	относится к	3	4
103	оно не	3	4
104	что и	11	4
105	во всех	7	4
106	и того	6	4
107	ко всем	2	4
108	только по	3	4
109	той же	3	4
110	и то	3	4
111	связь между	2	4
112	в себе	10	4
113	зависит от	2	3
114	независимо от	9	3
115	оба эти	2	3
116	из этих	4	3
117	в каждом	2	3
118	как это	2	3
119	очевидно что	3	3
120	есть в	2	3
121	для одного	2	3
122	что с	2	3
123	в нашей	2	3
124	при этом	13	3
125	мог бы	3	3
126	и той	2	3
127	хотя и	3	3
128	по мере	5	3
129	но мы	3	3
130	в целом	3	3
131	как на	3	3
132	и только	6	3
133	те же	3	3
134	и по	2	3
135	образом в	4	3
136	и здесь	2	3
137	а это	2	3
138	бы в	2	3
139	нашей мысли	8	3
140	с его	2	3
141	как увидим	2	3
142	в них	5	3
143	связанные с	2	3
144	по себе	15	3
145	связи с	6	3
146	связано с	2	3
147	до сих	4	3
148	мы должны	2	3
149	один из	2	3
150	в его	2	3
151	сих пор	4	3
152	как в	10	3
153	одной и	2	3
154	в себя	2	3
155	а не	18	3
156	что такое	2	3
157	и его	2	3
158	восприятия и	2	3
159	чего не	2	3
160	отношении к	2	3
161	как оно	2	3
162	отношения к	2	3
163	не менее	5	2
164	на вопрос	3	2
165	но на	2	2
166	в этих	3	2
167	с другой	6	2
168	прежде всего	7	2
169	а только	8	2
170	от общего	2	2
171	для нас	31	2
172	но это	3	2
173	самом деле	2	2
174	и другое	4	2
175	имеет место	2	2
176	и от	3	2
177	в котором	4	2
178	из них	5	2
179	если мы	3	2
180	все это	2	2
181	другой стороны	2	2
182	в связи	2	2
183	мы говорим	3	2
184	образом мы	2	2
185	которых мы	3	2
186	все эти	2	2
187	но только	2	2
188	к таким	2	2
189	об одном	3	2
190	в других	4	2
191	с ними	3	2
192	мы называем	3	2
193	эти последние	2	2
194	но он	2	2
195	от него	4	2
196	что у	2	2
197	том смысле	4	2
198	с ним	5	2
199	том как	3	2
200	между двумя	6	2
201	состоит в	2	2
202	у него	2	2
203	в одном	6	2
204	этом смысле	2	2
205	не с	3	2
206	чем более	3	2
207	у нас	2	2
208	животных и	2	2
209	предмета и	4	2
210	входят в	3	2
211	в ряду	6	2
212	что если	6	2
213	другим и	3	2
214	этого слова	6	2
215	все же	5	2
216	внимание на	2	2
217	не на	2	2
218	а и	5	2
219	а в	8	2
220	на ней	3	2
221	только что	3	2
222	с другими	5	2
223	нас в	2	2
224	к которому	2	2
225	в другом	2	2
226	и вообще	3	2
227	к общему	4	2
228	что они	5	2
229	которое мы	3	2
