N	2gram	Trubetskoy_1	Myslijsy
1	потому что	9	52
2	то есть	2	42
3	и в	23	39
4	может быть	16	27
5	в том	30	26
6	только в	6	25
7	что в	8	22
8	не может	17	22
9	так как	7	21
10	не только	7	21
11	в нем	3	20
12	но и	9	20
13	и не	8	18
14	том что	19	16
15	так что	5	16
16	не в	8	15
17	в этом	12	15
18	если бы	8	14
19	отношению к	9	13
20	так и	10	13
21	по отношению	9	13
22	в себе	5	13
23	таким образом	31	13
24	было бы	3	12
25	а потому	5	10
26	не есть	2	10
27	то что	18	10
28	и что	8	10
29	для нас	3	9
30	как и	9	9
31	тогда когда	3	9
32	но в	4	9
33	но не	2	8
34	вместе с	6	8
35	того что	6	8
36	точки зрения	13	8
37	с другой	6	7
38	должно быть	4	7
39	в ней	3	7
40	в истории	3	7
41	с этим	11	7
42	должны быть	3	7
43	по его	2	7
44	это не	3	7
45	то и	2	7
46	в этих	3	7
47	не менее	7	6
48	независимо от	2	6
49	от нее	2	6
50	тем не	4	6
51	еще не	5	6
52	как бы	10	6
53	что и	7	6
54	все же	13	6
55	то же	4	6
56	при этом	9	6
57	и по	3	6
58	между собою	5	6
59	с тем	2	5
60	из себя	10	5
61	вовсе не	2	5
62	несмотря на	6	5
63	то в	2	5
64	и потому	3	5
65	что при	6	5
66	только тогда	2	5
67	в его	5	5
68	другой стороны	5	5
69	во всех	10	5
70	так же	8	5
71	а в	3	5
72	и для	6	5
73	во втором	2	5
74	друг друга	2	5
75	в таком	4	5
76	между тем	12	5
77	с в	3	5
78	если же	3	5
79	не могут	4	4
80	никогда не	4	4
81	при таком	2	4
82	тем самым	3	4
83	вопрос о	3	4
84	прежде всего	3	4
85	не более	2	4
86	в свою	2	4
87	мы видели	2	4
88	самого себя	4	4
89	от него	3	4
90	свою очередь	2	4
91	же время	2	4
92	для него	2	4
93	к тому	8	4
94	от того	3	4
95	в своих	2	4
96	не было	2	4
97	и других	2	4
98	из этих	8	4
99	во всем	3	4
100	в то	6	4
101	что мы	4	4
102	бы в	3	4
103	в самой	2	3
104	что это	5	3
105	тому что	2	3
106	в них	2	3
107	столь же	5	3
108	и от	5	3
109	и это	3	3
110	в жизни	3	3
111	что все	5	3
112	из одного	2	3
113	представить себе	2	3
114	о котором	7	3
115	в этой	6	3
116	вытекают из	2	3
117	в своем	10	3
118	очевидно что	3	3
119	того же	9	3
120	если мы	4	3
121	она не	2	3
122	одной стороны	2	3
123	и их	5	3
124	что если	3	3
125	для того	8	3
126	никто не	2	3
127	для себя	2	3
128	в состоянии	4	3
129	в мире	6	3
130	связи с	4	3
131	более как	2	3
132	в самом	8	3
133	на него	2	3
134	и без	5	3
135	что как	4	3
136	то ни	3	3
137	с одной	3	3
138	одной и	2	3
139	заключается в	2	3
140	не так	4	3
141	как на	4	3
142	что для	4	3
143	с ним	6	3
144	должна быть	5	3
145	в глазах	2	3
146	что по	3	3
147	и то	4	3
148	во внимание	2	3
149	во всяком	2	3
150	хотя и	4	3
151	одно из	3	3
152	он не	3	3
153	и при	6	3
154	в сознании	6	3
155	и вообще	3	3
156	с точки	8	3
157	мы должны	4	3
158	и все	7	3
159	а между	8	3
160	и с	5	3
161	но как	2	3
162	мы будем	3	2
163	но на	2	2
164	и более	2	2
165	только не	2	2
166	по этому	2	2
167	все они	5	2
168	каждое поколение	3	2
169	он должен	2	2
170	с этой	3	2
171	одного и	3	2
172	но тогда	3	2
173	но с	2	2
174	бы то	2	2
175	на все	5	2
176	на то	9	2
177	таким же	3	2
178	указывают на	3	2
179	но если	2	2
180	как мы	2	2
181	о которых	6	2
182	том и	2	2
183	ни было	2	2
184	жизни и	2	2
185	у нас	3	2
186	но все	5	2
187	не будет	5	2
188	чем в	3	2
189	все что	9	2
190	только то	2	2
191	и может	3	2
192	того чтобы	8	2
193	на себе	2	2
194	от друга	6	2
195	в сущности	2	2
196	между прочим	2	2
197	имеет место	2	2
198	и если	6	2
199	одним из	4	2
200	в виду	2	2
201	с ее	2	2
202	в целом	5	2
203	друг от	6	2
204	из этого	6	2
205	образом и	2	2
206	заключает в	2	2
207	что же	2	2
208	только при	2	2
209	в их	4	2
210	только что	3	2
211	тем более	3	2
212	для этого	7	2
213	ничего общего	3	2
214	и только	2	2
215	тогда как	6	2
216	в разных	3	2
217	и того	3	2
218	что оно	3	2
219	этот вопрос	2	2
220	из того	4	2
221	в народе	4	2
222	в одно	2	2
223	в течение	4	2
224	над всеми	2	2
225	различия в	3	2
226	ко всем	3	2
227	тем же	2	2
228	хотя бы	4	2
229	том же	4	2
230	к ним	2	2
231	в начале	2	2
232	как будто	5	2
233	все то	2	2
234	в один	2	2
235	все в	2	2
236	о том	7	2
237	при помощи	3	2
238	есть в	2	2
239	не потому	2	2
240	в которой	5	2
241	которые не	3	2
242	из него	2	2
243	мы можем	6	2
