N	2gram	Losev_Vlad_2	Istorich
1	и в	30	28
2	может быть	7	25
3	не может	9	15
4	а не	7	15
5	никогда не	7	14
6	для нас	7	13
7	мы должны	4	13
8	что в	12	12
9	то же	4	12
10	не только	12	12
11	только в	6	11
12	что он	13	10
13	все же	9	10
14	прежде всего	6	10
15	но и	8	10
16	мы не	2	10
17	и что	5	10
18	в том	18	9
19	о том	4	9
20	то что	20	9
21	и не	18	9
22	не в	9	9
23	так и	5	9
24	что это	4	8
25	таким образом	3	8
26	в этом	20	8
27	но в	8	8
28	в этих	4	7
29	это не	2	7
30	том что	12	7
31	здесь мы	3	7
32	было бы	9	7
33	в ней	4	7
34	а в	11	7
35	так же	4	7
36	не менее	7	6
37	к тому	2	6
38	тем не	6	6
39	это тоже	2	6
40	что и	3	6
41	в этой	4	6
42	его в	4	6
43	так как	5	6
44	вместе с	8	6
45	мы будем	3	5
46	по существу	3	5
47	в дальнейшем	5	5
48	более или	3	5
49	но не	3	5
50	или менее	3	5
51	в своем	8	5
52	можно было	2	5
53	их в	2	5
54	сказать что	11	5
55	в его	11	5
56	все это	5	4
57	с тем	2	4
58	связи с	8	4
59	на то	2	4
60	об этом	6	4
61	так что	5	4
62	но все	2	4
63	но это	4	4
64	даже в	2	4
65	другими словами	5	4
66	а именно	6	4
67	в связи	8	4
68	с этим	5	4
69	как и	5	4
70	того что	5	4
71	и даже	10	4
72	хотя бы	3	4
73	и для	3	4
74	и с	14	4
75	и на	4	4
76	потому что	9	4
77	как будто	2	4
78	все эти	5	4
79	здесь не	4	4
80	не то	3	4
81	мы знаем	4	4
82	я не	4	3
83	точно так	3	3
84	по себе	5	3
85	ему в	2	3
86	на котором	2	3
87	именно в	4	3
88	в начале	4	3
89	на этом	2	3
90	при этом	5	3
91	то время	6	3
92	наряду с	2	3
93	в котором	5	3
94	и по	2	3
95	то это	4	3
96	ли он	2	3
97	того как	2	3
98	в их	2	3
99	что же	8	3
100	уже не	3	3
101	и его	6	3
102	как мы	11	3
103	и он	4	3
104	как это	7	3
105	время как	2	3
106	также и	6	3
107	очень много	2	3
108	должен был	3	3
109	в то	9	3
110	на эту	2	3
111	будто бы	2	3
112	дело в	3	3
113	раз и	2	3
114	это за	2	3
115	здесь можно	2	2
116	всех этих	3	2
117	это время	4	2
118	отличие от	3	2
119	в частности	2	2
120	к этому	6	2
121	нисколько не	2	2
122	его и	2	2
123	и от	2	2
124	и потому	2	2
125	вовсе не	4	2
126	том чтобы	2	2
127	здесь в	2	2
128	у вас	2	2
129	увидим ниже	2	2
130	видно из	2	2
131	мы видели	2	2
132	и как	3	2
133	само по	2	2
134	для него	9	2
135	тот же	5	2
136	и часто	2	2
137	и мы	4	2
138	и если	4	2
139	что не	2	2
140	на первый	2	2
141	с ним	5	2
142	как бы	5	2
143	о нем	2	2
144	не вполне	2	2
145	еще в	2	2
146	а пока	2	2
147	в нем	4	2
148	это было	4	2
149	не есть	4	2
150	но уже	2	2
151	себя в	2	2
152	в целом	4	2
153	во всех	3	2
154	с ней	2	2
155	конечно не	4	2
156	со стороны	4	2
157	в очень	3	2
158	как в	3	2
159	не на	2	2
160	в отличие	3	2
161	отношения к	3	2
162	он не	4	2
163	в виде	3	2
164	еще и	6	2
165	и вот	3	2
166	там же	12	2
167	на этот	4	2
168	должно быть	3	2
169	и она	2	2
170	во многих	2	2
171	ничего не	2	2
172	нас в	2	2
173	однако в	2	2
174	можно назвать	2	2
175	в основном	5	2
176	в себе	6	2
177	что если	2	2
178	еще один	2	2
179	как он	2	2
180	из этого	5	2
181	мы сейчас	3	2
182	всякого рода	6	2
183	когда мы	3	2
184	в области	3	2
185	тогда когда	2	2
