N	2gram	Vygotskiy__3	Myslijsy
1	потому что	14	52
2	то есть	15	42
3	и в	38	39
4	может быть	19	27
5	в том	25	26
6	только в	4	25
7	что в	20	22
8	не может	7	22
9	а не	7	21
10	так как	6	21
11	не только	12	21
12	в нем	4	20
13	но и	5	20
14	и не	10	18
15	том что	14	16
16	так что	8	16
17	не в	12	15
18	в этом	13	15
19	если бы	14	14
20	чувства и	2	13
21	в себе	4	13
22	таким образом	12	13
23	было бы	12	12
24	есть только	2	11
25	мы не	5	10
26	что не	3	10
27	то что	35	10
28	как в	4	10
29	и что	18	10
30	для нас	8	9
31	как и	8	9
32	вместе и	2	9
33	тем что	3	9
34	но в	3	9
35	в одном	8	8
36	вместе с	5	8
37	со стороны	2	8
38	того что	4	8
39	точки зрения	16	8
40	с другой	7	7
41	в ней	15	7
42	в истории	2	7
43	в нас	4	7
44	с этим	8	7
45	по его	3	7
46	то и	3	7
47	в этих	2	7
48	и как	8	6
49	как бы	14	6
50	что и	4	6
51	все же	8	6
52	и т	14	6
53	бы не	3	6
54	то же	10	6
55	при этом	4	6
56	и по	2	6
57	того как	3	6
58	с тем	8	5
59	для всех	2	5
60	вовсе не	8	5
61	несмотря на	5	5
62	но это	3	5
63	в его	5	5
64	то это	2	5
65	другой стороны	5	5
66	во всех	4	5
67	не имеют	2	5
68	так же	2	5
69	а в	7	5
70	и для	4	5
71	мысль что	4	5
72	не имеет	6	5
73	и его	6	5
74	в таком	3	5
75	между тем	7	5
76	не могут	2	4
77	никогда не	4	4
78	согласно с	2	4
79	при таком	2	4
80	не более	2	4
81	в свою	4	4
82	мы видели	6	4
83	мы видим	12	4
84	свою очередь	2	4
85	для него	2	4
86	слов и	2	4
87	к тому	6	4
88	увидим что	9	4
89	в своих	4	4
90	т п	5	4
91	том смысле	2	4
92	т д	4	4
93	быть не	2	4
94	и даже	4	4
95	с но	2	4
96	говорит он	2	4
97	из этих	3	4
98	его мнению	2	4
99	в то	3	4
100	там где	6	4
101	бы в	3	4
102	на деле	4	4
103	только для	3	3
104	в самой	4	3
105	находятся в	2	3
106	что это	10	3
107	тому что	6	3
108	в них	3	3
109	столь же	2	3
110	и во	2	3
111	и это	8	3
112	что все	3	3
113	из одного	3	3
114	друг другу	2	3
115	показывает что	2	3
116	думать что	2	3
117	самого начала	6	3
118	о котором	5	3
119	так например	2	3
120	с самого	6	3
121	когда в	4	3
122	в этой	13	3
123	в своем	5	3
124	очевидно что	2	3
125	того же	3	3
126	если мы	6	3
127	мы увидим	12	3
128	она не	6	3
129	одной стороны	5	3
130	все более	2	3
131	в своей	5	3
132	что сам	2	3
133	что если	4	3
134	для того	8	3
135	и тем	3	3
136	не иначе	2	3
137	и той	2	3
138	в самом	25	3
139	были бы	3	3
140	развития и	2	3
141	по мнению	2	3
142	что как	3	3
143	с одной	6	3
144	одной и	2	3
145	заключается в	7	3
146	не мог	4	3
147	к этой	2	3
148	не так	3	3
149	как на	3	3
150	той же	2	3
151	с ним	2	3
152	должна быть	5	3
153	что по	3	3
154	и то	8	3
155	сказать что	4	3
156	во всяком	2	3
157	одно из	2	3
158	он не	6	3
159	с точки	9	3
160	могло бы	2	3
161	и все	10	3
162	с и	6	3
163	и другое	4	3
164	она может	3	3
165	том как	2	3
166	но как	2	3
167	могла бы	3	2
168	более и	2	2
169	и более	2	2
170	в полном	2	2
171	все они	2	2
172	но он	2	2
173	с этой	2	2
174	одного из	2	2
175	была бы	2	2
176	и вместе	2	2
177	не можем	4	2
178	что именно	2	2
179	на то	16	2
180	указывают на	2	2
181	но если	4	2
182	как мы	7	2
183	о которых	9	2
184	том и	2	2
185	же в	2	2
186	уже не	2	2
187	у нас	2	2
188	только то	2	2
189	и может	2	2
190	того чтобы	9	2
191	мы в	2	2
192	в сущности	10	2
193	могли бы	5	2
194	имеет место	2	2
195	и о	3	2
196	и если	6	2
197	никак не	7	2
198	и следовательно	2	2
199	к ней	2	2
200	в виду	4	2
201	иначе как	2	2
202	с ее	2	2
203	в целом	4	2
204	из этого	8	2
205	образом и	2	2
206	что же	2	2
207	только что	2	2
208	двух противоположных	5	2
209	для этого	2	2
210	не могла	2	2
211	и только	3	2
212	что оно	2	2
213	вытекает из	2	2
214	в течение	4	2
215	или в	5	2
216	хотя бы	2	2
217	к ним	3	2
218	его словам	2	2
219	заставляет нас	2	2
220	таком виде	2	2
221	что даже	2	2
222	как будто	4	2
223	все то	7	2
224	в один	3	2
225	его к	2	2
226	одним словом	2	2
227	о том	6	2
228	при помощи	4	2
229	и всегда	2	2
230	есть в	2	2
231	так сказать	5	2
232	которое мы	3	2
233	когда мы	2	2
234	заметить что	2	2
235	в которой	5	2
236	не могли	4	2
237	это будет	2	2
238	из него	4	2
239	и которые	3	2
240	мы можем	7	2
