N	2gram	Bakhtin_Fr_7	KulturaY
1	потому что	5	25
2	и в	41	23
3	не только	5	20
4	в том	11	19
5	в этом	15	18
6	и не	7	16
7	было бы	4	15
8	так как	3	15
9	может быть	4	15
10	точки зрения	5	14
11	все эти	13	12
12	том что	4	11
13	в области	2	11
14	но в	8	11
15	что в	9	10
16	а не	2	10
17	вовсе не	7	9
18	в сущности	4	9
19	то что	8	9
20	можно было	3	9
21	не может	3	9
22	прежде всего	11	8
23	не в	9	8
24	в качестве	9	8
25	уже не	2	8
26	с точки	3	8
27	что это	4	7
28	но и	9	7
29	с помощью	6	7
30	и с	4	7
31	это не	6	6
32	в этой	13	6
33	то же	13	6
34	слово это	2	6
35	и на	4	6
36	ту же	2	6
37	я не	3	5
38	что все	2	5
39	что он	3	5
40	по существу	8	5
41	тот же	2	5
42	еще не	2	5
43	несмотря на	3	5
44	в его	12	5
45	должен быть	2	5
46	вместе с	5	5
47	все это	10	5
48	таким образом	19	5
49	и вот	2	5
50	целый ряд	4	5
51	и то	2	5
52	во всяком	2	5
53	и здесь	4	5
54	только в	6	5
55	также и	2	5
56	мы имеем	2	5
57	в них	7	4
58	перед нами	2	4
59	к этому	5	4
60	к тому	2	4
61	ни в	6	4
62	но все	4	4
63	должно быть	4	4
64	своего рода	2	4
65	или в	2	4
66	хотя и	4	4
67	как бы	7	4
68	в нем	7	4
69	на этой	4	4
70	так же	5	4
71	в связи	2	4
72	не было	3	4
73	не имеет	3	4
74	в данном	2	4
75	в результате	2	4
76	в то	10	4
77	в конце	8	4
78	в особенности	2	4
79	ничего не	4	4
80	так и	10	4
81	на этом	5	3
82	уже в	5	3
83	у него	6	3
84	же время	9	3
85	а только	2	3
86	а также	2	3
87	же в	2	3
88	этой речи	2	3
89	но это	3	3
90	того же	3	3
91	до конца	2	3
92	в ней	5	3
93	он не	4	3
94	что и	5	3
95	в процессе	2	3
96	всего в	5	3
97	как в	5	3
98	в форме	3	3
99	с этим	2	3
100	этом отношении	2	3
101	не знает	3	3
102	именно в	2	3
103	как мы	11	3
104	того что	2	3
105	из которых	2	3
106	и по	3	3
107	а в	5	3
108	и его	9	3
109	конце концов	4	3
110	тем что	3	3
111	выражение в	3	3
112	и это	5	3
113	есть в	6	3
114	в виду	4	3
115	в отношении	3	2
116	это в	3	2
117	и есть	3	2
118	никогда не	2	2
119	что между	2	2
120	о котором	2	2
121	что у	3	2
122	оно не	2	2
123	и от	8	2
124	и все	14	2
125	и до	6	2
126	одного из	2	2
127	а следовательно	2	2
128	не просто	2	2
129	связанные с	3	2
130	не должно	3	2
131	в одну	4	2
132	его к	3	2
133	очень часто	3	2
134	следовательно и	2	2
135	и потому	3	2
136	свою очередь	3	2
137	а на	2	2
138	вся эта	2	2
139	в свою	3	2
140	после того	4	2
141	при этом	3	2
142	но есть	3	2
143	мы в	2	2
144	таким же	3	2
145	в свое	2	2
146	к нему	5	2
147	мы видели	5	2
148	в своей	3	2
149	на том	2	2
150	дело не	2	2
151	все они	6	2
152	в их	3	2
153	в своем	9	2
154	не на	3	2
155	того как	5	2
156	и для	5	2
157	на самом	2	2
158	как и	14	2
159	в году	5	2
160	в той	3	2
161	тем самым	3	2
162	свое время	2	2
163	и у	5	2
164	для этой	3	2
165	что значит	2	2
166	той же	3	2
167	рядом с	4	2
168	роль в	2	2
169	с ними	3	2
170	в которых	2	2
171	от этого	3	2
172	и еще	2	2
173	отсюда и	2	2
174	большинстве случаев	2	2
175	слов и	4	2
