N	2gram	Bakhtin_Fr_6	Formalny
1	и в	41	24
2	в его	7	23
3	прежде всего	10	22
4	и не	3	20
5	так и	5	18
6	не может	4	16
7	точки зрения	2	16
8	в этом	12	15
9	в нем	16	14
10	может быть	2	14
11	с точки	2	13
12	таким образом	17	13
13	в своем	5	11
14	как и	7	11
15	в своей	2	11
16	вовсе не	7	10
17	и их	3	10
18	то же	5	10
19	в ней	4	10
20	а не	2	10
21	и его	13	10
22	и потому	2	9
23	все это	11	9
24	в то	6	9
25	в ее	5	8
26	же время	5	8
27	именно в	4	8
28	то что	10	8
29	как в	4	8
30	лишь в	2	8
31	и на	9	8
32	не в	4	8
33	и с	16	8
34	должна быть	2	7
35	и от	4	7
36	до конца	2	7
37	не только	10	7
38	жизни и	3	7
39	но и	13	7
40	и все	9	6
41	было бы	3	6
42	в том	2	6
43	в этой	8	6
44	самом деле	4	6
45	до сих	3	6
46	как бы	7	6
47	сих пор	3	6
48	а в	4	6
49	все эти	11	6
50	как это	2	6
51	должен быть	2	5
52	в литературе	5	5
53	в искусстве	3	5
54	у нас	4	5
55	при этом	3	5
56	и др	10	5
57	во всех	17	5
58	в самом	10	5
59	и до	7	5
60	как мы	12	5
61	того что	3	5
62	с другой	4	5
63	но в	8	5
64	мы увидим	3	4
65	с его	5	4
66	в частности	2	4
67	никогда не	8	4
68	стороны и	2	4
69	с другими	3	4
70	для этого	2	4
71	одной стороны	4	4
72	конечно не	3	4
73	так же	5	4
74	что в	7	4
75	с одной	4	4
76	с этой	3	4
77	в истории	2	4
78	как о	2	4
79	отчасти и	2	4
80	но не	2	3
81	всех этих	2	3
82	связи с	2	3
83	борьба с	4	3
84	в них	7	3
85	на все	3	3
86	что он	6	3
87	с помощью	6	3
88	это и	2	3
89	и как	4	3
90	но это	3	3
91	в большинстве	4	3
92	со всеми	2	3
93	он не	2	3
94	один из	6	3
95	все же	4	3
96	и отчасти	2	3
97	значение в	2	3
98	в особенности	7	3
99	мы не	2	3
100	и наконец	4	3
101	и даже	4	3
102	между ними	3	3
103	от всех	2	3
104	более того	4	3
105	в основе	4	3
106	они не	3	3
107	как она	2	3
108	в себе	5	3
109	изобразительных искусств	2	3
110	так сказать	2	3
111	бы в	2	3
112	в области	2	3
113	говорит он	2	3
114	для глаза	2	2
115	и особенно	3	2
116	с этим	3	2
117	страх и	2	2
118	в одном	5	2
119	в году	6	2
120	здесь в	9	2
121	но эта	2	2
122	все время	4	2
123	нас не	3	2
124	мы видели	2	2
125	в предыдущей	2	2
126	литературы и	2	2
127	если мы	2	2
128	только в	3	2
129	одной из	3	2
130	этот образ	7	2
131	вполне понятно	2	2
132	на языке	3	2
133	как раз	2	2
134	в него	3	2
135	за пределы	2	2
136	еще в	5	2
137	вместе с	6	2
138	он в	2	2
139	не на	2	2
140	и что	5	2
141	литературе и	3	2
142	и те	2	2
143	в результате	4	2
144	между тем	2	2
145	и самый	3	2
146	влияние и	2	2
147	на его	2	2
148	они были	3	2
149	тех же	2	2
150	во всем	5	2
151	большинстве случаев	5	2
152	с ним	4	2
153	в эту	2	2
154	влияния на	2	2
155	мира в	2	2
