N	2gram	Vygotskiy__1	Istorich
1	и в	23	26
2	так как	7	18
3	никогда не	2	13
4	потому что	6	13
5	что в	14	12
6	таким образом	26	12
7	в том	24	12
8	и на	8	12
9	в этом	17	12
10	мы видели	2	11
11	может быть	14	11
12	с другой	10	10
13	том что	21	10
14	и не	9	10
15	не только	16	10
16	представление о	2	9
17	что он	7	9
18	но и	14	9
19	все же	3	8
20	вместе с	9	8
21	другой стороны	9	8
22	все эти	4	8
23	и это	3	8
24	превращается в	3	7
25	уже не	2	7
26	с одной	8	7
27	мы можем	6	7
28	одной стороны	9	7
29	и его	6	7
30	о том	6	7
31	но в	5	7
32	то что	17	6
33	ее в	2	6
34	как в	4	6
35	не может	12	6
36	в виде	2	6
37	связан с	5	6
38	и с	9	6
39	как он	3	6
40	мы не	7	6
41	за собой	2	5
42	и эти	2	5
43	как и	14	5
44	мы видим	4	5
45	показывают что	3	5
46	нас к	8	5
47	в его	14	5
48	так и	5	5
49	то же	8	5
50	и что	5	5
51	как это	2	5
52	тем что	6	5
53	в то	7	5
54	только в	6	5
55	там где	2	5
56	с тем	7	4
57	что между	2	4
58	из этих	3	4
59	прежде всего	10	4
60	с его	4	4
61	до сих	4	4
62	связано с	2	4
63	как бы	11	4
64	и тем	6	4
65	сих пор	4	4
66	что оно	3	4
67	как мы	5	4
68	одну из	4	4
69	связана с	2	3
70	и ее	7	3
71	независимо от	6	3
72	если бы	5	3
73	в частности	2	3
74	могут быть	3	3
75	в них	2	3
76	и от	3	3
77	в одном	4	3
78	к этому	4	3
79	вопрос о	7	3
80	на первый	2	3
81	не в	4	3
82	такой же	3	3
83	же как	6	3
84	в качестве	9	3
85	то время	5	3
86	тех случаях	2	3
87	она не	3	3
88	показывает что	3	3
89	главным образом	2	3
90	от того	6	3
91	почти всегда	2	3
92	эти три	2	3
93	один из	2	3
94	когда он	2	3
95	в своей	4	3
96	из этого	5	3
97	данном случае	2	3
98	что она	4	3
99	а в	2	3
100	при этом	4	3
101	и других	3	3
102	и вот	2	3
103	из которых	3	3
104	и наконец	2	3
105	вот почему	2	3
106	как на	4	3
107	время как	4	3
108	в своих	5	3
109	в данном	2	3
110	и то	3	3
111	их в	4	3
112	сказать что	11	3
113	приходит к	3	3
114	в себе	6	3
115	того как	2	3
116	от этого	2	3
117	с этой	6	2
118	перед нами	5	2
119	все время	6	2
120	о чем	2	2
121	и как	5	2
122	в этих	2	2
123	с собой	2	2
124	в своем	3	2
125	что у	2	2
126	влечет за	2	2
127	в одной	3	2
128	с этим	6	2
129	первый план	2	2
130	вовсе не	3	2
131	на то	5	2
132	можно сказать	5	2
133	к тому	4	2
134	по отношению	7	2
135	приводит нас	2	2
136	но все	2	2
137	что они	3	2
138	но не	4	2
139	так же	16	2
140	что мы	5	2
141	было бы	4	2
142	всяком случае	3	2
143	на эти	3	2
144	даже в	2	2
145	не могло	3	2
146	что эти	2	2
147	отношению к	7	2
148	не имеет	2	2
149	жизни и	2	2
150	ни в	4	2
151	и до	2	2
152	образом и	3	2
153	на него	2	2
154	целый ряд	4	2
155	то и	3	2
156	он не	5	2
157	только что	4	2
158	а с	4	2
159	должны были	3	2
160	мы находим	3	2
161	также не	2	2
162	тем самым	5	2
163	а не	3	2
164	того что	15	2
165	те кто	2	2
166	его не	3	2
167	и те	2	2
168	можно было	3	2
169	что этот	2	2
170	во всяком	3	2
171	говорит он	15	2
172	в которых	3	2
173	представляет собой	11	2
174	о котором	2	2
175	мы должны	5	2
176	зависимости от	2	2
177	в этой	7	2
178	ее на	4	2
179	что это	3	2
180	ничего не	3	2
