N	2gram	Losev_Prob_1	Formalny
1	и не	31	30
2	вовсе не	35	28
3	и в	32	27
4	может быть	14	25
5	не может	8	24
6	так и	12	21
7	и его	3	19
8	таким образом	6	18
9	в этом	19	18
10	а не	15	17
11	точки зрения	3	16
12	самом деле	6	16
13	и пр	4	15
14	в нем	13	15
15	то же	10	15
16	на самом	6	14
17	как и	3	14
18	с точки	3	14
19	не в	4	12
20	если бы	4	12
21	в самом	6	11
22	в жизни	3	11
23	и т	11	11
24	но и	9	10
25	не могут	2	10
26	в действительности	3	9
27	так как	11	9
28	как его	2	9
29	не только	17	9
30	так же	9	9
31	что в	12	8
32	ни в	7	8
33	при этом	6	8
34	как бы	14	8
35	отнюдь не	10	8
36	и все	7	8
37	то что	42	8
38	как раз	13	8
39	входит в	4	8
40	как мы	7	8
41	только в	7	8
42	не менее	19	7
43	в том	9	7
44	все это	7	7
45	потому что	16	7
46	в искусстве	3	7
47	в то	6	7
48	его в	6	7
49	между тем	2	7
50	с тем	5	7
51	для них	2	7
52	совершенно не	6	7
53	в его	6	7
54	если мы	11	7
55	все время	2	6
56	с другой	3	6
57	всяком случае	3	6
58	т д	10	6
59	все эти	8	6
60	но в	14	6
61	в литературе	4	6
62	что он	7	6
63	еще не	9	6
64	было бы	8	6
65	действительности и	5	6
66	в своей	8	6
67	хотя бы	3	6
68	и для	4	6
69	в данном	9	6
70	во всяком	7	6
71	и ее	8	6
72	вместе с	2	6
73	никогда не	7	5
74	в дальнейшем	4	5
75	что они	3	5
76	совсем не	4	5
77	того чтобы	9	5
78	не является	5	5
79	другой стороны	3	5
80	в результате	2	5
81	в истории	4	5
82	но не	9	5
83	и потому	2	5
84	что же	9	5
85	тому как	2	5
86	тем что	7	5
87	связи с	5	5
88	уже в	3	4
89	прежде всего	10	4
90	к тому	3	4
91	да и	3	4
92	следовательно и	2	4
93	и как	6	4
94	для того	8	4
95	же и	3	4
96	и является	7	4
97	данном случае	8	4
98	смысл и	3	4
99	в связи	4	4
100	от всех	2	4
101	в конкретном	2	4
102	но ведь	3	4
103	о том	11	4
104	как это	6	4
105	мы можем	4	4
106	по себе	15	4
107	не есть	29	4
108	в ее	3	4
109	том что	12	4
110	она не	2	4
111	как в	4	4
112	только на	4	4
113	мы не	2	4
114	могут быть	2	4
115	подобно тому	2	4
116	же как	2	3
117	что это	3	3
118	в этих	3	3
119	тому что	4	3
120	это не	6	3
121	в конце	6	3
122	можно сказать	5	3
123	для нас	5	3
124	мы и	4	3
125	того что	7	3
126	она есть	5	3
127	не о	2	3
128	в него	2	3
129	в виду	6	3
130	и тем	13	3
131	только то	4	3
132	и что	9	3
133	действительности в	3	3
134	в которых	3	3
135	и на	8	3
136	никак не	4	3
137	их в	4	3
138	сказать что	13	3
139	и с	2	3
140	и следовательно	3	3
141	он и	8	3
142	к его	2	3
143	в них	7	3
144	сливаются в	3	3
145	раз и	9	3
146	ясно что	3	3
147	у нас	14	3
148	литературы и	4	3
149	того же	3	3
150	же самое	9	3
151	мы уже	5	3
152	во всех	7	3
153	о нем	3	3
154	нет и	2	3
155	оно не	3	3
156	ее в	2	3
157	может и	3	3
158	уже не	3	3
159	не на	3	3
160	функции в	4	3
161	то он	2	3
162	в себе	15	3
163	друг другу	2	2
164	для этого	3	2
165	в отношении	3	2
166	вообще не	2	2
167	или иной	5	2
168	всех этих	7	2
169	его от	3	2
170	но это	8	2
171	в этой	10	2
172	является не	2	2
173	смысле слова	7	2
174	не можем	2	2
175	но для	3	2
176	и очень	2	2
177	но если	2	2
178	известной степени	2	2
179	не являются	5	2
180	в котором	5	2
181	учение о	3	2
182	от других	2	2
183	из них	3	2
184	для чего	2	2
185	что она	5	2
186	в своем	5	2
187	в нас	2	2
188	и только	4	2
189	в самой	3	2
190	именно на	3	2
191	ведь если	2	2
192	являются только	2	2
193	и даже	11	2
194	этого романа	2	2
195	действующих лиц	2	2
196	может иметь	2	2
197	знаем что	2	2
198	чем же	2	2
199	из этих	2	2
200	необходимо чтобы	3	2
201	как он	4	2
202	конце концов	4	2
203	совершенно неверно	2	2
204	том как	2	2
205	поэтому и	2	2
206	что ни	2	2
207	с его	2	2
208	нисколько не	3	2
209	сознания и	2	2
210	только не	3	2
211	этом смысле	6	2
212	однако в	2	2
213	не как	2	2
214	и во	3	2
215	предмета и	2	2
216	говорят о	2	2
217	говорить о	6	2
218	и притом	4	2
219	то в	5	2
220	мы увидим	3	2
221	мы должны	5	2
222	в целях	2	2
223	или на	3	2
224	в сущности	2	2
225	за пределы	6	2
226	не значит	2	2
227	сами по	3	2
228	тем не	18	2
229	но уже	5	2
230	ровно ничего	4	2
231	это только	2	2
232	здесь необходимо	4	2
233	то или	2	2
234	в таком	9	2
235	что этот	2	2
236	является в	2	2
237	в каком	3	2
238	и это	9	2
239	дело в	3	2
240	без всякой	2	2
241	самый факт	2	2
242	здесь не	7	2
243	в области	2	2
244	ничего не	10	2
245	в эту	2	2
