N	2gram	Losev_Dial_4	StatiiOP
1	и в	15	44
2	в том	11	36
3	и т	17	30
4	что в	7	30
5	том что	10	29
6	т д	15	21
7	в этом	11	21
8	вовсе не	6	19
9	то что	16	18
10	не только	8	18
11	было бы	9	17
12	о том	5	17
13	и не	30	16
14	а не	18	16
15	т е	46	15
16	может быть	17	15
17	в данном	3	14
18	в области	3	14
19	как в	3	13
20	не в	8	12
21	у нас	3	11
22	в этой	4	11
23	того чтобы	5	11
24	я думаю	2	11
25	точки зрения	14	11
26	ясно что	11	10
27	для того	5	10
28	что он	7	10
29	но и	4	10
30	но в	3	10
31	только в	7	10
32	в отношении	2	9
33	если бы	6	9
34	в то	6	9
35	как и	7	9
36	того что	13	9
37	также и	4	9
38	так и	5	9
39	в его	4	9
40	во всех	2	8
41	все же	2	8
42	из них	2	8
43	не может	11	8
44	и его	7	8
45	это не	12	8
46	с точки	9	8
47	я не	5	7
48	и об	3	7
49	прежде всего	11	7
50	в самом	2	7
51	другой стороны	2	7
52	таким образом	5	7
53	сказать что	6	7
54	что они	4	7
55	потому что	10	6
56	из этих	2	6
57	так что	6	6
58	но это	4	6
59	что и	6	6
60	в своей	3	6
61	со стороны	3	6
62	что же	2	6
63	именно в	5	6
64	во всяком	2	6
65	хотя бы	4	6
66	не менее	2	5
67	никогда не	2	5
68	так же	4	5
69	что мы	7	5
70	совершенно не	3	5
71	в котором	2	5
72	в нем	5	5
73	жизни и	4	5
74	все это	9	5
75	думаю что	2	5
76	той же	5	5
77	то же	9	5
78	и даже	6	5
79	и по	2	5
80	и то	3	5
81	тем что	2	5
82	могут быть	3	5
83	все эти	3	5
84	уже о	4	5
85	так как	14	5
86	что это	13	4
87	в частности	2	4
88	что она	5	4
89	представление о	2	4
90	вопрос о	2	4
91	мы находим	2	4
92	бы и	3	4
93	в ее	2	4
94	это и	9	4
95	же время	6	4
96	но все	2	4
97	тем более	6	4
98	и что	9	4
99	в качестве	2	4
100	никто не	2	4
101	того или	2	4
102	же и	2	4
103	как раз	4	4
104	но если	5	4
105	как бы	14	4
106	на то	5	4
107	даже не	2	4
108	не было	2	4
109	заключается в	2	4
110	не имеет	14	4
111	как будто	2	4
112	как это	2	4
113	в которой	2	4
114	том как	2	4
115	в основе	10	3
116	и с	4	3
117	с этой	2	3
118	и так	2	3
119	я уже	3	3
120	должна быть	7	3
121	же это	5	3
122	ни в	8	3
123	да и	2	3
124	об этом	3	3
125	то в	5	3
126	и без	2	3
127	еще не	4	3
128	что не	3	3
129	и для	5	3
130	общего с	3	3
131	не по	2	3
132	или иное	3	3
133	в ней	5	3
134	не значит	2	3
135	и тем	6	3
136	ни с	4	3
137	в истории	3	3
138	говорит о	3	3
139	а именно	6	3
140	ничего общего	4	3
141	и только	2	3
142	в виде	3	3
143	что оно	7	3
144	тем или	2	3
145	лишь в	2	3
146	должны быть	4	3
147	значит что	9	3
148	в чем	8	3
149	в результате	6	3
150	то или	3	3
151	в каком	5	3
152	ведь и	2	3
153	и вообще	7	3
154	с этим	3	3
155	что все	4	2
156	бы не	2	2
157	а как	2	2
158	нисколько не	2	2
159	и можно	5	2
160	при таком	2	2
161	даже и	3	2
162	имеет ничего	2	2
163	в своем	5	2
164	как о	2	2
165	и во	2	2
166	по крайней	7	2
167	не всегда	3	2
168	быть в	5	2
169	тут не	2	2
170	что на	2	2
171	крайней мере	7	2
172	есть в	4	2
173	при этом	2	2
174	быть и	3	2
175	случае не	2	2
176	ни один	2	2
177	что с	2	2
178	она не	4	2
179	но именно	2	2
180	в сущности	5	2
181	за пределы	3	2
182	совпадает с	2	2
183	но для	2	2
184	и потому	3	2
185	и уже	4	2
186	тем не	2	2
187	можно назвать	3	2
188	конечно не	2	2
189	отношения к	3	2
190	без всякого	2	2
191	и их	2	2
192	допустим что	2	2
193	и тогда	2	2
194	для этого	2	2
195	в свое	2	2
196	в пользу	2	2
197	тем самым	3	2
198	есть только	3	2
199	д и	3	2
200	мы не	9	2
201	или иначе	2	2
202	ничего не	17	2
203	что этот	2	2
204	думать что	2	2
205	от этого	3	2
206	ни на	6	2
207	что эта	2	2
208	в себе	8	2
209	нет ни	3	2
210	говорить о	11	2
211	что здесь	3	2
212	далее в	2	2
213	и все	11	2
214	при помощи	3	2
215	и это	8	2
216	а если	3	2
217	мы имеем	5	2
218	е в	2	2
219	не говорю	2	2
