N	2gram	Medvedev_F_2	Myslijsy
1	потому что	2	33
2	то что	6	29
3	может быть	23	26
4	таким образом	20	24
5	в том	11	23
6	и в	38	23
7	в этом	27	23
8	в слове	5	22
9	и не	20	18
10	что в	7	17
11	в языке	6	16
12	при этом	9	15
13	только в	6	15
14	как и	9	14
15	то же	6	14
16	того что	3	14
17	так как	4	14
18	если бы	5	13
19	том что	2	12
20	не было	6	12
21	а не	6	12
22	по себе	7	11
23	но и	13	11
24	не в	15	11
25	не может	14	11
26	не только	9	10
27	тем что	8	10
28	не есть	3	9
29	между тем	2	9
30	было бы	6	8
31	то это	3	8
32	мы не	3	8
33	сказать что	2	8
34	но в	4	8
35	с тем	11	7
36	что это	3	7
37	это не	2	7
38	в нем	13	7
39	что и	8	7
40	очевидно что	2	7
41	вовсе не	11	7
42	и т	14	7
43	могут быть	6	7
44	как в	4	7
45	мы говорим	4	7
46	с этим	5	7
47	независимо от	4	6
48	и к	4	6
49	для того	3	6
50	вместе с	6	6
51	тем и	2	6
52	что не	4	6
53	в которой	2	6
54	так и	8	6
55	уже в	2	5
56	значение слова	2	5
57	есть только	2	5
58	для него	7	5
59	хотя и	3	5
60	в его	10	5
61	как бы	4	5
62	к нему	3	5
63	слово есть	2	5
64	поэтического произведения	8	5
65	что же	5	5
66	все это	3	5
67	находится в	2	5
68	должно быть	2	5
69	а в	6	5
70	с ним	2	5
71	во всяком	5	5
72	говорить о	5	5
73	и то	2	5
74	слова и	7	5
75	так сказать	3	5
76	не имеет	2	5
77	не то	3	5
78	и более	2	4
79	и все	3	4
80	что он	5	4
81	на котором	2	4
82	и может	3	4
83	и о	2	4
84	в котором	2	4
85	сам по	3	4
86	и тем	2	4
87	между ними	2	4
88	а именно	2	4
89	только на	3	4
90	то и	3	4
91	и значением	3	4
92	слово в	2	4
93	в истории	6	4
94	в той	2	4
95	тем самым	2	4
96	того чтобы	3	4
97	хотя бы	6	4
98	с другими	10	4
99	в таком	2	4
100	точки зрения	8	4
101	т п	9	4
102	в то	5	4
103	если же	2	4
104	его в	3	4
105	и с	9	4
106	слова в	3	3
107	том случае	2	3
108	для создания	2	3
109	при помощи	2	3
110	все более	2	3
111	никогда не	2	3
112	связи с	13	3
113	в этих	2	3
114	с нею	2	3
115	именно в	5	3
116	но это	2	3
117	не будет	2	3
118	же время	5	3
119	кроме того	2	3
120	было в	2	3
121	к тому	4	3
122	например в	3	3
123	в самом	16	3
124	известной степени	4	3
125	языком и	2	3
126	мы в	2	3
127	в виду	2	3
128	всяком случае	5	3
129	и их	3	3
130	в процессе	9	3
131	со стороны	2	3
132	языка и	12	3
133	так в	3	3
134	и только	5	3
135	т д	5	3
136	все эти	6	3
137	и других	2	3
138	на самом	3	3
139	уже не	7	3
140	лишь в	7	3
141	самом деле	8	3
142	слово и	2	3
143	и по	2	3
144	с ними	2	3
145	и на	3	3
146	этот вопрос	2	3
147	и до	3	3
148	то в	2	3
149	их в	2	3
150	даже и	4	3
151	в искусстве	2	3
152	от одного	2	3
153	в поэзии	12	3
154	с точки	7	3
155	в первом	7	3
156	там где	4	3
157	и многие	2	2
158	не могут	7	2
159	самого начала	2	2
160	состоит в	2	2
161	и как	3	2
162	тому что	2	2
163	сами по	2	2
164	превращается в	2	2
165	столь же	2	2
166	с другой	3	2
167	оно не	4	2
168	не как	4	2
169	из этих	3	2
170	языка в	9	2
171	а как	3	2
172	значение и	3	2
173	для понимания	6	2
174	отношение к	2	2
175	что на	2	2
176	и здесь	3	2
177	в ее	2	2
178	было и	2	2
179	из этого	2	2
180	от него	2	2
181	явления и	2	2
182	равно как	2	2
183	в большинстве	4	2
184	она не	2	2
185	языка то	2	2
186	в сущности	4	2
187	значительной степени	3	2
188	к другим	2	2
189	в ней	6	2
190	он не	6	2
191	и др	3	2
192	даже в	2	2
193	один из	2	2
194	было говорить	2	2
195	и это	2	2
196	художественное произведение	2	2
197	даже не	2	2
198	и прежде	3	2
199	как она	2	2
200	и для	5	2
201	если мы	5	2
202	еще более	5	2
203	как мы	7	2
204	все содержание	2	2
205	и другое	2	2
206	до известной	3	2
207	именно на	3	2
208	и даже	4	2
209	не так	2	2
210	о языке	4	2
211	и его	21	2
212	в других	7	2
213	есть лишь	2	2
214	не следует	4	2
215	в первый	5	2
216	том смысле	3	2
217	к его	2	2
218	своем развитии	2	2
219	бы в	5	2
220	от его	2	2
221	большинстве случаев	3	2
222	быть и	3	2
223	в области	3	2
224	из него	2	2
225	это было	3	2
