N	2gram	Propp_Isto_3	Problemy
1	и не	12	31
2	и в	22	29
3	в его	3	24
4	может быть	11	24
5	а не	6	22
6	в этом	17	22
7	т е	16	21
8	в нем	9	19
9	точки зрения	2	19
10	не только	14	15
11	то что	7	15
12	но и	12	14
13	и его	4	14
14	то же	6	14
15	в пределах	4	13
16	уже не	7	13
17	как и	3	12
18	о себе	3	12
19	не может	4	12
20	таким образом	10	12
21	в одном	2	10
22	в то	2	10
23	только в	4	10
24	там где	7	10
25	это не	6	9
26	все же	5	9
27	но не	7	9
28	все эти	4	9
29	если бы	6	9
30	в своем	2	8
31	что он	9	8
32	что в	15	8
33	отношению к	2	8
34	по отношению	2	8
35	потому что	3	8
36	в том	9	8
37	прежде всего	3	7
38	вовсе не	2	7
39	том что	8	7
40	не в	4	7
41	она не	4	7
42	так и	2	7
43	и как	3	7
44	а в	6	7
45	и на	4	7
46	но в	10	7
47	в одной	3	6
48	в целом	3	6
49	к нему	5	6
50	одним из	4	6
51	что она	5	6
52	как в	2	6
53	так же	3	6
54	могут быть	5	6
55	его в	3	6
56	и потому	2	6
57	так как	7	6
58	и др	2	5
59	было бы	3	5
60	но все	2	5
61	еще не	10	5
62	и о	2	5
63	у него	3	5
64	он не	5	5
65	героя не	2	5
66	той же	2	5
67	на самом	2	5
68	во всяком	2	5
69	между тем	2	5
70	он и	3	5
71	и это	2	5
72	ничего не	6	5
73	превращается в	3	4
74	что было	2	4
75	что и	9	4
76	но это	3	4
77	и с	4	4
78	даже в	2	4
79	в свете	5	4
80	и т	16	4
81	и для	2	4
82	не было	2	4
83	тем что	4	4
84	как мы	8	4
85	они не	4	4
86	их в	3	4
87	в этой	5	4
88	я не	3	3
89	в другой	4	3
90	никогда не	3	3
91	в них	6	3
92	с другой	7	3
93	ни в	2	3
94	одна из	2	3
95	все что	3	3
96	не дает	2	3
97	ни один	2	3
98	и пр	11	3
99	всяком случае	2	3
100	себе и	2	3
101	в особом	2	3
102	другой стороны	7	3
103	например в	2	3
104	и у	3	3
105	друг друга	6	3
106	и здесь	7	3
107	сказать что	3	3
108	героя с	2	3
109	за ним	3	3
110	как будто	2	3
111	мы должны	7	3
112	далеко не	3	3
113	и уже	2	2
114	что герой	3	2
115	все время	2	2
116	всех этих	2	2
117	связи с	6	2
118	друг другу	2	2
119	его и	4	2
120	к более	2	2
121	но они	2	2
122	и от	3	2
123	он все	3	2
124	в жизни	2	2
125	вопрос о	2	2
126	и ее	3	2
127	и к	3	2
128	жизни и	2	2
129	же в	2	2
130	так что	5	2
131	мы видим	8	2
132	от них	3	2
133	при этом	2	2
134	есть и	5	2
135	на себя	2	2
136	со своими	2	2
137	они могут	2	2
138	как таковой	2	2
139	до сих	5	2
140	в котором	2	2
141	один из	5	2
142	на его	3	2
143	отношение к	4	2
144	сих пор	5	2
145	данном случае	3	2
146	мы уже	6	2
147	находится в	4	2
148	то и	6	2
149	и даже	2	2
150	здесь мы	5	2
151	и что	2	2
152	в данном	4	2
153	этот вопрос	2	2
154	в которых	2	2
155	в ней	2	2
156	но он	4	2
157	и есть	2	2
158	во все	2	2
159	его на	2	2
160	большинстве случаев	2	2
161	же не	2	2
162	с этим	8	2
163	выйти за	2	2
