N	2gram	Berdyaev_M_2	FransuaR
1	и в	46	41
2	во всех	2	17
3	в нем	22	16
4	и с	3	16
5	и его	5	13
6	но и	15	13
7	в этом	20	12
8	прежде всего	12	10
9	в самом	5	10
10	не только	18	10
11	так как	8	10
12	то что	5	10
13	и на	3	9
14	и все	5	9
15	о том	3	9
16	никогда не	18	8
17	в сущности	2	8
18	в этой	7	8
19	но в	10	8
20	у него	22	7
21	в них	3	7
22	том что	4	7
23	как бы	8	7
24	как и	13	7
25	что в	4	7
26	в его	5	7
27	в образе	3	6
28	что он	7	6
29	мы видим	2	6
30	один из	5	6
31	вместе с	2	6
32	также и	4	6
33	сказать что	3	6
34	то же	5	5
35	с его	4	5
36	так же	6	5
37	и он	11	5
38	так и	4	5
39	в своем	8	5
40	и что	2	5
41	той же	3	5
42	еще в	2	5
43	тем что	3	5
44	но он	11	5
45	в себе	10	5
46	во всем	5	5
47	что это	6	5
48	уже в	2	4
49	все время	2	4
50	та же	10	4
51	и от	3	4
52	он был	9	4
53	у нас	11	4
54	не в	9	4
55	все что	4	4
56	тот же	2	4
57	в ней	11	4
58	не может	15	4
59	как в	7	4
60	того чтобы	4	4
61	а в	2	4
62	в основе	2	4
63	с ним	3	4
64	мы увидим	2	3
65	он сам	6	3
66	в духе	5	3
67	на все	3	3
68	нас не	2	3
69	но это	8	3
70	есть в	3	3
71	как у	2	3
72	они и	4	3
73	до сих	3	3
74	они были	3	3
75	не мог	3	3
76	людей в	2	3
77	жизни и	6	3
78	связано с	3	3
79	сих пор	3	3
80	и для	7	3
81	и не	18	3
82	те же	5	3
83	они не	4	3
84	того что	6	3
85	что не	2	3
86	к нему	2	3
87	людей и	3	3
88	народа и	4	3
89	только в	3	3
90	только с	3	3
91	в чем	3	3
92	потому что	12	3
93	не был	2	2
94	мы еще	2	2
95	связана с	7	2
96	в этих	2	2
97	для этого	4	2
98	превращается в	2	2
99	и во	3	2
100	себе в	2	2
101	в конце	5	2
102	переходит в	8	2
103	а за	2	2
104	духа в	2	2
105	человека и	7	2
106	что все	5	2
107	в пределе	2	2
108	что человек	2	2
109	в том	3	2
110	это и	3	2
111	так что	2	2
112	связи с	2	2
113	что они	3	2
114	на этом	2	2
115	есть и	3	2
116	там и	6	2
117	до конца	4	2
118	и тот	2	2
119	может быть	21	2
120	в своей	5	2
121	хотя и	2	2
122	он не	10	2
123	и потому	7	2
124	должен быть	4	2
125	себя в	4	2
126	в центре	2	2
127	еще более	2	2
128	это все	2	2
129	но с	2	2
130	но эта	2	2
131	в народе	6	2
132	лишь в	2	2
133	а не	13	2
134	и те	2	2
135	к себе	2	2
136	то он	2	2
137	между тем	2	2
138	землю и	2	2
139	он в	3	2
140	точки зрения	2	2
141	на его	2	2
142	доходит до	6	2
143	в последней	2	2
144	как он	3	2
145	и этим	2	2
146	бы в	2	2
147	тогда когда	2	2
148	а для	2	2
