N	2gram	Propp_Russ_2	Myshleni
1	в том	22	28
2	и в	29	28
3	то что	5	28
4	в этом	11	27
5	того что	3	24
6	потому что	5	22
7	не может	5	19
8	том что	22	19
9	таким образом	6	18
10	что в	22	17
11	не только	10	16
12	так же	4	15
13	может быть	13	13
14	как бы	18	11
15	как мы	3	10
16	но и	8	10
17	так как	13	10
18	но не	5	10
19	того чтобы	6	10
20	между собой	2	9
21	было бы	3	9
22	никогда не	2	8
23	мы видели	7	8
24	еще не	6	8
25	для того	6	8
26	тем что	3	8
27	показывает что	8	7
28	и других	3	7
29	вместе с	6	7
30	то же	4	7
31	можно было	2	7
32	там где	2	7
33	в которой	2	7
34	же как	4	6
35	так что	4	6
36	и как	2	6
37	и что	5	6
38	с развитием	2	6
39	не имеет	3	6
40	в то	2	6
41	когда мы	2	6
42	тогда когда	4	6
43	его в	8	6
44	как и	11	6
45	то время	2	6
46	мы не	6	6
47	это не	5	5
48	вопрос о	4	5
49	в свете	3	5
50	и на	6	5
51	и все	4	5
52	но в	5	5
53	с тем	6	5
54	том же	4	5
55	того как	2	5
56	могут быть	2	5
57	в этой	3	5
58	именно в	4	4
59	что на	2	4
60	не в	4	4
61	на этом	3	4
62	переход от	2	4
63	нас к	3	4
64	но если	3	4
65	к жизни	5	4
66	с этим	2	4
67	друг друга	3	4
68	мы имеем	6	4
69	только тогда	3	4
70	в качестве	3	4
71	что при	2	4
72	что и	2	4
73	во всех	3	4
74	и то	2	4
75	связь между	2	4
76	из этих	2	3
77	совершенно очевидно	2	3
78	как это	4	3
79	очевидно что	2	3
80	есть в	2	3
81	что с	2	3
82	до конца	3	3
83	при этом	6	3
84	в их	2	3
85	и по	3	3
86	в своих	2	3
87	образом в	2	3
88	видели что	4	3
89	должен был	3	3
90	в них	4	3
91	связанные с	2	3
92	тем и	2	3
93	это и	2	3
94	связи с	2	3
95	связано с	2	3
96	один из	2	3
97	с ней	5	3
98	как в	7	3
99	а не	4	3
100	этот вопрос	2	3
101	представляет собой	2	3
102	как оно	2	3
103	представляют собой	7	3
104	не менее	2	2
105	и другие	14	2
106	в этих	3	2
107	для этого	5	2
108	с другой	2	2
109	с этой	2	2
110	это в	2	2
111	прежде всего	2	2
112	рассматривается как	2	2
113	для нас	6	2
114	в новой	2	2
115	что один	2	2
116	одним из	2	2
117	и от	3	2
118	в котором	3	2
119	из них	4	2
120	все это	10	2
121	где они	2	2
122	все эти	3	2
123	к таким	2	2
124	в других	15	2
125	в которых	4	2
126	но он	3	2
127	и там	3	2
128	если он	2	2
129	состоит в	15	2
130	представления о	2	2
131	не с	2	2
132	этом случае	6	2
133	у нас	4	2
134	по существу	4	2
135	чем в	2	2
136	она не	3	2
137	для объяснения	2	2
138	в своей	2	2
139	из этого	2	2
140	еще в	2	2
141	все же	2	2
142	ее в	8	2
143	а и	2	2
144	а в	9	2
145	у них	2	2
146	с другими	3	2
147	в данном	6	2
148	моментов в	2	2
149	за ним	3	2
