N	2gram	Nazirov_Tv_2	Problemy
1	и в	20	35
2	из подполья	6	35
3	как бы	11	31
4	и не	9	27
5	что он	6	24
6	в его	10	21
7	но в	4	19
8	не может	7	18
9	как и	6	18
10	в нем	3	16
11	то есть	5	16
12	то же	7	15
13	но и	8	14
14	для него	3	14
15	может быть	8	14
16	все это	6	14
17	и его	9	14
18	в этом	8	14
19	с другим	2	13
20	что я	2	13
21	он не	3	13
22	у достоевского	30	12
23	прежде всего	8	12
24	и с	8	12
25	в то	10	11
26	а я	2	10
27	не в	4	10
28	самом деле	2	10
29	же время	7	10
30	не только	13	10
31	то что	3	10
32	героя и	2	10
33	я не	2	8
34	так и	6	8
35	потому что	7	8
36	все же	5	8
37	и сам	5	7
38	настасьи филипповны	4	7
39	так же	5	7
40	а в	4	7
41	и наконец	2	7
42	творчестве достоевского	4	7
43	с ним	3	7
44	вовсе не	2	7
45	еще не	5	7
46	отношению к	3	7
47	в виде	2	7
48	таким образом	10	7
49	он сам	3	6
50	что в	7	6
51	но это	5	6
52	что они	4	6
53	и что	2	6
54	в самом	3	6
55	что у	4	6
56	и на	5	6
57	в одном	2	6
58	но не	5	6
59	по отношению	3	6
60	в плане	3	6
61	только в	2	6
62	в конце	6	5
63	в том	8	5
64	так что	2	5
65	и даже	5	5
66	с ними	2	5
67	в романах	13	5
68	на него	2	5
69	к самому	2	5
70	как в	4	5
71	героя в	4	5
72	в себе	3	5
73	и это	3	5
74	настасья филипповна	4	5
75	все время	2	4
76	никогда не	11	4
77	романах достоевского	13	4
78	с другой	2	4
79	в такой	2	4
80	но зато	3	4
81	в мире	5	4
82	на его	4	4
83	всяком случае	2	4
84	рядом с	2	4
85	между тем	3	4
86	его в	3	4
87	так как	3	4
88	я бы	3	4
89	у него	6	4
90	ивана карамазова	8	4
91	нет и	2	4
92	в своей	6	4
93	а не	6	4
94	что не	3	4
95	и у	2	4
96	и без	2	4
97	во всяком	2	4
98	тем что	3	4
99	в творчестве	5	4
100	в чем	4	4
101	же не	2	4
102	за собой	4	3
103	уже в	2	3
104	и вдруг	2	3
105	мире достоевского	3	3
106	и от	4	3
107	такой же	2	3
108	в братьях	6	3
109	тому же	2	3
110	в целом	6	3
111	из них	2	3
112	другой стороны	2	3
113	его и	2	3
114	в одной	3	3
115	все эти	4	3
116	братьях карамазовых	7	3
117	это не	7	3
118	говорить о	2	3
119	в начале	3	3
120	в котором	3	3
121	в ее	2	3
122	том что	4	3
123	достоевского нет	3	3
124	достоевского это	3	3
125	достоевского в	9	3
126	героев достоевского	5	3
127	когда он	4	3
128	а с	3	3
129	сводится к	2	3
130	уже не	3	3
131	которой он	2	3
132	только с	2	3
133	ничего не	4	3
134	так сказать	2	2
135	не менее	2	2
136	в душе	4	2
137	в роман	2	2
138	это уже	2	2
139	с этой	3	2
140	не знал	2	2
141	что на	2	2
142	что его	2	2
143	в дальнейшем	4	2
144	при этом	8	2
145	например в	5	2
146	всегда с	2	2
147	хотя и	4	2
148	достоевского и	2	2
149	но эта	2	2
150	и по	2	2
151	особенно в	2	2
152	в которых	3	2
153	их в	2	2
154	для достоевского	2	2
155	проникает в	2	2
156	но ведь	2	2
157	о том	5	2
158	и лишь	2	2
159	в этот	2	2
160	несколько раз	3	2
161	а затем	3	2
162	достоевского как	8	2
163	и отчасти	3	2
164	одной из	3	2
165	в произведениях	2	2
166	друг друга	2	2
167	но уже	3	2
168	себя в	2	2
169	своего рода	3	2
170	вместе с	3	2
171	но эти	2	2
172	приводит к	2	2
173	так в	2	2
174	в отличие	2	2
175	бы не	2	2
176	в силах	2	2
177	на этот	2	2
178	и он	2	2
179	иван карамазов	7	2
180	в которой	2	2
181	с другими	2	2
182	в рассказе	3	2
183	не случайно	2	2
184	в записках	3	2
185	и вообще	2	2
186	из этого	2	2
187	отличие от	2	2
188	произведениях достоевского	2	2
189	братьев карамазовых	4	2
