N	2gram	Potebnia_M_3	Istorich
1	и т	5	27
2	и в	30	26
3	т д	3	24
4	так же	3	18
5	то что	18	16
6	не только	21	15
7	что в	17	14
8	может быть	28	14
9	но и	19	12
10	связь с	3	12
11	что он	6	10
12	показывает что	2	10
13	так и	11	10
14	таким образом	14	10
15	и его	4	10
16	что и	13	9
17	все же	2	9
18	и не	15	9
19	его в	3	9
20	так как	13	9
21	то же	23	8
22	а в	12	8
23	во время	2	7
24	об этом	2	7
25	как и	10	7
26	он не	4	7
27	как в	10	7
28	их в	2	7
29	в этом	10	7
30	не всегда	2	6
31	мы видим	2	6
32	что они	2	6
33	еще не	5	6
34	мы видели	4	6
35	вместе с	12	6
36	не может	6	6
37	а не	15	6
38	к нему	3	6
39	и то	8	6
40	потому что	46	6
41	мы можем	3	6
42	могут быть	3	6
43	у него	2	5
44	и как	5	5
45	точно так	12	5
46	в одном	2	5
47	к этому	3	5
48	это и	2	5
49	но все	2	5
50	в силу	3	5
51	но не	7	5
52	в его	4	5
53	мы уже	2	5
54	до сих	3	5
55	то это	6	5
56	сих пор	3	5
57	как мы	7	5
58	и что	10	5
59	уже не	6	5
60	и по	4	5
61	не в	15	5
62	и с	2	5
63	тем что	7	5
64	мы должны	4	5
65	с другой	7	4
66	вовсе не	7	4
67	такое же	3	4
68	все что	4	4
69	указывает на	6	4
70	в своей	2	4
71	даже в	2	4
72	другой стороны	4	4
73	так в	2	4
74	тогда как	2	4
75	того как	4	4
76	и даже	2	4
77	дает нам	3	4
78	в которых	2	4
79	о том	2	4
80	прибавить что	3	4
81	только что	8	3
82	перед нами	2	3
83	что ни	2	3
84	из этих	9	3
85	в образе	3	3
86	к своему	2	3
87	на котором	2	3
88	же в	2	3
89	для нас	20	3
90	в том	32	3
91	том что	18	3
92	его к	2	3
93	но это	6	3
94	и при	4	3
95	при этом	3	3
96	она не	2	3
97	и если	2	3
98	например в	6	3
99	на его	2	3
100	относится к	4	3
101	как бы	3	3
102	на то	2	3
103	но мы	2	3
104	на него	3	3
105	что она	3	3
106	только тогда	9	3
107	или же	4	3
108	те же	6	3
109	не имеет	6	3
110	есть только	5	3
111	или в	3	3
112	связи с	2	3
113	что мы	8	3
114	только в	21	3
115	что эта	2	3
116	там где	3	3
117	уже в	5	2
118	не могут	5	2
119	с тем	7	2
120	не менее	5	2
121	и есть	3	2
122	смысле этого	7	2
123	бы мы	2	2
124	в своем	5	2
125	с этим	6	2
126	и все	3	2
127	этого не	3	2
128	а как	2	2
129	в некотором	2	2
130	по себе	16	2
131	и тем	5	2
132	тем не	3	2
133	ни в	2	2
134	так что	7	2
135	что я	5	2
136	есть в	3	2
137	от него	2	2
138	от них	2	2
139	не дает	2	2
140	и тот	2	2
141	было бы	9	2
142	том как	3	2
143	если бы	12	2
144	или на	2	2
145	ему в	2	2
146	он говорит	2	2
147	в нем	9	2
148	не есть	17	2
149	в целом	3	2
150	не к	4	2
151	в свой	2	2
152	отношение к	2	2
153	из них	6	2
154	выше мы	2	2
155	от того	8	2
156	в форме	2	2
157	все это	4	2
158	что это	4	2
159	в языке	7	2
160	что есть	2	2
161	связь между	2	2
162	в других	2	2
163	и наоборот	4	2
164	этой стороны	2	2
165	того что	18	2
166	на которой	3	2
167	тут же	2	2
168	и на	3	2
169	с этой	2	2
170	сказать что	5	2
171	в виде	2	2
172	его с	2	2
173	в себе	16	2
174	в этой	2	2
175	на это	4	2
176	сливается с	2	2
177	но этот	2	2
178	этого слова	11	2
179	в области	2	2
180	так например	2	2
