N	2gram	Savitsky_E_1	Psycholo
1	то что	6	32
2	и в	37	31
3	в том	11	30
4	то есть	6	26
5	что в	21	23
6	может быть	6	22
7	таким образом	2	20
8	при помощи	2	20
9	так как	7	18
10	не может	9	17
11	как и	7	16
12	том что	6	16
13	и не	14	16
14	точки зрения	23	15
15	только в	9	14
16	а не	2	13
17	не только	18	13
18	что и	3	13
19	так же	9	12
20	мы не	4	12
21	в этом	12	12
22	в самом	4	11
23	могут быть	2	11
24	не в	5	11
25	в области	11	11
26	на то	6	10
27	того что	7	10
28	потому что	3	10
29	по себе	4	9
30	как в	3	9
31	никогда не	3	8
32	вместе с	2	8
33	и что	2	8
34	во всяком	3	8
35	есть в	2	7
36	на основании	2	7
37	заключается в	2	7
38	того чтобы	6	7
39	сказать что	4	7
40	о том	3	7
41	что это	2	6
42	вовсе не	6	6
43	очевидно что	3	6
44	одной стороны	8	6
45	было бы	8	6
46	если бы	2	6
47	вслед за	6	6
48	всяком случае	3	6
49	отнюдь не	9	6
50	целый ряд	2	6
51	а в	2	6
52	для того	6	6
53	и даже	6	6
54	в психологии	3	6
55	в его	2	6
56	само по	4	5
57	и все	2	5
58	тогда когда	2	5
59	этой точки	5	5
60	не является	3	5
61	в ее	8	5
62	мы видим	2	5
63	с одной	8	5
64	для нас	4	5
65	она не	2	5
66	несмотря на	4	5
67	в какой	2	5
68	как бы	6	5
69	в процессе	4	5
70	другой стороны	2	5
71	и для	3	5
72	то же	15	5
73	с и	10	5
74	с другой	7	5
75	иначе говоря	2	5
76	в то	16	5
77	как будто	2	5
78	утверждать что	2	5
79	к тому	8	4
80	в котором	2	4
81	прежде всего	9	4
82	столь же	5	4
83	в себе	9	4
84	же как	5	4
85	и если	2	4
86	точка зрения	2	4
87	в этих	2	4
88	со стороны	5	4
89	в своих	2	4
90	с этой	6	4
91	в результате	3	4
92	мы можем	3	4
93	там где	3	4
94	между тем	8	4
95	как это	4	4
96	не могут	2	3
97	как на	3	3
98	с тем	3	3
99	в частности	5	3
100	к которым	5	3
101	в своем	14	3
102	с в	2	3
103	что все	2	3
104	представление о	2	3
105	должна быть	2	3
106	совершенно очевидно	2	3
107	вопрос о	4	3
108	стороны и	6	3
109	и к	3	3
110	что на	2	3
111	в силу	2	3
112	не будет	3	3
113	но не	5	3
114	не можем	2	3
115	в этой	2	3
116	хотя и	2	3
117	он не	2	3
118	себе не	3	3
119	не есть	2	3
120	жизни и	2	3
121	в своей	8	3
122	так и	10	3
123	тому чтобы	2	3
124	и других	2	3
125	и по	5	3
126	в таком	3	3
127	в которых	3	3
128	и только	3	3
129	с этим	2	3
130	что эти	2	3
131	но в	14	3
132	т е	9	3
133	ее от	2	3
134	в известном	3	2
135	такой же	2	2
136	уже и	3	2
137	независимо от	4	2
138	этом смысле	3	2
139	в другой	2	2
140	можно ли	3	2
141	главным образом	2	2
142	и как	2	2
143	но даже	4	2
144	в них	3	2
145	не означает	2	2
146	имеет в	2	2
147	и во	2	2
148	и от	3	2
149	на долю	3	2
150	в применении	3	2
151	и теперь	2	2
152	и ту	2	2
153	есть не	2	2
154	она в	3	2
155	есть ли	2	2
156	из всех	3	2
157	и сейчас	2	2
158	и потому	5	2
159	представляет собой	3	2
160	в известных	2	2
161	в качестве	14	2
162	того же	3	2
163	не дает	3	2
164	ли это	3	2
165	ту или	3	2
166	совершенно прав	2	2
167	имеет место	2	2
168	далеко не	2	2
169	даже в	4	2
170	и тем	3	2
171	мы видели	3	2
172	из них	3	2
173	когда он	3	2
174	в масштабе	2	2
175	но и	14	2
176	говорит о	3	2
177	что же	2	2
178	как мы	5	2
179	и таким	2	2
180	этом отношении	3	2
181	идет о	3	2
182	применении к	3	2
183	на основе	2	2
184	тем самым	5	2
185	к нему	2	2
186	поскольку она	2	2
187	с точки	17	2
188	отметить что	3	2
189	к ним	3	2
190	бы ни	3	2
191	и с	2	2
192	в каком	4	2
193	бы и	3	2
194	но как	2	2
195	и то	2	2
196	бы в	2	2
197	одном из	2	2
198	в одном	2	2
199	и поэтому	2	2
