N	2gram	Ircho_Kome_1	Problema
1	то что	2	38
2	и не	8	37
3	вовсе не	2	37
4	и в	22	35
5	не только	10	24
6	том что	12	19
7	о том	8	18
8	может быть	9	18
9	у нас	3	18
10	в этом	3	17
11	но и	11	16
12	такого рода	6	15
13	только в	3	14
14	не менее	3	13
15	потому что	5	13
16	во всяком	2	13
17	не может	2	13
18	тем не	2	12
19	в том	11	12
20	что в	6	11
21	прежде всего	5	11
22	и даже	5	11
23	всяком случае	2	10
24	и с	3	10
25	еще не	2	10
26	да и	3	10
27	ничего не	3	10
28	в этой	7	9
29	едва ли	7	9
30	для себя	2	9
31	было бы	2	8
32	ясно что	4	8
33	как раз	3	8
34	все же	3	8
35	казалось бы	3	7
36	в конце	6	7
37	совсем не	2	7
38	в его	5	7
39	конце концов	4	7
40	так и	5	7
41	так как	4	7
42	мы не	3	7
43	с другой	5	6
44	ни в	6	6
45	но это	2	6
46	и т	9	6
47	к сожалению	2	6
48	т д	4	6
49	в то	10	6
50	на то	3	6
51	же самое	2	6
52	относится к	2	6
53	мы можем	4	6
54	в виде	3	6
55	но в	4	6
56	как будто	2	6
57	в области	2	6
58	в частности	3	5
59	и без	2	5
60	в самом	2	5
61	с одной	3	5
62	так же	3	5
63	и на	3	5
64	и все	3	5
65	как и	9	5
66	по своему	3	5
67	указывает на	2	5
68	то же	6	5
69	как мы	4	5
70	одной стороны	3	5
71	другой стороны	5	5
72	в себе	2	5
73	будто бы	2	5
74	еще и	2	5
75	не говоря	2	4
76	в отношении	6	4
77	и как	3	4
78	собой и	2	4
79	и самого	2	4
80	говоря уже	2	4
81	и тем	2	4
82	все это	5	4
83	таким образом	8	4
84	а в	6	4
85	в результате	4	4
86	и здесь	2	4
87	уже о	2	4
88	тем что	4	4
89	что он	6	4
90	но не	2	4
91	до сих	2	4
92	тот же	3	4
93	и о	3	4
94	сих пор	2	4
95	или менее	2	4
96	то и	2	4
97	или по	2	4
98	уже в	5	3
99	вопрос о	3	3
100	к тому	6	3
101	и можно	2	3
102	что они	4	3
103	несмотря на	4	3
104	хотя и	3	3
105	только один	2	3
106	один из	5	3
107	в целом	3	3
108	в их	4	3
109	для этого	2	3
110	то ни	2	3
111	при этом	5	3
112	здесь мы	3	3
113	и по	6	3
114	в своих	2	3
115	в истории	5	3
116	его в	3	3
117	для них	2	3
118	о которых	5	3
119	одна из	2	3
120	все что	2	3
121	даже не	2	3
122	должны были	8	3
123	можно судить	4	3
124	и притом	2	3
125	нас в	2	3
126	большей частью	2	3
127	и вероятно	2	2
128	время и	2	2
129	на всю	3	2
130	не в	6	2
131	на нем	2	2
132	независимо от	2	2
133	в и	2	2
134	и сам	3	2
135	по поводу	4	2
136	в действительности	2	2
137	из которых	2	2
138	или может	2	2
139	в состоянии	2	2
140	к нему	2	2
141	бы то	2	2
142	даже в	3	2
143	и хотя	2	2
144	или в	2	2
145	каждый из	3	2
146	точки зрения	4	2
147	по содержанию	3	2
148	для всех	2	2
149	в них	3	2
150	в тех	3	2
151	в качестве	4	2
152	ли это	2	2
153	он не	3	2
154	а также	4	2
155	еще в	5	2
156	речь идет	3	2
157	и особенно	4	2
158	что и	4	2
159	вместе с	2	2
160	на него	4	2
161	только при	2	2
162	в в	4	2
163	правда в	2	2
164	и ее	3	2
