N	2gram	Bakhtin_Pr_3	Freidism
1	таким образом	6	24
2	и не	15	23
3	не может	2	20
4	точки зрения	4	19
5	прежде всего	15	18
6	в этом	8	15
7	в его	8	15
8	мы можем	5	13
9	может быть	12	13
10	и его	10	12
11	как и	11	11
12	как бы	14	11
13	то что	9	11
14	все эти	9	11
15	с точки	2	11
16	и потому	5	10
17	так и	6	10
18	как мы	5	10
19	его в	2	10
20	с ним	2	10
21	но в	5	10
22	с его	2	9
23	и в	53	9
24	во всех	12	9
25	по отношению	2	9
26	что он	4	8
27	еще не	5	8
28	в своей	3	8
29	он не	3	8
30	не только	4	8
31	все это	8	8
32	то же	6	8
33	только в	4	8
34	и все	10	8
35	так как	7	8
36	тот же	2	7
37	один из	6	7
38	мы видели	2	7
39	отношение к	6	7
40	в самом	2	7
41	и наконец	2	7
42	сказать что	10	7
43	мы уже	5	7
44	никогда не	2	6
45	вовсе не	3	6
46	и ее	6	6
47	в ней	7	6
48	так сказать	5	6
49	хотя бы	2	6
50	и с	6	6
51	на протяжении	5	6
52	и к	5	5
53	он сам	4	5
54	связь с	2	5
55	можно сказать	8	5
56	не в	2	5
57	в то	5	5
58	в большинстве	4	5
59	что в	2	5
60	но и	7	5
61	и прежде	6	5
62	в себя	6	5
63	а в	2	5
64	и на	18	5
65	могут быть	4	5
66	с этим	2	5
67	мы должны	4	5
68	большинстве случаев	4	5
69	не менее	3	4
70	но не	5	4
71	я не	4	4
72	и др	14	4
73	в этих	5	4
74	в жизни	8	4
75	в собственном	2	4
76	с другими	3	4
77	же время	5	4
78	которой мы	2	4
79	связанные с	3	4
80	при этом	3	4
81	конечно не	4	4
82	в основе	5	4
83	в зависимости	2	4
84	все позволено	2	4
85	в нем	10	4
86	не было	4	4
87	между ними	2	4
88	мы находим	2	4
89	с самого	3	4
90	и для	4	4
91	в которой	2	4
92	той же	5	4
93	мы не	4	4
94	в таком	2	4
95	с их	2	4
96	потому что	5	4
97	в более	4	4
98	себя и	2	4
99	говорить о	2	4
100	зависимости от	2	4
101	самого начала	4	3
102	главным образом	3	3
103	в них	2	3
104	и от	3	3
105	о себе	2	3
106	к себе	6	3
107	конечно в	2	3
108	в себе	5	3
109	теперь мы	4	3
110	но это	3	3
111	человека к	3	3
112	по своему	6	3
113	со всеми	8	3
114	было бы	5	3
115	и тот	3	3
116	и той	2	3
117	ее в	3	3
118	жизни и	9	3
119	вместе с	2	3
120	собственном смысле	2	3
121	не знает	4	3
122	как в	7	3
123	и т.п	31	3
124	и по	3	3
125	слова и	3	3
126	одна из	7	3
127	человека и	7	3
128	в сознании	2	3
129	есть и	2	2
130	этих двух	2	2
131	уже в	2	2
132	человека в	3	2
133	видели что	2	2
134	и другие	9	2
135	что это	2	2
136	для всех	2	2
137	быть и	2	2
138	того же	2	2
139	с другой	2	2
140	это не	6	2
141	формы и	3	2
142	и символы	2	2
143	в конце	3	2
144	к этому	4	2
145	для понимания	2	2
146	и смерти	2	2
147	и уже	2	2
148	тем не	2	2
149	в ее	3	2
150	да и	2	2
151	влияние на	12	2
152	том что	5	2
153	более того	6	2
154	мы остановимся	2	2
155	они и	2	2
156	а не	11	2
157	из них	4	2
158	во сне	5	2
159	к другим	2	2
160	и до	5	2
161	и мысли	2	2
162	в развитии	3	2
163	продолжает жить	2	2
164	сих пор	5	2
165	в их	2	2
166	во всей	4	2
167	всех других	2	2
168	и они	2	2
169	в заключение	2	2
170	и у	7	2
171	и даже	2	2
172	на основе	2	2
173	мы видим	2	2
174	значение для	2	2
175	здесь в	10	2
176	их в	2	2
177	правда в	2	2
178	они не	3	2
179	в своих	2	2
180	что и	3	2
181	и вообще	3	2
182	все то	3	2
183	до сих	5	2
184	как это	2	2
185	в области	3	2
186	в эту	3	2
187	это было	3	2
