N	2gram	Tiupa_Narr_2	StatiiOP
1	и в	13	29
2	том что	13	27
3	в том	14	27
4	в этом	13	21
5	но и	15	19
6	что в	4	19
7	не только	26	19
8	о том	5	17
9	что он	5	13
10	в его	6	13
11	то что	8	11
12	к тому	9	10
13	таким образом	5	10
14	в своем	6	9
15	и т	2	9
16	так и	9	9
17	этом отношении	3	9
18	и не	14	9
19	как на	2	9
20	потому что	2	9
21	он не	5	9
22	по поводу	2	8
23	как раз	3	8
24	но в	6	8
25	в самом	2	7
26	в ней	2	7
27	в котором	5	7
28	я не	5	7
29	в своей	4	7
30	тому что	3	7
31	не столько	5	7
32	об этом	4	6
33	вовсе не	2	6
34	все же	6	6
35	в течение	2	6
36	и что	2	6
37	того чтобы	3	6
38	и его	3	6
39	о чем	2	5
40	прежде всего	6	5
41	в той	5	5
42	в качестве	14	5
43	было бы	2	5
44	как бы	6	5
45	своего рода	9	5
46	а не	17	5
47	того что	6	5
48	между тем	3	5
49	точки зрения	5	5
50	времени и	4	4
51	а как	3	4
52	именно в	2	4
53	по словам	2	4
54	должен был	2	4
55	в частности	11	4
56	что у	2	4
57	с другой	5	4
58	не в	8	4
59	для него	4	4
60	и к	6	4
61	хотя и	5	4
62	в нем	5	4
63	внимание на	3	4
64	ничего не	6	4
65	действующих лиц	3	4
66	в другом	4	4
67	но также	2	4
68	в известном	3	3
69	не менее	4	3
70	же как	2	3
71	что это	4	3
72	не является	4	3
73	давно уже	2	3
74	но он	2	3
75	оно не	2	3
76	с нею	2	3
77	тому же	4	3
78	у нас	2	3
79	но это	2	3
80	в начале	2	3
81	как у	4	3
82	но не	3	3
83	в обоих	2	3
84	у меня	2	3
85	никогда не	6	3
86	и даже	3	3
87	не могло	2	3
88	по его	2	3
89	самом деле	3	3
90	подчеркнуть что	2	3
91	как в	5	3
92	т п	2	3
93	а с	2	3
94	на самом	2	3
95	и он	2	3
96	и по	3	3
97	хотя бы	2	3
98	так же	2	3
99	и здесь	2	3
100	это был	2	2
101	во время	2	2
102	с его	3	2
103	и более	2	2
104	только не	2	2
105	если бы	4	2
106	что с	2	2
107	в какой	4	2
108	с этой	3	2
109	если не	2	2
110	в конце	4	2
111	той мере	2	2
112	только по	2	2
113	что и	2	2
114	к своему	2	2
115	не должен	2	2
116	тем не	5	2
117	в ее	4	2
118	говорит о	2	2
119	как и	4	2
120	присутствует в	2	2
121	в этой	4	2
122	что я	3	2
123	что они	3	2
124	в то	5	2
125	по своему	2	2
126	пребывания в	3	2
127	и сам	3	2
128	раз в	2	2
129	несмотря на	2	2
130	такого рода	12	2
131	может быть	10	2
132	только к	3	2
133	никак не	3	2
134	а также	6	2
135	на то	2	2
136	только в	11	2
137	не к	4	2
138	в процессе	2	2
139	со стороны	6	2
140	только что	2	2
141	не может	8	2
142	тогда как	15	2
143	то же	4	2
144	все эти	3	2
145	при этом	14	2
146	в отличие	5	2
147	они не	2	2
148	не имеет	2	2
149	с точки	2	2
150	а к	3	2
151	в данном	10	2
152	в результате	2	2
153	сказать что	3	2
154	мере в	2	2
155	в себе	8	2
156	и дело	2	2
157	от его	2	2
158	как он	2	2
159	как это	4	2
160	отличие от	5	2
161	в области	2	2
