N	2gram	Tiupa_Hudo_2	Myslijsy
1	потому что	2	49
2	для нас	3	31
3	и в	28	24
4	в душе	8	23
5	может быть	8	23
6	то что	6	20
7	и не	18	19
8	т с	2	18
9	а не	14	18
10	в том	15	18
11	что в	5	16
12	не только	11	15
13	при этом	11	13
14	было бы	3	13
15	не в	13	13
16	но не	4	12
17	не может	4	12
18	то же	6	12
19	если бы	6	11
20	что и	4	11
21	вместе с	2	11
22	только в	4	11
23	для него	5	10
24	в себе	9	10
25	как в	5	10
26	тогда как	7	10
27	вовсе не	2	9
28	в нем	3	9
29	как бы	5	9
30	но и	9	9
31	то и	4	9
32	а в	6	8
33	том что	19	8
34	и на	3	8
35	в этом	13	8
36	прежде всего	3	7
37	мысль о	2	7
38	как и	11	7
39	тем что	6	7
40	того как	2	7
41	в состоянии	3	6
42	с другой	3	6
43	в одном	3	6
44	по поводу	3	6
45	в ряду	2	6
46	тем не	4	6
47	и т	4	6
48	не было	6	6
49	между тем	8	6
50	в то	6	6
51	и только	2	6
52	и уже	4	5
53	не менее	5	5
54	столь же	3	5
55	с ним	7	5
56	что они	4	5
57	в памяти	3	5
58	представляется нам	2	5
59	что не	2	5
60	о том	12	5
61	так и	8	5
62	в них	3	5
63	бы не	3	5
64	для того	4	5
65	с другими	3	5
66	из них	2	5
67	только для	2	5
68	все же	2	5
69	место в	2	4
70	в человеке	3	4
71	никогда не	5	4
72	мысли о	2	4
73	из этих	2	4
74	а между	4	4
75	что он	8	4
76	уже не	10	4
77	одна из	2	4
78	до сих	2	4
79	еще не	3	4
80	в самом	5	4
81	чувства в	2	4
82	в котором	6	4
83	сих пор	2	4
84	с одной	3	4
85	тем самым	2	4
86	тому как	4	4
87	подобно тому	4	4
88	как он	3	4
89	в других	4	4
90	но в	2	4
91	что это	5	3
92	это не	6	3
93	оно не	2	3
94	не как	2	3
95	и от	2	3
96	и все	7	3
97	человека и	3	3
98	что на	3	3
99	о которой	2	3
100	о которых	2	3
101	все что	3	3
102	но тем	2	3
103	одной стороны	3	3
104	вслед за	4	3
105	в ней	3	3
106	если в	2	3
107	его в	2	3
108	не с	2	3
109	себе в	2	3
110	на него	3	3
111	со стороны	3	3
112	что она	7	3
113	и тогда	2	3
114	т п	2	3
115	т д	2	3
116	те же	2	3
117	человека в	4	3
118	и у	2	3
119	и для	2	3
120	как на	2	3
121	той же	2	3
122	рядом с	5	3
123	с ними	3	3
124	и то	2	3
125	одно из	5	3
126	могла бы	2	3
127	в этих	3	3
128	том как	2	3
129	в нашем	2	2
130	и его	5	2
131	что у	3	2
132	превращается в	4	2
133	хотя бы	2	2
134	не столько	2	2
135	и это	3	2
136	в жизни	8	2
137	что все	3	2
138	с нею	3	2
139	между ними	2	2
140	состоит в	7	2
141	с его	5	2
142	вместе со	2	2
143	мы знаем	2	2
144	не зная	2	2
145	так же	3	2
146	на другой	2	2
147	у него	5	2
148	же время	4	2
149	к ней	2	2
150	в его	11	2
151	себя и	2	2
152	для нее	4	2
153	не все	3	2
154	один из	2	2
155	ни с	2	2
156	все это	3	2
157	внимание на	3	2
158	не во	2	2
159	чего не	2	2
160	а с	3	2
161	самом деле	3	2
162	того чтобы	4	2
163	других в	2	2
164	как это	7	2
165	или в	3	2
166	по отношению	7	2
167	с такою	2	2
168	тем как	2	2
169	сказать что	2	2
170	тому что	4	2
171	в другом	2	2
172	на этом	2	2
173	это было	2	2
