N	2gram	Bakhtin_Fr_1	Myslijsy
1	то есть	45	34
2	потому что	5	33
3	то что	3	29
4	может быть	6	26
5	в том	16	23
6	и в	65	23
7	в этом	15	23
8	и не	22	18
9	что в	3	17
10	при этом	6	15
11	только в	7	15
12	для нас	4	14
13	как и	5	14
14	в себе	3	14
15	того что	2	14
16	так как	6	14
17	том что	6	12
18	но и	10	11
19	не в	4	11
20	не может	3	11
21	и потому	10	10
22	что мы	2	10
23	не только	10	10
24	между тем	5	9
25	в своем	8	8
26	сказать что	6	8
27	о том	2	8
28	но в	14	8
29	это не	3	7
30	в нем	13	7
31	вовсе не	18	7
32	могут быть	2	7
33	как в	5	7
34	мысли и	4	7
35	и к	4	6
36	в ряду	3	6
37	что не	2	6
38	так и	10	6
39	есть только	2	5
40	для него	5	5
41	хотя и	2	5
42	в его	9	5
43	как бы	22	5
44	к нему	3	5
45	все это	9	5
46	с ним	3	5
47	образом в	2	5
48	есть в	5	5
49	так сказать	4	5
50	и все	5	4
51	что он	3	4
52	до сих	4	4
53	на котором	3	4
54	можно сказать	2	4
55	в одном	5	4
56	от того	2	4
57	между ними	4	4
58	сих пор	4	4
59	да и	2	4
60	только на	2	4
61	в той	5	4
62	в таком	2	4
63	точки зрения	7	4
64	его в	7	4
65	и с	3	4
66	никогда не	6	3
67	связи с	4	3
68	в этих	2	3
69	в них	5	3
70	но это	3	3
71	кроме того	2	3
72	еще не	6	3
73	мы уже	12	3
74	к тому	2	3
75	например в	2	3
76	на его	2	3
77	в самом	4	3
78	между прочим	2	3
79	в виду	3	3
80	и их	3	3
81	нет ничего	3	3
82	в процессе	2	3
83	все эти	10	3
84	и других	3	3
85	на самом	6	3
86	уже не	3	3
87	самом деле	3	3
88	и по	2	3
89	которое в	2	3
90	и на	11	3
91	этот вопрос	2	3
92	и до	4	3
93	их в	2	3
94	и так	2	3
95	даже и	3	3
96	связанная с	2	3
97	в искусстве	3	3
98	с точки	3	3
99	и многие	2	2
100	можно только	4	2
101	во время	4	2
102	не могут	3	2
103	не были	3	2
104	и без	2	2
105	превращается в	5	2
106	в состоянии	3	2
107	с другой	3	2
108	из этих	2	2
109	значение и	2	2
110	отношение к	4	2
111	и здесь	3	2
112	в ее	3	2
113	в самой	3	2
114	мы и	3	2
115	от него	2	2
116	по своему	8	2
117	в большинстве	2	2
118	в это	2	2
119	в сущности	16	2
120	значительной степени	2	2
121	в ней	6	2
122	он не	2	2
123	не вполне	2	2
124	и др	24	2
125	даже в	3	2
126	нам кажется	2	2
127	и это	2	2
128	и прежде	3	2
129	мы видим	2	2
130	и для	2	2
131	еще более	5	2
132	но эта	2	2
133	как мы	6	2
134	и у	6	2
135	на этот	2	2
136	с образами	2	2
137	и даже	8	2
138	друг друга	3	2
139	и его	10	2
140	в других	3	2
141	тела и	6	2
142	во многих	2	2
143	в своих	5	2
144	в более	3	2
145	бы ни	2	2
146	влияние на	7	2
147	это можно	2	2
148	и вообще	3	2
149	его к	2	2
150	в таких	2	2
151	из тех	2	2
152	большинстве случаев	2	2
153	в области	7	2
154	это было	2	2
155	ни к	2	2
