N	2gram	Berdyaev_M_2	Istorich
1	и в	46	22
2	в этом	20	17
3	т е	4	16
4	что в	4	15
5	не только	18	14
6	но и	15	12
7	и не	18	12
8	может быть	21	11
9	в этих	2	11
10	но в	10	10
11	что он	7	9
12	в нем	22	9
13	что и	4	9
14	вместе с	2	9
15	в том	3	9
16	что они	3	8
17	том что	4	8
18	мы видим	2	8
19	то что	5	7
20	уже не	4	7
21	и здесь	6	7
22	так как	8	7
23	связи с	2	6
24	в них	3	6
25	это не	5	6
26	а в	2	6
27	то же	5	6
28	а не	13	6
29	друг друга	12	6
30	ничего не	2	6
31	если бы	3	6
32	так что	2	5
33	до сих	3	5
34	есть и	3	5
35	один из	5	5
36	что она	5	5
37	он не	10	5
38	того что	6	5
39	сих пор	3	5
40	к нему	2	5
41	в этой	7	5
42	и там	6	4
43	не всегда	2	4
44	на смену	3	4
45	у нас	11	4
46	не в	9	4
47	только в	3	4
48	на этом	2	4
49	в свою	4	4
50	она не	8	4
51	они не	4	4
52	к ней	2	4
53	связано с	3	4
54	отношение к	8	4
55	и его	5	4
56	и на	3	4
57	не может	15	4
58	но он	11	4
59	тем что	3	4
60	и с	3	4
61	связана с	7	3
62	я не	5	3
63	мы еще	2	3
64	что у	4	3
65	превращается в	2	3
66	и от	3	3
67	и все	5	3
68	прежде всего	12	3
69	не что	3	3
70	к тому	5	3
71	и к	7	3
72	как и	13	3
73	но это	8	3
74	уходит в	2	3
75	они и	4	3
76	все что	4	3
77	у него	22	3
78	мы увидим	2	3
79	на его	2	3
80	можно ли	3	3
81	в его	5	3
82	никогда не	18	3
83	и она	3	3
84	быть и	2	3
85	ее в	2	3
86	все равно	3	3
87	так же	6	3
88	его не	2	3
89	иное как	3	3
90	сказать что	3	3
91	потому что	12	3
92	что иное	3	3
93	в русской	6	3
94	о том	3	3
95	его в	3	3
96	если я	2	3
97	в чем	3	3
98	стоит на	2	3
99	не было	11	2
100	все время	2	2
101	и есть	8	2
102	что было	3	2
103	в жизни	4	2
104	если он	2	2
105	на все	3	2
106	вопрос о	6	2
107	ни в	3	2
108	есть ли	2	2
109	как в	7	2
110	после того	2	2
111	себе в	2	2
112	ему как	2	2
113	себе и	2	2
114	не мог	3	2
115	же как	3	2
116	да и	2	2
117	хотя и	2	2
118	в ней	11	2
119	его на	4	2
120	и потому	7	2
121	но этот	2	2
122	и он	11	2
123	не имеет	4	2
124	отношению к	2	2
125	и это	5	2
126	жизни и	6	2
127	нет ничего	3	2
128	но она	2	2
129	который был	2	2
130	так и	4	2
131	не имеют	2	2
132	по отношению	2	2
133	в своем	8	2
134	той же	3	2
135	еще более	2	2
136	и вот	5	2
137	стоит в	2	2
138	из этой	2	2
139	и что	2	2
140	что не	2	2
141	его он	3	2
142	и для	7	2
143	вот почему	2	2
144	в русском	4	2
145	между тем	2	2
146	точки зрения	2	2
147	как будто	2	2
148	него и	2	2
149	всю жизнь	3	2
150	с собой	2	2
