N	2gram	Bakhtin_Fr_3	Myshleni
1	с помощью	2	42
2	и в	40	25
3	в том	8	23
4	на основе	2	22
5	том что	4	20
6	что в	12	17
7	таким образом	10	17
8	в основе	5	16
9	как и	11	15
10	то что	5	15
11	в его	13	15
12	в этом	15	14
13	вместе с	3	14
14	может быть	9	13
15	в целом	2	13
16	так как	4	12
17	как бы	3	10
18	и не	13	10
19	было бы	4	10
20	что и	3	10
21	только в	3	10
22	связи с	6	9
23	как в	3	9
24	мы не	2	9
25	ни в	4	9
26	того чтобы	4	8
27	тем что	3	8
28	как мы	10	8
29	уже в	2	7
30	все эти	8	7
31	для того	3	7
32	в области	4	7
33	не менее	2	6
34	с другой	2	6
35	и у	2	6
36	один из	4	6
37	мы видели	3	6
38	не может	3	6
39	в связи	5	6
40	и на	8	6
41	потому что	2	6
42	в основном	4	6
43	что он	2	6
44	но не	2	6
45	того же	2	6
46	со всеми	5	6
47	не только	13	6
48	все же	2	6
49	в отличие	3	6
50	точки зрения	2	6
51	все это	4	6
52	можно было	3	6
53	слова и	2	6
54	отличие от	3	6
55	так и	3	5
56	именно в	2	5
57	и как	3	5
58	но это	3	5
59	для него	5	5
60	при этом	3	5
61	одним из	2	5
62	уже говорили	3	5
63	если бы	3	5
64	мы уже	13	5
65	и к	3	5
66	о том	4	5
67	в этой	3	5
68	в частности	3	4
69	в своем	7	4
70	из этих	2	4
71	прежде всего	16	4
72	мы знаем	2	4
73	из них	4	4
74	но и	11	4
75	а в	3	4
76	сказать что	3	4
77	говорит он	2	4
78	в то	6	4
79	с этим	2	4
80	и все	9	4
81	еще не	3	4
82	мы увидим	2	4
83	он не	9	4
84	по сравнению	2	4
85	связь между	3	4
86	тем же	2	4
87	той же	8	4
88	этого слова	2	4
89	и это	2	4
90	там где	3	4
91	связаны с	5	3
92	на этом	2	3
93	переход от	2	3
94	и сам	2	3
95	в самом	6	3
96	в котором	2	3
97	который в	2	3
98	по отношению	3	3
99	этом отношении	2	3
100	их в	3	3
101	между тем	3	3
102	во всем	3	3
103	как он	2	3
104	сравнению с	2	3
105	к этому	6	3
106	но как	2	3
107	его к	2	3
108	мы видим	5	3
109	или иной	2	3
110	связь с	6	3
111	между ними	3	3
112	как известно	2	3
113	слова в	2	2
114	то же	7	2
115	в общей	2	2
116	включает в	2	2
117	в этих	6	2
118	и от	3	2
119	одного из	2	2
120	одной и	2	2
121	в один	2	2
122	но все	3	2
123	связь и	2	2
124	смысле слова	4	2
125	в нашей	2	2
126	такого рода	3	2
127	и той	2	2
128	той или	2	2
129	основе этого	2	2
130	в нем	5	2
131	в корне	2	2
132	в свете	3	2
133	для этого	3	2
134	поэтому в	2	2
135	и других	6	2
136	здесь мы	2	2
137	в своих	5	2
138	на его	2	2
139	и здесь	4	2
140	в начале	3	2
141	говорит об	2	2
142	в плане	2	2
143	с его	3	2
144	всех этих	3	2
145	к жизни	2	2
146	в них	9	2
147	и во	4	2
148	в одном	7	2
149	с нею	2	2
150	связанные с	3	2
151	об этом	3	2
152	мы остановимся	2	2
153	одна из	3	2
154	все что	2	2
155	очень часто	2	2
156	есть и	2	2
157	и потому	4	2
158	а также	4	2
159	еще в	3	2
160	отношению к	2	2
161	в мире	4	2
162	в своей	6	2
163	в течение	2	2
164	и для	5	2
165	и его	17	2
166	связан с	3	2
167	в себе	3	2
168	в эту	4	2
