N	2gram	Tiupa_Anal_2	Problemy
1	и в	16	34
2	и не	12	29
3	как бы	10	27
4	в его	2	22
5	может быть	6	19
6	не может	4	19
7	и все	3	19
8	о себе	2	18
9	как и	14	18
10	но в	6	16
11	все это	4	16
12	и его	4	16
13	в этом	18	16
14	прежде всего	3	15
15	он не	2	15
16	то же	4	14
17	с самим	3	14
18	для него	4	13
19	т е	2	12
20	но и	12	12
21	же время	2	12
22	и к	5	12
23	в то	2	12
24	вовсе не	2	11
25	в сущности	4	11
26	то что	7	11
27	не только	16	10
28	не в	4	9
29	а не	10	9
30	никогда не	3	8
31	в самом	6	8
32	так же	2	8
33	точки зрения	4	8
34	с ним	2	8
35	и слово	2	8
36	и для	2	8
37	что в	2	7
38	и даже	9	7
39	этого слова	3	7
40	на него	2	7
41	как мы	3	7
42	как будто	3	7
43	в пределах	9	6
44	не знает	3	6
45	и на	6	6
46	с ними	3	6
47	отношению к	4	6
48	так и	15	6
49	в себе	7	6
50	только в	4	6
51	в конце	4	5
52	к тому	7	5
53	так что	3	5
54	того что	2	5
55	и сам	3	5
56	в целом	8	5
57	из них	3	5
58	по отношению	4	5
59	таким образом	2	5
60	не мог	3	5
61	лишь в	9	5
62	а в	3	5
63	он и	2	5
64	в диалоге	2	5
65	в одном	2	5
66	на протяжении	2	5
67	даже в	2	5
68	что и	3	5
69	к своему	2	5
70	с другой	6	4
71	что все	2	4
72	из его	2	4
73	на этом	4	4
74	у него	4	4
75	при этом	10	4
76	на его	3	4
77	в общем	2	4
78	не о	2	4
79	его в	2	4
80	если бы	3	4
81	как раз	4	4
82	этом смысле	2	4
83	но не	4	4
84	еще не	2	4
85	внутренней речи	4	4
86	как в	4	4
87	только на	3	4
88	в мире	6	4
89	с точки	2	4
90	тем что	3	4
91	он в	4	4
92	я в	3	4
93	ничего не	9	4
94	вместе с	2	4
95	не менее	4	3
96	в том	12	3
97	что с	2	3
98	хотя и	4	3
99	в котором	2	3
100	с ее	2	3
101	другой стороны	2	3
102	голосов в	2	3
103	говорить о	6	3
104	ведь и	2	3
105	бы в	3	3
106	своего собственного	2	3
107	и во	2	3
108	по крайней	3	3
109	по себе	2	3
110	том что	12	3
111	между тем	2	3
112	еще в	2	3
113	крайней мере	3	3
114	в своей	2	3
115	сводится к	3	3
116	и то	3	3
117	это было	2	3
118	обращаясь к	2	2
119	в сторону	5	2
120	столь же	4	2
121	вообще не	2	2
122	вследствие этого	2	2
123	появляется в	2	2
124	этом случае	4	2
125	или иной	3	2
126	тем не	3	2
127	него на	4	2
128	обращает на	3	2
129	о своей	2	2
130	и если	3	2
131	при всей	3	2
132	совпадает с	4	2
133	один из	2	2
134	в своем	4	2
135	я как	2	2
136	те же	2	2
137	того или	3	2
138	особенно в	7	2
139	той или	3	2
140	о том	7	2
141	сказать что	2	2
142	я и	3	2
143	а как	2	2
144	отнюдь не	8	2
145	не знаю	2	2
146	не с	4	2
147	знаю что	2	2
148	говорит о	5	2
149	должна была	2	2
150	того же	4	2
151	было бы	3	2
152	за пределы	4	2
153	во всех	4	2
154	диалог в	2	2
155	своего рода	12	2
156	и внутренне	2	2
157	в отличие	2	2
158	тому же	4	2
159	еще более	2	2
160	уже не	4	2
161	и он	2	2
162	речи в	2	2
163	той же	2	2
164	тому как	3	2
165	между двумя	4	2
166	вступает в	2	2
167	подобно тому	3	2
168	отличие от	2	2
169	же не	2	2
170	о чем	2	2
