N	2gram	Vygotskiy__4	slovoVRo
1	и в	20	41
2	в нем	2	30
3	могут быть	7	19
4	но и	9	16
5	и не	8	16
6	точки зрения	24	16
7	не только	15	16
8	а не	7	15
9	то же	16	14
10	может быть	12	14
11	не может	6	14
12	и его	5	14
13	и на	6	14
14	в сущности	4	13
15	в его	11	13
16	слова и	5	13
17	как бы	7	12
18	в этом	24	12
19	так и	5	11
20	слово в	6	10
21	в той	2	10
22	таким образом	25	9
23	все эти	5	9
24	себя в	3	9
25	слова в	9	8
26	может не	2	8
27	прежде всего	2	8
28	на его	3	8
29	но в	3	8
30	как в	5	8
31	как мы	13	8
32	с точки	11	8
33	не в	4	7
34	они могут	2	7
35	в своей	7	7
36	все же	5	7
37	в слове	2	7
38	во всяком	4	7
39	в отношении	10	6
40	того же	9	6
41	это не	5	6
42	при этом	12	6
43	а в	2	6
44	только в	10	6
45	с другой	12	5
46	в самом	6	5
47	всяком случае	3	5
48	в основе	17	5
49	и к	5	5
50	к нему	2	5
51	в языке	2	5
52	далеко не	2	5
53	перед нами	5	4
54	и от	3	4
55	в каждом	2	4
56	одной стороны	9	4
57	одним из	2	4
58	в ней	2	4
59	на предмет	2	4
60	один из	3	4
61	в их	12	4
62	с одной	9	4
63	и с	4	4
64	в которой	3	4
65	как и	9	4
66	в смысле	4	4
67	еще не	2	4
68	том же	2	4
69	в процессе	27	4
70	входит в	2	4
71	другой стороны	9	4
72	и для	4	4
73	ту же	2	4
74	как только	2	3
75	не могут	3	3
76	все время	4	3
77	никогда не	5	3
78	формы и	3	3
79	из этих	2	3
80	же слово	3	3
81	к тому	6	3
82	словом и	4	3
83	мы найдем	2	3
84	в том	42	3
85	в свою	2	3
86	для него	2	3
87	в него	2	3
88	из них	4	3
89	данном случае	2	3
90	в своем	4	3
91	литературному языку	3	3
92	именно в	3	3
93	и других	3	3
94	того что	10	3
95	друг друга	4	3
96	вообще не	2	3
97	также и	2	3
98	в результате	8	3
99	и здесь	2	3
100	в истории	10	3
101	о том	5	3
102	его в	6	3
103	так как	10	3
104	влияния на	2	3
105	он пользуется	3	3
106	у него	2	3
107	и во	3	3
108	с этим	5	3
109	в себе	10	3
110	с этой	4	3
111	по существу	3	3
112	зависимости от	2	3
113	в качестве	21	3
114	было бы	8	3
115	одной из	3	3
116	в свое	2	3
117	почти всегда	3	3
118	в данном	2	3
119	как оно	2	3
120	которые в	4	3
121	свою очередь	2	2
122	связана с	2	2
123	же как	6	2
124	в другой	2	2
125	в частности	5	2
126	тому что	4	2
127	столь же	3	2
128	что все	3	2
129	на все	3	2
130	этом случае	3	2
131	для нас	4	2
132	основных и	2	2
133	так что	3	2
134	мы и	2	2
135	что они	14	2
136	на этом	3	2
137	друг с	7	2
138	такого рода	6	2
139	и той	4	2
140	для того	5	2
141	между ними	4	2
142	и тем	8	2
143	в целом	11	2
144	в этих	3	2
145	от других	2	2
146	на том	4	2
147	те же	6	2
148	между этими	2	2
149	должно быть	3	2
150	так же	11	2
151	и те	4	2
152	сказать что	6	2
153	потому что	12	2
154	между тем	9	2
155	оно может	3	2
156	не является	5	2
157	в сознании	4	2
158	в известном	2	2
159	возникает из	2	2
160	нисколько не	2	2
161	между собой	5	2
162	к этому	4	2
163	в условиях	3	2
164	том что	35	2
165	мы видим	10	2
166	между словом	2	2
167	но не	3	2
168	по своему	4	2
169	основе их	3	2
170	одно и	6	2
171	мы уже	5	2
172	совершенно не	3	2
173	на один	4	2
174	с которым	2	2
175	а также	2	2
176	даже в	2	2
177	языке и	2	2
178	и речи	2	2
179	нами в	4	2
180	а с	2	2
181	если мы	10	2
182	только на	2	2
183	последнего времени	2	2
184	и у	2	2
185	не есть	2	2
186	той же	6	2
187	роль в	4	2
188	можно было	6	2
189	одному и	4	2
190	нас в	3	2
191	и то	10	2
192	в виде	3	2
193	связи с	3	2
194	с другом	7	2
195	здесь не	2	2
196	из него	2	2
