N	2gram	Tiupa_Hudo_2	formyVre
1	и в	28	50
2	в этом	13	25
3	в нем	3	24
4	человека в	4	17
5	и его	5	16
6	прежде всего	3	15
7	и не	18	14
8	как мы	2	14
9	вовсе не	2	13
10	как раз	4	13
11	в его	11	13
12	так и	8	12
13	человека и	3	11
14	может быть	8	11
15	мы уже	3	11
16	то же	6	11
17	но в	2	10
18	в том	15	9
19	же время	4	9
20	в других	4	9
21	в то	6	9
22	не только	11	9
23	с его	5	9
24	роль в	2	9
25	ничего не	5	9
26	в самом	5	8
27	его жизни	5	8
28	и т	4	8
29	но и	9	8
30	и на	3	8
31	жизни в	7	8
32	как и	11	8
33	жизни и	6	8
34	т п	2	8
35	не было	6	7
36	характер и	2	7
37	для себя	6	7
38	героя и	3	7
39	все же	2	6
40	в частности	7	6
41	это не	6	6
42	с ее	5	6
43	не может	4	6
44	лишь в	2	6
45	так же	3	6
46	у него	5	6
47	и все	7	6
48	в жизни	8	6
49	то что	6	6
50	в ее	18	6
51	как в	5	6
52	человеческой жизни	6	6
53	что в	5	5
54	и другие	5	5
55	не в	13	5
56	с самим	2	5
57	в основе	2	5
58	точки зрения	2	5
59	если бы	6	5
60	отнюдь не	2	5
61	но не	4	5
62	еще не	3	5
63	наряду с	5	5
64	он не	4	5
65	отношению к	7	5
66	того чтобы	4	5
67	для того	4	5
68	и у	2	5
69	в своем	5	4
70	характерно что	3	4
71	своей жизни	4	4
72	в котором	6	4
73	все это	3	4
74	для других	3	4
75	потому что	2	4
76	и с	6	4
77	в ней	3	4
78	к себе	3	4
79	нет ничего	2	4
80	в них	3	4
81	раз в	3	4
82	том что	19	4
83	и для	2	4
84	и то	2	4
85	только в	4	4
86	и это	3	4
87	здесь не	2	4
88	жизни не	2	3
89	человек в	3	3
90	себя и	2	3
91	в этих	3	3
92	к тому	7	3
93	да и	5	3
94	при этом	11	3
95	и уже	4	3
96	один из	2	3
97	по отношению	7	3
98	с одной	3	3
99	именно в	2	3
100	а в	6	3
101	сказать что	2	3
102	одно из	5	3
103	самим собою	2	3
104	его в	2	3
105	в одном	3	3
106	а как	2	3
107	на фоне	3	3
108	что было	3	3
109	с мотивом	2	3
110	в качестве	4	3
111	со своей	2	3
112	одной из	3	3
113	по преимуществу	3	3
114	что и	4	3
115	вместе с	2	3
116	сих пор	2	3
117	только на	5	3
118	а не	14	3
119	что не	2	3
120	между ними	2	3
121	или в	3	3
122	с другими	3	3
123	чужой жизни	5	3
124	и ее	3	3
125	в себе	9	3
126	все его	3	3
127	до сих	2	3
128	место в	2	2
129	же как	2	2
130	никогда не	5	2
131	в нашем	2	2
132	его и	2	2
133	с другой	3	2
134	что все	3	2
135	была бы	3	2
136	или иной	2	2
137	жизнь в	2	2
138	для нас	3	2
139	тому же	2	2
140	они были	2	2
141	для него	5	2
142	одной стороны	3	2
143	отношение к	2	2
144	ни с	2	2
145	жизни то	2	2
146	еще и	2	2
147	те же	2	2
148	во втором	2	2
149	рядом с	5	2
150	личности и	2	2
151	же и	2	2
152	как он	3	2
153	с ним	7	2
154	не является	2	2
155	не как	2	2
156	другой день	2	2
157	и к	2	2
158	об этом	7	2
159	в соответствии	3	2
160	ее по	2	2
161	одна из	2	2
162	и тех	3	2
163	на другой	2	2
164	было бы	3	2
165	в это	3	2
166	этого произведения	3	2
167	к ней	2	2
168	а также	2	2
169	оно не	2	2
170	в своей	6	2
171	как бы	5	2
172	в строгом	2	2
173	не зная	2	2
174	жизни на	2	2
175	уже не	10	2
176	и эта	2	2
177	с точки	2	2
178	хотя бы	2	2
179	той же	2	2
180	в данном	2	2
181	автора и	2	2
182	тем что	6	2
183	на себя	3	2
184	соответствии с	3	2
