N	2gram	Bakhtin_Fr_1	RusskieA
1	и в	65	29
2	что в	3	22
3	том что	6	22
4	в том	16	22
5	как бы	22	18
6	в других	3	15
7	и другие	8	14
8	может быть	6	13
9	так как	6	13
10	во время	4	12
11	как и	5	11
12	в этом	15	11
13	все это	9	10
14	и с	3	10
15	не только	10	10
16	о том	2	9
17	в некоторых	2	9
18	во многих	2	9
19	но и	10	8
20	его в	7	8
21	как в	5	7
22	или в	2	7
23	же в	2	6
24	еще не	6	6
25	для нас	4	6
26	при этом	6	6
27	и на	11	6
28	потому что	5	5
29	это не	3	5
30	то что	3	5
31	но не	2	5
32	к жизни	2	5
33	не может	3	5
34	земли и	5	5
35	но в	14	5
36	в них	5	4
37	и все	5	4
38	а затем	2	4
39	уже не	3	4
40	не в	4	4
41	из них	4	4
42	к нему	3	4
43	на них	2	4
44	в таком	2	4
45	их в	2	4
46	далеко не	3	4
47	в этих	2	3
48	и других	3	3
49	и от	2	3
50	в году	6	3
51	главным образом	6	3
52	в народном	2	3
53	в ее	3	3
54	связаны с	3	3
55	до конца	2	3
56	того что	2	3
57	на землю	3	3
58	во всех	9	3
59	связь с	5	3
60	в свете	2	3
61	в отличие	4	3
62	все эти	10	3
63	и по	2	3
64	друг друга	3	3
65	или даже	2	3
66	как мы	6	3
67	между тем	5	3
68	в этой	4	3
69	в таких	2	3
70	отличие от	5	3
71	и многие	2	2
72	начиная с	2	2
73	связи с	4	2
74	своей книге	2	2
75	могут быть	2	2
76	никогда не	6	2
77	жизни в	5	2
78	с другой	3	2
79	представления о	2	2
80	игра в	2	2
81	из этих	2	2
82	это в	4	2
83	прежде всего	11	2
84	кроме того	2	2
85	одним из	2	2
86	самом же	3	2
87	здесь в	8	2
88	из основных	2	2
89	одной стороны	2	2
90	и пр	5	2
91	же деле	3	2
92	совершенно не	4	2
93	в виду	3	2
94	все же	6	2
95	в своей	5	2
96	вся эта	3	2
97	не к	2	2
98	в форме	3	2
99	в их	4	2
100	смерти и	2	2
101	где они	3	2
102	влияние на	7	2
103	с одной	2	2
104	на самом	6	2
105	образом в	2	2
106	этот вопрос	2	2
107	мы здесь	2	2
108	и для	2	2
109	быть только	2	2
110	в своих	5	2
111	а иногда	2	2
112	которое в	2	2
113	одно из	6	2
114	это время	2	2
115	и еще	4	2
116	во всем	2	2
117	есть в	5	2
