N	2gram	Vygotskiy__7	Hudozhes
1	том что	17	16
2	и в	26	14
3	так и	3	13
4	а не	6	12
5	в том	18	12
6	не только	24	12
7	о том	4	12
8	прежде всего	7	11
9	в этом	29	11
10	в себе	9	11
11	для него	3	10
12	в своей	3	10
13	что он	8	9
14	как и	15	9
15	в качестве	5	9
16	то же	8	9
17	как в	4	8
18	то что	24	8
19	отношению к	5	8
20	по отношению	6	8
21	в этой	3	8
22	в то	3	8
23	в его	4	8
24	ничего не	2	8
25	казалось бы	2	7
26	это не	3	7
27	к тому	7	7
28	не в	4	7
29	еще не	4	7
30	как бы	6	7
31	не может	11	7
32	именно в	6	7
33	а в	2	7
34	никогда не	4	6
35	что в	12	6
36	было бы	6	6
37	в первой	3	6
38	не менее	4	5
39	перед нами	2	5
40	в этих	2	5
41	об этом	3	5
42	может быть	7	5
43	только в	8	5
44	и он	2	5
45	но и	11	5
46	во второй	5	5
47	одновременно и	2	5
48	самом деле	6	5
49	друг друга	4	5
50	и его	12	5
51	можно было	2	5
52	потому что	16	5
53	ни в	2	5
54	точки зрения	28	5
55	но в	4	5
56	связи с	4	4
57	тому что	9	4
58	столь же	2	4
59	к другому	3	4
60	и от	4	4
61	на то	4	4
62	можно сказать	5	4
63	и к	7	4
64	тем не	3	4
65	то в	2	4
66	она не	5	4
67	в действительности	2	4
68	несмотря на	2	4
69	мы уже	3	4
70	в самом	9	4
71	и о	3	4
72	в ней	3	4
73	один из	2	4
74	что она	8	4
75	как раз	3	4
76	того что	14	4
77	только что	5	4
78	он не	3	4
79	по своей	10	4
80	в конце	4	4
81	с ним	3	4
82	и с	5	4
83	но не	3	3
84	если бы	5	3
85	что у	4	3
86	но он	2	3
87	с этим	2	3
88	идет о	2	3
89	как мы	14	3
90	в ходе	12	3
91	в ее	6	3
92	по своему	9	3
93	что при	2	3
94	даже в	2	3
95	для себя	24	3
96	в нем	2	3
97	все же	6	3
98	приводит к	4	3
99	то и	4	3
100	и для	5	3
101	этом отношении	3	3
102	о природе	7	3
103	все эти	6	3
104	она в	2	3
105	лишь в	2	3
106	того чтобы	19	3
107	к этой	2	3
108	с точки	21	3
109	и по	3	3
110	в своих	2	3
111	тем что	9	3
112	такой же	3	3
113	как к	3	3
114	его в	2	3
115	едва ли	4	3
116	может и	2	3
117	если в	4	2
118	представляется нам	3	2
119	и другое	3	2
120	себя и	2	2
121	конечном счете	2	2
122	на вопрос	5	2
123	не означает	3	2
124	в одной	3	2
125	о человеке	2	2
126	и потому	3	2
127	вопрос о	6	2
128	в такой	4	2
129	то о	4	2
130	по себе	3	2
131	в конечном	2	2
132	что на	2	2
133	мы знаем	2	2
134	состоит в	3	2
135	так что	4	2
136	же как	8	2
137	об одном	2	2
138	и что	6	2
139	мышления как	3	2
140	в целом	5	2
141	до конца	5	2
142	у нее	5	2
143	одной из	4	2
144	раз в	2	2
145	на его	2	2
146	только на	3	2
147	в начале	5	2
148	никак не	5	2
149	для других	15	2
150	слова как	5	2
151	для нее	3	2
152	своей природе	4	2
153	сих пор	3	2
154	что же	2	2
155	в их	2	2
156	все это	3	2
157	внимание на	2	2
158	с внешней	5	2
159	же мере	5	2
160	мышления и	9	2
161	и не	18	2
162	но с	2	2
163	на самом	3	2
164	только потому	3	2
165	что не	2	2
166	в речи	5	2
167	не имеет	2	2
168	должно быть	2	2
169	речь в	4	2
170	слово не	2	2
171	той же	8	2
172	с этой	5	2
173	с ее	2	2
174	с другим	2	2
175	слова в	5	2
176	не раз	2	2
177	как она	5	2
178	мы не	7	2
179	до сих	3	2
