N	2gram	Losev_Vesc_1	Analitik
1	может быть	16	29
2	в том	8	27
3	не может	17	22
4	и не	29	21
5	и в	21	18
6	а не	19	17
7	но и	18	17
8	отнюдь не	5	15
9	не только	36	15
10	не в	5	14
11	как и	8	13
12	в его	2	13
13	в этом	4	13
14	том что	8	12
15	в себе	14	11
16	но не	5	10
17	то же	6	9
18	а в	4	9
19	в то	3	9
20	есть не	14	8
21	не есть	49	8
22	в той	3	8
23	но в	5	8
24	к тому	3	7
25	это не	5	6
26	прежде всего	9	6
27	в самом	9	6
28	в сущности	4	6
29	себя в	10	6
30	той или	2	6
31	должен быть	2	6
32	то что	27	6
33	в своей	5	6
34	в себя	13	6
35	в основе	3	6
36	точки зрения	5	6
37	по своей	2	6
38	только в	14	6
39	мы имеем	7	6
40	я и	6	6
41	и того	2	5
42	и как	8	5
43	в этой	3	5
44	что в	9	5
45	как бы	12	5
46	сводится к	2	5
47	и его	2	5
48	что иное	7	5
49	о том	6	5
50	иное как	7	5
51	того что	8	4
52	себя и	4	4
53	с другой	6	4
54	по себе	13	4
55	не что	7	4
56	того же	5	4
57	имеем дело	3	4
58	для того	2	4
59	не с	7	4
60	все же	4	4
61	смысла есть	2	4
62	так и	3	4
63	собственно говоря	4	4
64	из того	2	4
65	уже не	9	4
66	ни было	4	4
67	с точки	3	4
68	с другими	8	4
69	в другом	2	4
70	с ним	8	4
71	смысла и	5	3
72	однако не	2	3
73	и есть	26	3
74	то ни	4	3
75	хотя бы	6	3
76	и все	5	3
77	в собственном	2	3
78	в нем	2	3
79	она может	4	3
80	и т	19	3
81	в силу	3	3
82	еще не	8	3
83	одной стороны	3	3
84	что не	5	3
85	в котором	3	3
86	дело не	2	3
87	что и	3	3
88	не будет	12	3
89	бы то	4	3
90	ни с	6	3
91	смысл и	9	3
92	таким образом	8	3
93	а с	3	3
94	с одной	3	3
95	того чтобы	3	3
96	тому как	4	3
97	не случайно	2	3
98	подобно тому	4	3
99	того и	2	3
100	я в	2	3
101	могла бы	3	3
102	что мы	14	3
103	быть не	4	3
104	оно может	2	3
105	если бы	5	3
106	и то	10	2
107	только не	2	2
108	никогда не	2	2
109	все эти	3	2
110	реальности и	3	2
111	его и	2	2
112	и внешнего	2	2
113	для этого	4	2
114	первом случае	2	2
115	бытия и	2	2
116	тогда когда	5	2
117	не просто	19	2
118	была бы	2	2
119	вовсе не	10	2
120	отрыве от	2	2
121	бы ни	2	2
122	можно сказать	6	2
123	как личность	2	2
124	тех или	5	2
125	неотделимо от	2	2
126	основе своей	2	2
127	то в	4	2
128	и потому	5	2
129	должно быть	6	2
130	не предполагает	4	2
131	для него	4	2
132	или не	2	2
133	было бы	14	2
134	себе в	3	2
135	и о	3	2
136	свое время	2	2
137	она есть	8	2
138	внутреннего и	4	2
139	в свое	2	2
140	в отрыве	2	2
141	язык есть	2	2
142	сами по	3	2
143	один из	3	2
144	из них	4	2
145	есть вещь	7	2
146	данном случае	2	2
147	со стороны	5	2
148	что же	8	2
149	другой стороны	2	2
150	отличается от	7	2
151	как к	4	2
152	и вещь	2	2
153	на этом	2	2
154	той же	2	2
155	самом деле	4	2
156	свидетельствует о	3	2
157	ничего иного	2	2
158	как мы	4	2
159	ничто не	2	2
160	также и	6	2
161	для себя	5	2
162	в данном	5	2
163	что из	2	2
164	вещь может	2	2
165	при помощи	2	2
166	в первом	2	2
167	так как	7	2
168	потому что	16	2
169	и с	8	2
