N	2gram	Tiupa_Narr_1	Hudozhes
1	и в	11	28
2	в рассказе	8	21
3	том что	7	19
4	и не	23	18
5	своего рода	10	16
6	в том	8	15
7	а не	13	14
8	не в	6	13
9	в этом	12	13
10	о том	4	12
11	перед нами	5	11
12	как и	13	11
13	при этом	19	11
14	в его	6	11
15	не только	31	11
16	у нее	4	10
17	уже не	8	10
18	но и	27	9
19	у чехова	6	9
20	в себе	6	9
21	с собачкой	9	9
22	о чем	4	8
23	в жизни	3	8
24	что он	3	8
25	может быть	15	8
26	себя в	2	8
27	так и	5	8
28	между тем	3	8
29	жизни в	2	7
30	и все	3	7
31	к тому	6	7
32	об этом	6	7
33	в мире	4	7
34	в частности	14	7
35	отношению к	3	7
36	по отношению	3	7
37	тогда как	10	7
38	с ним	2	7
39	состоит в	10	7
40	как это	3	7
41	казалось бы	2	6
42	это не	3	6
43	можно сказать	5	6
44	то что	9	6
45	жизни и	6	6
46	в своей	5	6
47	человеческой жизни	2	6
48	если бы	7	6
49	то же	8	6
50	не было	3	6
51	сводится к	3	6
52	а в	13	6
53	в глазах	3	6
54	даме с	6	6
55	и с	3	6
56	в то	4	6
57	с его	4	5
58	не менее	3	5
59	у него	7	5
60	в своем	3	5
61	как бы	6	5
62	как в	4	5
63	да и	2	5
64	с ее	2	5
65	в этой	6	5
66	что в	3	5
67	она не	2	5
68	в самом	6	5
69	никогда не	4	5
70	его жизни	3	5
71	в тексте	13	5
72	только на	2	5
73	не могла	2	5
74	и его	10	5
75	в даме	5	5
76	жизни как	2	5
77	в детстве	2	5
78	для него	4	5
79	ничего не	2	5
80	тем не	3	4
81	то в	4	4
82	но не	4	4
83	в качестве	14	4
84	же время	4	4
85	для того	3	4
86	и о	3	4
87	он не	3	4
88	в конечном	3	4
89	рассказа в	5	4
90	и сама	2	4
91	как раз	6	4
92	не может	8	4
93	человека в	2	4
94	того чтобы	4	4
95	подобно тому	3	4
96	как будто	3	4
97	только в	12	4
98	тому как	3	4
99	в ялте	3	4
100	как птица	3	3
101	[...] и	3	3
102	о них	3	3
103	столь же	5	3
104	с другой	2	3
105	в одном	4	3
106	к себе	4	3
107	но при	3	3
108	прежде всего	4	3
109	в нем	4	3
110	и ее	3	3
111	что на	4	3
112	в соответствии	5	3
113	это была	2	3
114	самом деле	3	3
115	все что	2	3
116	когда в	3	3
117	еще не	4	3
118	раз в	2	3
119	ни о	2	3
120	во сне	2	3
121	в ней	4	3
122	этом и	4	3
123	в этих	2	3
124	со стороны	8	3
125	и состоит	4	3
126	едва ли	3	3
127	и он	6	3
128	внимание на	4	3
129	или в	6	3
130	о смерти	2	3
131	с ними	2	3
132	и на	5	3
133	соответствии с	4	3
134	на себя	4	3
135	что у	4	3
136	же самое	2	3
137	на ее	2	3
138	героя и	2	3
139	к нему	4	3
140	всего лишь	3	3
141	анна сергеевна	4	2
142	он сам	3	2
143	по полю	2	2
144	и составляет	2	2
145	преосвященного петра	4	2
146	а о	2	2
147	отнюдь не	2	2
148	однако в	3	2
149	его и	2	2
150	с анной	5	2
151	именно в	3	2
152	и от	2	2
153	из этих	4	2
154	а за	2	2
155	другой день	3	2
156	в финале	3	2
157	такова что	2	2
158	идет по	2	2
159	или иной	4	2
160	ему в	2	2
161	о его	2	2
162	как мы	2	2
163	она в	2	2
164	а по	2	2
165	тому же	6	2
166	одна из	4	2
167	как у	2	2
168	они и	2	2
169	анной сергеевной	5	2
170	на другой	5	2
171	это уже	3	2
172	но именно	3	2
173	что не	2	2
174	жизни героя	3	2
175	не по	4	2
176	он уже	2	2
177	о нем	3	2
178	с серым	2	2
179	а также	6	2
180	до сих	2	2
181	если в	2	2
182	отец сисой	3	2
183	не является	3	2
184	как сияние	2	2
185	один из	6	2
186	в нашем	3	2
187	оно не	2	2
188	это было	2	2
189	все же	4	2
190	не будет	2	2
191	в первом	4	2
192	из них	4	2
193	вместе с	2	2
194	дело не	2	2
195	являет собой	4	2
196	сих пор	2	2
197	данном случае	8	2
198	по причине	2	2
199	и тогда	2	2
200	дело с	2	2
201	здесь не	2	2
202	лишь в	3	2
203	во втором	6	2
204	тем самым	5	2
205	который в	2	2
206	в принципе	4	2
207	между ними	2	2
208	хотя бы	2	2
209	и для	2	2
210	главного героя	3	2
211	от пыли	2	2
212	роль в	2	2
213	в данном	11	2
214	и то	3	2
215	из нас	2	2
216	сказать что	2	2
217	потому что	5	2
218	однако и	4	2
219	точки зрения	5	2
220	[...] в	2	2
221	принципиально важно	2	2
222	в роли	2	2
223	и только	2	2
224	и т.д	6	2
225	она может	2	2
226	дамы с	2	2
227	та же	2	2
228	но в	7	2
229	а для	3	2
