N	2gram	Berdyaev_M_1	Istorich
1	и в	28	26
2	т е	2	18
3	то что	5	16
4	не только	29	15
5	что в	10	14
6	может быть	30	14
7	но и	25	12
8	что он	10	10
9	и его	9	10
10	что и	4	9
11	этот случай	2	9
12	все же	2	9
13	и не	11	9
14	его в	3	9
15	так как	3	9
16	а в	4	8
17	в этих	4	7
18	в иное	2	7
19	как и	5	7
20	он не	24	7
21	как в	2	7
22	в этом	20	7
23	иной мир	4	6
24	мы видим	2	6
25	в иной	3	6
26	когда он	3	6
27	вместе с	6	6
28	не может	28	6
29	а не	25	6
30	к нему	7	6
31	потому что	16	6
32	могут быть	2	6
33	как он	2	6
34	у него	17	5
35	и как	2	5
36	это не	5	5
37	к этому	2	5
38	это и	4	5
39	но не	8	5
40	ничего не	3	5
41	в его	9	5
42	и у	2	5
43	до сих	2	5
44	сих пор	2	5
45	и что	2	5
46	уже не	4	5
47	и по	4	5
48	не в	16	5
49	и с	3	5
50	тем что	4	5
51	но в	7	5
52	с собой	3	5
53	вопрос о	2	4
54	все что	2	4
55	в своей	15	4
56	в этот	2	4
57	он в	2	4
58	но он	9	4
59	в которых	4	4
60	о том	2	4
61	он должен	3	3
62	по сравнению	2	3
63	уже нет	2	3
64	для нас	3	3
65	в том	6	3
66	том что	3	3
67	она не	4	3
68	мы увидим	3	3
69	относится к	2	3
70	как бы	2	3
71	все эти	2	3
72	и он	12	3
73	на земле	2	3
74	в свете	3	3
75	не мог	3	3
76	не имеет	3	3
77	есть только	2	3
78	только в	6	3
79	с того	2	3
80	переходит в	15	3
81	человека с	2	3
82	должен был	4	3
83	к этой	2	3
84	о чем	2	3
85	связана с	2	2
86	уже в	4	2
87	не могут	5	2
88	с тем	9	2
89	должна быть	6	2
90	и есть	14	2
91	никогда не	14	2
92	в своем	10	2
93	и во	2	2
94	с этим	3	2
95	и все	10	2
96	а как	2	2
97	в самую	5	2
98	его как	2	2
99	живет в	2	2
100	в истории	2	2
101	от него	4	2
102	на этом	3	2
103	есть и	3	2
104	и там	4	2
105	было бы	10	2
106	он живет	2	2
107	если бы	2	2
108	конечно не	3	2
109	у нас	5	2
110	он уже	6	2
111	по своей	2	2
112	хотя бы	3	2
113	в нем	13	2
114	не есть	9	2
115	себя в	3	2
116	не к	4	2
117	в свой	2	2
118	отношение к	4	2
119	не хочет	2	2
120	на том	3	2
121	в пути	2	2
122	и их	3	2
123	все это	6	2
124	что есть	5	2
125	и вот	3	2
126	лишь в	6	2
127	того что	7	2
128	на этот	2	2
129	показывает как	2	2
130	к этим	2	2
131	увидим что	4	2
132	и на	6	2
133	с этой	4	2
134	сказать что	2	2
135	или от	2	2
136	даже и	2	2
137	его с	2	2
138	в себе	7	2
139	в этой	6	2
