N	2gram	Voloshinov_2	slovoVRo
1	и в	19	41
2	в нем	11	30
3	то есть	2	26
4	могут быть	3	19
5	во всех	6	17
6	но и	10	16
7	и не	19	16
8	точки зрения	17	16
9	языка в	3	16
10	не только	13	16
11	а не	9	15
12	то же	16	14
13	в пределах	10	14
14	может быть	28	14
15	не может	18	14
16	и его	16	14
17	и на	5	14
18	в то	8	14
19	в сущности	14	13
20	в его	5	13
21	слова и	6	13
22	же время	8	12
23	до конца	2	12
24	как бы	19	12
25	языка и	15	12
26	в этом	15	12
27	авторской речи	4	11
28	так и	10	11
29	в большинстве	5	10
30	в узком	2	10
31	слово в	3	10
32	узком смысле	2	10
33	в той	5	10
34	или иной	5	9
35	той или	4	9
36	чужая речь	7	9
37	таким образом	14	9
38	все эти	3	9
39	себя в	2	9
40	иной степени	2	9
41	слова в	8	8
42	прежде всего	7	8
43	в особенности	2	8
44	но в	7	8
45	как мы	15	8
46	с точки	13	8
47	или в	2	8
48	не в	10	7
49	они могут	2	7
50	и следовательно	6	7
51	вовсе не	11	7
52	чужой речи	53	7
53	в своей	3	7
54	все же	5	7
55	в слове	4	7
56	во всяком	3	7
57	в отношении	4	6
58	того же	5	6
59	это не	4	6
60	при этом	9	6
61	и даже	2	6
62	а в	3	6
63	большинстве случаев	5	6
64	слова как	2	6
65	только в	8	6
66	отношении к	5	6
67	установка на	2	6
68	с другой	3	5
69	в самом	6	5
70	всяком случае	2	5
71	и непосредственно	2	5
72	слово как	2	5
73	в основе	9	5
74	подхода к	3	5
75	слушателя и	2	5
76	не на	2	5
77	еще более	2	5
78	к нему	5	5
79	с другими	3	5
80	в языке	7	5
81	далеко не	2	5
82	так сказать	14	5
83	перед нами	3	4
84	и от	3	4
85	одной стороны	3	4
86	одним из	2	4
87	в ней	3	4
88	в их	5	4
89	за пределы	3	4
90	с одной	3	4
91	лишь в	14	4
92	рядом с	2	4
93	и формы	3	4
94	и с	2	4
95	в языковом	3	4
96	и все	6	4
97	с его	8	4
98	не как	3	4
99	лежит в	2	4
100	языка как	9	4
101	как и	9	4
102	мы сказали	3	4
103	в смысле	6	4
104	здесь в	2	4
105	еще не	3	4
106	и потому	2	4
107	на почве	9	4
108	в процессе	18	4
109	быть и	6	4
110	речи в	10	4
111	и для	7	4
112	там где	2	4
113	ничего не	4	4
114	все его	2	4
115	языкового сознания	3	3
116	все время	2	3
117	никогда не	7	3
118	точку зрения	2	3
119	хотя бы	6	3
120	формы и	2	3
121	пассивное понимание	2	3
122	язык как	6	3
123	является лишь	4	3
124	же слово	2	3
125	к тому	6	3
126	в том	7	3
127	следовательно и	2	3
128	лишь как	2	3
129	более или	2	3
130	лингвистики и	2	3
131	в свою	6	3
132	для него	9	3
133	к системе	2	3
134	в зависимости	2	3
135	его и	3	3
136	в своем	2	3
137	философия слова	2	3
138	именно в	2	3
139	того что	4	3
140	речь и	4	3
141	друг друга	2	3
142	с ними	4	3
143	а иногда	3	3
144	и здесь	5	3
145	не было	3	3
146	в истории	3	3
147	чужою речью	2	3
148	о том	3	3
149	его в	7	3
150	так как	3	3
151	взаимодействия с	2	3
152	философия языка	3	3
153	у него	2	3
154	с этим	3	3
155	установлено на	3	3
156	языка а	2	3
157	в себе	4	3
158	зависимости от	2	3
159	в качестве	3	3
160	было бы	4	3
161	одной из	3	3
162	конечно не	4	3
163	он не	3	3
164	в основном	4	3
165	лишь на	5	3
166	внутренней речи	7	3
167	или менее	2	3
168	и стилистика	2	3
169	в данном	5	3
170	более того	6	3
171	и почти	2	3
172	и ее	4	3
173	выражение в	5	3
174	свою очередь	5	2
175	связана с	2	2
176	тому что	4	2
177	язык не	3	2
178	характерно что	3	2
179	столь же	3	2
180	на все	2	2
181	для понимания	3	2
182	ни было	6	2
183	что они	2	2
184	такое понимание	2	2
185	смысле слова	5	2
186	косвенная речь	2	2
187	для того	6	2
188	в контексте	5	2
189	между ними	2	2
190	со всею	3	2
191	зрения самого	2	2
192	эти категории	2	2
193	и тем	4	2
194	в этих	3	2
195	пассивного понимания	4	2
196	имеет дело	2	2
197	должно быть	3	2
198	так же	5	2
199	чужого слова	13	2
200	конечно и	2	2
201	высказывания не	2	2
202	сказать что	4	2
203	именно как	2	2
204	того или	2	2
205	чужое высказывание	9	2
206	между тем	6	2
207	оно может	3	2
208	не является	8	2
209	а как	4	2
210	в котором	3	2
211	но по	2	2
212	слова для	3	2
213	и чужого	2	2
214	и всякое	2	2
215	к этому	5	2
216	связь с	4	2
217	из одного	4	2
218	или иного	2	2
219	у нас	3	2
220	том что	10	2
221	не с	2	2
222	одна из	7	2
223	но не	2	2
224	одно и	3	2
225	слов и	3	2
226	до сих	3	2
227	мы уже	6	2
228	совершенно не	5	2
229	и о	2	2
230	самого языка	2	2
231	сих пор	3	2
232	в ее	3	2
233	и речи	2	2
234	как раз	4	2
235	нами в	3	2
236	в атмосфере	2	2
237	а с	2	2
238	социальной группы	6	2
239	на самом	7	2
240	если мы	6	2
241	только на	4	2
242	и у	2	2
243	и эта	2	2
244	не есть	3	2
245	речь в	4	2
246	высказывания и	11	2
247	той же	3	2
248	мы не	2	2
249	говорящего и	2	2
250	лежащая в	3	2
251	исторического становления	3	2
252	и то	3	2
253	оставаясь в	2	2
254	от этого	2	2
255	в виде	2	2
256	в другом	3	2
257	на протяжении	2	2
258	связи с	13	2
259	в определенных	2	2
260	категории и	4	2
261	из него	2	2
