N	2gram	Losev_Dial_1	KulturaY
1	и т	21	54
2	т п	2	41
3	т е	25	32
4	и в	18	23
5	точки зрения	17	23
6	в том	9	22
7	не только	13	17
8	было бы	12	16
9	в этом	12	16
10	с точки	12	16
11	может быть	17	14
12	самом деле	3	14
13	что в	13	13
14	в самом	3	13
15	не менее	2	12
16	для того	2	12
17	потому что	14	12
18	вопрос о	2	11
19	том что	9	11
20	а не	14	11
21	того что	2	11
22	в его	3	11
23	можно было	5	11
24	и не	30	10
25	можно говорить	2	10
26	прежде всего	10	9
27	еще не	2	9
28	хотя бы	6	9
29	так как	11	9
30	если бы	12	8
31	до сих	2	8
32	сих пор	2	8
33	т д	19	8
34	уже не	2	8
35	в виду	5	8
36	с другой	6	7
37	или иной	3	7
38	если мы	2	7
39	и что	12	7
40	должно быть	3	7
41	в данном	3	7
42	сказать что	10	7
43	все эти	2	7
44	как это	4	7
45	для этого	2	6
46	по себе	25	6
47	что и	3	6
48	что он	11	6
49	так и	9	6
50	в их	3	6
51	не может	12	6
52	то же	10	6
53	могут быть	3	6
54	говорить о	5	6
55	только в	3	6
56	о том	4	6
57	ничего не	17	6
58	что же	3	5
59	я не	5	5
60	и есть	16	5
61	вовсе не	7	5
62	при чем	2	5
63	как и	2	5
64	не в	6	5
65	совершенно не	8	5
66	хотя и	4	5
67	что она	7	5
68	как бы	11	5
69	не значит	3	5
70	все же	5	5
71	как мы	4	5
72	а в	5	5
73	но это	8	5
74	также и	7	5
75	тем более	2	5
76	той или	7	5
77	из этих	2	5
78	в чем	6	5
79	были бы	2	4
80	тому что	3	4
81	ясно что	8	4
82	один из	3	4
83	только тогда	2	4
84	одной стороны	2	4
85	только как	2	4
86	убедиться что	2	4
87	в своей	2	4
88	и о	3	4
89	точка зрения	2	4
90	то что	13	4
91	как в	2	4
92	как раз	4	4
93	в своем	5	4
94	не было	6	4
95	с одной	2	4
96	что не	7	4
97	что такое	10	4
98	мы говорим	4	4
99	учения о	2	4
100	а лишь	3	3
101	и более	4	3
102	что это	11	3
103	то мы	2	3
104	отнюдь не	9	3
105	как о	2	3
106	это не	9	3
107	говорить что	2	3
108	на самом	3	3
109	должна быть	3	3
110	именно в	2	3
111	есть не	3	3
112	к тому	4	3
113	в отношении	5	3
114	как же	5	3
115	ни в	15	3
116	с этой	2	3
117	но как	2	3
118	это и	4	3
119	то в	7	3
120	что именно	2	3
121	но не	4	3
122	в первую	2	3
123	он не	3	3
124	но если	5	3
125	то это	4	3
126	не есть	40	3
127	только то	4	3
128	отношение к	5	3
129	но и	7	3
130	другой стороны	4	3
131	тому же	2	3
132	а с	2	3
133	мы находим	7	3
134	и вот	6	3
135	в ней	3	3
136	и пр	5	3
137	не имеет	15	3
138	и с	5	3
139	бы и	2	3
140	что как	2	3
141	в которых	2	3
142	сам по	6	3
143	стать на	2	3
144	может иметь	3	3
145	то он	2	3
146	в каком	8	3
147	в то	6	3
148	я в	2	3
149	она не	6	3
150	мы должны	5	3
151	учение о	11	2
152	такой же	2	2
153	или иное	3	2
154	все это	11	2
155	не понимают	2	2
156	но все	3	2
157	о чем	2	2
158	в частности	2	2
159	точку зрения	3	2
160	может оказаться	2	2
161	и значит	3	2
162	не как	2	2
163	эти последние	2	2
164	раз и	2	2
165	как например	2	2
166	быть в	2	2
167	же это	3	2
168	сама по	8	2
169	можно сказать	6	2
170	как таковой	4	2
171	точек зрения	3	2
172	и как	7	2
173	в дальнейшем	5	2
174	чтобы понять	3	2
175	и при	2	2
176	эти два	2	2
177	есть конечно	2	2
178	что они	3	2
179	более или	3	2
180	и говорить	2	2
181	в качестве	2	2
182	конечно не	3	2
183	мог бы	2	2
184	на точку	2	2
185	она есть	5	2
186	никак не	6	2
187	что если	2	2
188	не о	4	2
189	в котором	4	2
190	не с	5	2
191	дело не	2	2
192	или менее	3	2
193	мысли и	3	2
194	отличается от	2	2
195	что одна	3	2
196	то и	2	2
197	смысл и	4	2
198	в особенности	5	2
199	только что	3	2
200	еще более	3	2
201	не просто	7	2
202	и об	4	2
203	из того	2	2
204	чтобы не	2	2
205	то или	3	2
206	в корне	2	2
207	так же	4	2
208	с другими	2	2
209	не знает	2	2
210	очень много	3	2
211	во всяком	4	2
212	которое в	2	2
213	ни на	6	2
214	на этом	2	2
215	еще и	3	2
216	как он	4	2
217	в этих	5	2
218	не то	6	2
219	относится к	2	2
220	то не	2	2
221	это конечно	2	2
222	мы имеем	2	2
223	но в	6	2
224	если это	2	2
225	если и	2	2
226	для меня	4	2
